#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  3.5000000E+03  0.0000000E+00  2.5332993E+02  4.8759989E+02  9.1536017E+02  1.6850525E+03  3.0482115E+03  5.4451532E+03  9.6117210E+03  1.7026939E+04  3.0030129E+04  5.3112838E+04  9.8517152E+04  0.0000000E+00
  3.7500000E+03  0.0000000E+00  2.5316764E+02  5.0918822E+02  1.0116380E+03  1.9860018E+03  3.8661114E+03  7.4419103E+03  1.4201918E+04  2.6658017E+04  4.9715030E+04  8.9011929E+04  1.4855212E+05  0.0000000E+00
  4.0000000E+03  0.0000000E+00  2.1537747E+02  4.3819780E+02  8.8827263E+02  1.7944469E+03  3.6197243E+03  7.2600391E+03  1.4410036E+04  2.8317756E+04  5.4726053E+04  1.0317612E+05  1.8556705E+05  0.0000000E+00
  4.2500000E+03  0.0000000E+00  1.8985626E+02  3.7697272E+02  7.5350038E+02  1.5181855E+03  3.0903570E+03  6.3566682E+03  1.2990206E+04  2.6234692E+04  5.2494826E+04  1.0338648E+05  1.9689495E+05  0.0000000E+00
  4.5000000E+03  0.0000000E+00  1.8364829E+02  3.5213488E+02  6.7903729E+02  1.3244124E+03  2.6393135E+03  5.3537132E+03  1.0988389E+04  2.2338884E+04  4.5359956E+04  9.1669528E+04  1.8344336E+05  0.0000000E+00
  4.7500000E+03  0.0000000E+00  1.8820230E+02  3.5596589E+02  6.6941067E+02  1.2666869E+03  2.4364333E+03  4.7737523E+03  9.5561247E+03  1.9193123E+04  3.8582728E+04  7.7871855E+04  1.5760568E+05  0.0000000E+00
  5.0000000E+03  0.0000000E+00  1.9359076E+02  3.7247343E+02  7.0133717E+02  1.3126720E+03  2.4667326E+03  4.6872066E+03  9.0555395E+03  1.7683143E+04  3.4746394E+04  6.8807402E+04  1.3735360E+05  0.0000000E+00
  5.2500000E+03  0.0000000E+00  1.8355084E+02  3.6736093E+02  7.1111992E+02  1.3519348E+03  2.5449993E+03  4.7820737E+03  9.0321898E+03  1.7199449E+04  3.2980583E+04  6.3775287E+04  1.2458161E+05  0.0000000E+00
  5.5000000E+03  0.0000000E+00  1.5885762E+02  3.3454015E+02  6.7557299E+02  1.3267866E+03  2.5544632E+03  4.8560536E+03  9.1576383E+03  1.7242640E+04  3.2567743E+04  6.1761954E+04  1.1818549E+05  0.0000000E+00
  5.7500000E+03  0.0000000E+00  1.2593938E+02  2.8037920E+02  5.9349929E+02  1.2129198E+03  2.4140678E+03  4.7144946E+03  9.0461842E+03  1.7179721E+04  3.2450306E+04  6.1121019E+04  1.1558100E+05  0.0000000E+00
  6.0000000E+03  0.0000000E+00  9.3052530E+01  2.1916528E+02  4.8541909E+02  1.0338379E+03  2.1360321E+03  4.3143030E+03  8.5218362E+03  1.6562345E+04  3.1751911E+04  6.0227958E+04  1.1386007E+05  0.0000000E+00
  6.2500000E+03  0.0000000E+00  0.0000000E+00  1.6287728E+02  3.7608833E+02  8.3079715E+02  1.7797245E+03  3.7183639E+03  7.5931379E+03  1.5205509E+04  2.9873343E+04  5.7806029E+04  1.1059868E+05  0.0000000E+00
  6.5000000E+03  0.0000000E+00  0.0000000E+00  1.1617903E+02  2.8103687E+02  6.4067486E+02  1.4142299E+03  3.0459590E+03  6.4232928E+03  1.3273300E+04  2.6863713E+04  5.3412725E+04  1.0442197E+05  0.0000000E+00
  6.7500000E+03  0.0000000E+00  0.0000000E+00  7.9396621E+01  2.0353760E+02  4.8130019E+02  1.0887179E+03  2.4042998E+03  5.2113691E+03  1.1082131E+04  2.3130639E+04  4.7378509E+04  9.5085123E+04  0.0000000E+00
  7.0000000E+03  0.0000000E+00  0.0000000E+00  5.1311532E+01  1.4207928E+02  3.5225528E+02  8.2147560E+02  1.8520131E+03  4.1064260E+03  8.9532116E+03  1.9204740E+04  4.0473673E+04  8.3541928E+04  0.0000000E+00
  7.2500000E+03  0.0000000E+00  0.0000000E+00  3.0467948E+01  9.4958130E+01  2.4898721E+02  6.0586369E+02  1.4037247E+03  3.1698614E+03  7.0658667E+03  1.5526726E+04  3.3543829E+04  7.1129638E+04  0.0000000E+00
  7.5000000E+03  0.0000000E+00  0.0000000E+00  1.5003678E+01  6.0050662E+01  1.6997801E+02  4.3278696E+02  1.0430444E+03  2.4145236E+03  5.4849730E+03  1.2308579E+04  2.7198864E+04  5.9117789E+04  0.0000000E+00
  7.7500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5129736E+01  1.1119081E+02  2.9938068E+02  7.5152419E+02  1.8082885E+03  4.2029746E+03  9.6124849E+03  2.1714942E+04  4.8255926E+04  0.0000000E+00
  8.0000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.8246017E+01  6.9020669E+01  2.0079925E+02  5.2652829E+02  1.3158250E+03  3.1723614E+03  7.4167552E+03  1.7101255E+04  3.8817458E+04  0.0000000E+00
  8.2500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.5431779E+00  4.1633557E+01  1.2968373E+02  3.5626735E+02  9.3016926E+02  2.3369218E+03  5.6592543E+03  1.3316264E+04  3.0864004E+04  0.0000000E+00
  8.5000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5067385E+01  8.4032767E+01  2.4049275E+02  6.4459966E+02  1.6674945E+03  4.1950617E+03  1.0262402E+04  2.4304734E+04  0.0000000E+00
  8.7500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6531217E+01  5.6039308E+01  1.6337858E+02  4.4764870E+02  1.1867508E+03  3.0689548E+03  7.7444929E+03  1.8922950E+04  0.0000000E+00
  9.0000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2798426E+01  4.0938583E+01  1.1608129E+02  3.1585332E+02  8.4567036E+02  2.2296355E+03  5.7795050E+03  1.4607000E+04  0.0000000E+00
  9.2500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3562372E+01  8.9930379E+01  2.3547871E+02  6.1773750E+02  1.6287162E+03  4.2864286E+03  1.1112301E+04  0.0000000E+00
  9.5000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0272513E+01  7.6178065E+01  1.8921490E+02  4.7767020E+02  1.2303749E+03  3.2143701E+03  8.4236711E+03  0.0000000E+00
  9.7500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9080797E+01  6.9561026E+01  1.6321674E+02  3.9292804E+02  9.7775836E+02  2.4958074E+03  6.4835670E+03  0.0000000E+00
  1.0000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.8975612E+01  6.7057816E+01  1.4977754E+02  3.4259542E+02  8.1733584E+02  2.0249686E+03  5.1563341E+03  0.0000000E+00
  1.0250000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9501144E+01  6.7005976E+01  1.4421544E+02  3.1446589E+02  7.1576400E+02  1.7100856E+03  4.2475697E+03  0.0000000E+00
  1.0500000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0410420E+01  6.8486386E+01  1.4391093E+02  3.0169123E+02  6.5517947E+02  1.5009437E+03  3.6188883E+03  0.0000000E+00
  1.0750000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.1533800E+01  7.0860574E+01  1.4669505E+02  2.9897827E+02  6.2366635E+02  1.3678112E+03  3.1790984E+03  0.0000000E+00
  1.1000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2789562E+01  7.3790713E+01  1.5143957E+02  3.0282161E+02  6.1210124E+02  1.2891187E+03  2.8785342E+03  0.0000000E+00
  1.1250000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.4105992E+01  7.7078212E+01  1.5748427E+02  3.1081574E+02  6.1429573E+02  1.2498052E+03  2.6837800E+03  0.0000000E+00
  1.1500000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5453130E+01  8.0758606E+01  1.6484226E+02  3.2261801E+02  6.2732459E+02  1.2419364E+03  2.5712368E+03  0.0000000E+00
  1.1750000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.6802020E+01  8.4685571E+01  1.7302578E+02  3.3695482E+02  6.4759959E+02  1.2563885E+03  2.5224547E+03  0.0000000E+00
  1.2000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8862679E+01  1.8203184E+02  3.5337109E+02  6.7377143E+02  1.2880252E+03  2.5230590E+03  0.0000000E+00
  1.2250000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.3175840E+01  1.9155140E+02  3.7132269E+02  7.0416465E+02  1.3314212E+03  2.5610120E+03  0.0000000E+00
  1.2500000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.7578698E+01  2.0142902E+02  3.9060904E+02  7.3775558E+02  1.3837579E+03  2.6251215E+03  0.0000000E+00
  1.2750000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0202605E+02  2.1181662E+02  4.1087339E+02  7.7412608E+02  1.4449096E+03  2.7104866E+03  0.0000000E+00
  1.3000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0635270E+02  2.2220944E+02  4.3214525E+02  8.1339477E+02  1.5119238E+03  2.8157678E+03  0.0000000E+00
  1.4000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.4082923E+01  1.2251145E+02  2.6580215E+02  5.2417308E+02  9.8944503E+02  1.8310482E+03  3.3590467E+03  0.0000000E+00
  1.5000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3496082E+02  3.0786266E+02  6.1967327E+02  1.1812487E+03  2.1953828E+03  4.0294685E+03  0.0000000E+00
  1.6000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4281484E+02  3.4584502E+02  7.1280393E+02  1.3740561E+03  2.5742076E+03  4.7606470E+03  0.0000000E+00
  1.7000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4460008E+02  3.7801273E+02  7.9823845E+02  1.5535480E+03  2.9272909E+03  5.4842691E+03  0.0000000E+00
  1.8000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3872093E+02  4.0223388E+02  8.7939927E+02  1.7302881E+03  3.2714536E+03  6.1975779E+03  0.0000000E+00
  1.9000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.2775037E+02  4.1872719E+02  9.5915592E+02  1.9168901E+03  3.6394946E+03  6.8726694E+03  0.0000000E+00
  2.0000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2568719E+02  1.0272280E+03  2.0986810E+03  4.0117954E+03  7.5416273E+03  0.0000000E+00
  2.1000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2763686E+02  1.0848182E+03  2.2724978E+03  4.3937644E+03  8.2496682E+03  0.0000000E+00
  2.2000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2682614E+02  1.1351156E+03  2.4355156E+03  4.7690735E+03  8.9740718E+03  0.0000000E+00
  2.3000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.1782132E+02  1.1761400E+03  2.5871222E+03  5.1342523E+03  9.7298873E+03  0.0000000E+00
  2.4000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.9409697E+02  1.2083261E+03  2.7307399E+03  5.4993211E+03  1.0500867E+04  0.0000000E+00
  2.5000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5279546E+02  1.2226437E+03  2.8598335E+03  5.8447093E+03  1.1246446E+04  0.0000000E+00
  2.6000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.9574744E+02  1.2086183E+03  2.9514151E+03  6.1424705E+03  1.1918347E+04  0.0000000E+00
  2.7000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1620633E+03  2.9985219E+03  6.3826571E+03  1.2518935E+04  0.0000000E+00
  2.8000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0875158E+03  2.9943510E+03  6.5464589E+03  1.3004151E+04  0.0000000E+00
  2.9000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.9949275E+02  2.9393036E+03  6.6193345E+03  1.3345404E+04  0.0000000E+00
  3.0000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.0406308E+02  2.8483470E+03  6.6082416E+03  1.3535947E+04  0.0000000E+00
  3.1000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.1371086E+02  2.7325302E+03  6.5374048E+03  1.3606184E+04  0.0000000E+00
  3.2000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.6127314E+03  6.4255159E+03  1.3603773E+04  0.0000000E+00
  3.3000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5082078E+03  6.3049819E+03  1.3527162E+04  0.0000000E+00
  3.4000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4327633E+03  6.2065824E+03  1.3448518E+04  0.0000000E+00
  3.5000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3870607E+03  6.1451050E+03  1.3411542E+04  0.0000000E+00
  3.6000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3670039E+03  6.1407061E+03  1.3430346E+04  0.0000000E+00
  3.7000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3617425E+03  6.2095600E+03  1.3583827E+04  0.0000000E+00
  3.8000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3624119E+03  6.3322553E+03  1.3881653E+04  0.0000000E+00
  3.9000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3594504E+03  6.4896489E+03  1.4279345E+04  0.0000000E+00
  4.0000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.6557673E+03  1.4760117E+04  0.0000000E+00
  4.1000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8307829E+03  1.5287613E+04  0.0000000E+00
  4.2000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.0081118E+03  1.5869304E+04  0.0000000E+00
