#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  3.5000000E+03  0.0000000E+00  1.4273935E+03  2.8133223E+03  5.4287113E+03  1.0353171E+04  1.9528717E+04  3.5468268E+04  6.1451384E+04  1.1242265E+05  2.2836887E+05  5.0180872E+05  1.1755869E+06  0.0000000E+00
  3.7500000E+03  0.0000000E+00  1.2247611E+03  2.4955416E+03  5.0253732E+03  9.9711653E+03  1.9666967E+04  3.8305753E+04  7.1466853E+04  1.2620444E+05  2.3284563E+05  4.6635484E+05  1.0013211E+06  0.0000000E+00
  4.0000000E+03  0.0000000E+00  1.0534794E+03  2.1054483E+03  4.2080606E+03  8.4378876E+03  1.6956545E+04  3.4049252E+04  6.8015636E+04  1.2940885E+05  2.3442198E+05  4.3322510E+05  8.5711156E+05  0.0000000E+00
  4.2500000E+03  0.0000000E+00  9.9569035E+02  1.9503571E+03  3.7978524E+03  7.4017466E+03  1.4506250E+04  2.8669599E+04  5.7181495E+04  1.1496297E+05  2.2367058E+05  4.1341069E+05  7.6999736E+05  0.0000000E+00
  4.5000000E+03  0.0000000E+00  9.2138827E+02  1.8407153E+03  3.5968374E+03  6.9396581E+03  1.3342385E+04  2.5696877E+04  4.9825036E+04  9.7498216E+04  1.9281854E+05  3.7544476E+05  7.0391960E+05  0.0000000E+00
  4.7500000E+03  0.0000000E+00  7.7092153E+02  1.6123559E+03  3.2590027E+03  6.4309649E+03  1.2503524E+04  2.4046233E+04  4.6141635E+04  8.8577962E+04  1.7101435E+05  3.3221875E+05  6.3866514E+05  0.0000000E+00
  5.0000000E+03  0.0000000E+00  5.7912891E+02  1.2747105E+03  2.7010980E+03  5.5533970E+03  1.1147775E+04  2.1966485E+04  4.2770449E+04  8.2496974E+04  1.5844494E+05  3.0361041E+05  5.7894076E+05  0.0000000E+00
  5.2500000E+03  0.0000000E+00  4.0783179E+02  9.2656052E+02  2.0401377E+03  4.3692086E+03  9.1270111E+03  1.8664228E+04  3.7446672E+04  7.3923868E+04  1.4405249E+05  2.7733184E+05  5.2816407E+05  0.0000000E+00
  5.5000000E+03  0.0000000E+00  2.8295444E+02  6.5403743E+02  1.4682861E+03  3.2257626E+03  6.9555506E+03  1.4733435E+04  3.0610129E+04  6.2441849E+04  1.2491089E+05  2.4511268E+05  4.7208599E+05  0.0000000E+00
  5.7500000E+03  0.0000000E+00  1.9643996E+02  4.6062872E+02  1.0460891E+03  2.3301699E+03  5.1144609E+03  1.1085541E+04  2.3680679E+04  4.9827963E+04  1.0279861E+05  2.0745176E+05  4.0808122E+05  0.0000000E+00
  6.0000000E+03  0.0000000E+00  1.3590213E+02  3.2503651E+02  7.4679450E+02  1.6782761E+03  3.7227289E+03  8.1780410E+03  1.7795626E+04  3.8285363E+04  8.1096035E+04  1.6841749E+05  3.4040256E+05  0.0000000E+00
  6.2500000E+03  0.0000000E+00  0.0000000E+00  2.2937274E+02  5.3484475E+02  1.2143925E+03  2.7172851E+03  6.0290841E+03  1.3279328E+04  2.8987364E+04  6.2625753E+04  1.3305997E+05  2.7621986E+05  0.0000000E+00
  6.5000000E+03  0.0000000E+00  0.0000000E+00  1.6081250E+02  3.8313795E+02  8.8134941E+02  1.9931384E+03  4.4622341E+03  9.9226166E+03  2.1921820E+04  4.8021113E+04  1.0387177E+05  2.2040498E+05  0.0000000E+00
  6.7500000E+03  0.0000000E+00  0.0000000E+00  1.0928515E+02  2.7289648E+02  6.3884544E+02  1.4625293E+03  3.3108507E+03  7.4372741E+03  1.6602117E+04  3.6788986E+04  8.0700055E+04  1.7442338E+05  0.0000000E+00
  7.0000000E+03  0.0000000E+00  0.0000000E+00  7.0342018E+01  1.8832546E+02  4.5909639E+02  1.0687229E+03  2.4510868E+03  5.5746077E+03  1.2593959E+04  2.8222513E+04  6.2696272E+04  1.3759541E+05  0.0000000E+00
  7.2500000E+03  0.0000000E+00  0.0000000E+00  4.1399739E+01  1.2396076E+02  3.1945232E+02  7.7194462E+02  1.8014763E+03  4.1594148E+03  9.5251192E+03  2.1640373E+04  4.8720018E+04  1.0836758E+05  0.0000000E+00
  7.5000000E+03  0.0000000E+00  0.0000000E+00  2.0418065E+01  7.6565800E+01  2.1337159E+02  5.4043878E+02  1.3065791E+03  3.0748663E+03  7.1632150E+03  1.6531507E+04  3.7775754E+04  8.5311593E+04  0.0000000E+00
  7.7500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.3567384E+01  1.3608358E+02  3.6529425E+02  9.2004237E+02  2.2371305E+03  5.3298701E+03  1.2542288E+04  2.9156571E+04  6.6952185E+04  0.0000000E+00
  8.0000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.2679415E+01  8.3518648E+01  2.4042965E+02  6.3336440E+02  1.5943496E+03  3.9039140E+03  9.4059896E+03  2.2320135E+04  5.2246251E+04  0.0000000E+00
  8.2500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.0935905E+01  5.0536364E+01  1.5671253E+02  4.3101675E+02  1.1219777E+03  2.8273060E+03  6.9693124E+03  1.6921684E+04  4.0448281E+04  0.0000000E+00
  8.5000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.0696989E+01  1.0257261E+02  2.9446106E+02  7.9119574E+02  2.0472009E+03  5.1562700E+03  1.2737089E+04  3.1061407E+04  0.0000000E+00
  8.7500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9938482E+01  6.8967497E+01  2.0408559E+02  5.6277346E+02  1.4909416E+03  3.8376424E+03  9.6366107E+03  2.3774770E+04  0.0000000E+00
  9.0000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5008935E+01  4.9418406E+01  1.4524656E+02  4.0499316E+02  1.0958952E+03  2.8765942E+03  7.3594245E+03  1.8341551E+04  0.0000000E+00
  9.2500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.9310589E+01  1.0978182E+02  3.0063111E+02  8.1327725E+02  2.1663771E+03  5.6573756E+03  1.4367214E+04  0.0000000E+00
  9.5000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.4840035E+01  9.0063435E+01  2.3462022E+02  6.2196326E+02  1.6567211E+03  4.3724119E+03  1.1306439E+04  0.0000000E+00
  9.7500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3363307E+01  8.0474864E+01  1.9560618E+02  4.9550680E+02  1.2949674E+03  3.4187091E+03  8.9511908E+03  0.0000000E+00
  1.0000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.3361824E+01  7.6930831E+01  1.7513462E+02  4.1683867E+02  1.0469798E+03  2.7219598E+03  7.1424934E+03  0.0000000E+00
  1.0250000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.4148071E+01  7.6840591E+01  1.6662889E+02  3.7238928E+02  8.8545075E+02  2.2265067E+03  5.7761491E+03  0.0000000E+00
  1.0500000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5380729E+01  7.8682119E+01  1.6529439E+02  3.5123232E+02  7.8768904E+02  1.8884281E+03  4.7707575E+03  0.0000000E+00
  1.0750000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.6881588E+01  8.1725202E+01  1.6841825E+02  3.4508978E+02  7.3485872E+02  1.6702552E+03  4.0583295E+03  0.0000000E+00
  1.1000000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.8542901E+01  8.5508901E+01  1.7431366E+02  3.4850832E+02  7.1252788E+02  1.5395135E+03  3.5707424E+03  0.0000000E+00
  1.1250000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.0296647E+01  8.9831662E+01  1.8213967E+02  3.5815360E+02  7.1092127E+02  1.4704409E+03  3.2517706E+03  0.0000000E+00
  1.1500000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2099271E+01  9.4534236E+01  1.9122647E+02  3.7225313E+02  7.2350986E+02  1.4457994E+03  3.0585706E+03  0.0000000E+00
  1.1750000E+04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.3916717E+01  9.9515881E+01  2.0148302E+02  3.8976009E+02  7.4667578E+02  1.4537120E+03  2.9607347E+03  0.0000000E+00
