#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  3.5000000E+03  0.0000000E+00  3.2971788E+02  6.3755907E+02  1.2074729E+03  2.2291611E+03  4.0456551E+03  7.2062489E+03  1.2675908E+04  2.2205432E+04  3.8643140E+04  7.0093725E+04  1.2719469E+05  0.0000000E+00
  3.7500000E+03  0.0000000E+00  3.1849530E+02  6.4262037E+02  1.2799022E+03  2.5244331E+03  4.9230071E+03  9.5046631E+03  1.8119998E+04  3.4043300E+04  6.3063301E+04  1.0800868E+05  1.8158395E+05  0.0000000E+00
  4.0000000E+03  0.0000000E+00  2.7070756E+02  5.4918982E+02  1.1112217E+03  2.2465494E+03  4.5287031E+03  9.0861472E+03  1.8090516E+04  3.5621307E+04  6.8589069E+04  1.2871344E+05  2.2715869E+05  0.0000000E+00
  4.2500000E+03  0.0000000E+00  2.4212384E+02  4.7820755E+02  9.4858781E+02  1.9000135E+03  3.8366080E+03  7.8105773E+03  1.5937110E+04  3.2370787E+04  6.4903092E+04  1.2810250E+05  2.4127804E+05  0.0000000E+00
  4.5000000E+03  0.0000000E+00  2.3643959E+02  4.5272397E+02  8.6885359E+02  1.6850302E+03  3.3154522E+03  6.6296709E+03  1.3381018E+04  2.7209979E+04  5.5320386E+04  1.1190375E+05  2.2397386E+05  0.0000000E+00
  4.7500000E+03  0.0000000E+00  2.4094919E+02  4.5769275E+02  8.6145785E+02  1.6268835E+03  3.1070806E+03  6.0316320E+03  1.1871356E+04  2.3525315E+04  4.7123039E+04  9.4821223E+04  1.9136908E+05  0.0000000E+00
  5.0000000E+03  0.0000000E+00  2.4098497E+02  4.6862018E+02  8.9009239E+02  1.6742548E+03  3.1460783E+03  5.9554707E+03  1.1413299E+04  2.2014605E+04  4.2865061E+04  8.4346509E+04  1.6737933E+05  0.0000000E+00
  5.2500000E+03  0.0000000E+00  2.2058341E+02  4.4800712E+02  8.7891776E+02  1.6884667E+03  3.2006197E+03  6.0328602E+03  1.1409449E+04  2.1595950E+04  4.1148721E+04  7.9031715E+04  1.5332897E+05  0.0000000E+00
  5.5000000E+03  0.0000000E+00  1.8377702E+02  3.9312315E+02  8.0597414E+02  1.6044360E+03  3.1266724E+03  5.9973891E+03  1.1412438E+04  2.1541494E+04  4.0686318E+04  7.6964987E+04  1.4661013E+05  0.0000000E+00
  5.7500000E+03  0.0000000E+00  1.4111799E+02  3.1813543E+02  6.8306185E+02  1.4167808E+03  2.8600220E+03  5.6551131E+03  1.1004609E+04  2.1099104E+04  4.0140923E+04  7.5856332E+04  1.4348876E+05  0.0000000E+00
