#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  3.5000000E+03  0.0000000E+00  1.1827685E+04  2.4484879E+04  4.5616824E+04  8.7858819E+04  1.8399141E+05  4.0370147E+05  9.1376176E+05  2.0986327E+06  4.7774599E+06  1.0650560E+07  2.3102134E+07  0.0000000E+00
  3.7500000E+03  0.0000000E+00  8.6451716E+03  2.0129366E+04  4.2218526E+04  7.9450446E+04  1.5148324E+05  3.1528587E+05  6.9184626E+05  1.8615842E+06  4.4940046E+06  1.0183449E+07  2.1347926E+07  0.0000000E+00
  4.0000000E+03  0.0000000E+00  5.3190849E+03  1.2883118E+04  3.0096051E+04  6.2307363E+04  1.2118902E+05  2.2522024E+05  4.6116319E+05  1.0240103E+06  2.3665801E+06  5.5044877E+06  1.2667925E+07  0.0000000E+00
  4.2500000E+03  0.0000000E+00  2.9879798E+03  7.2531788E+03  1.7192612E+04  3.9576993E+04  8.4729058E+04  1.6212458E+05  3.0779333E+05  6.1174704E+05  1.3287063E+06  3.1376231E+06  7.8025900E+06  0.0000000E+00
  4.5000000E+03  0.0000000E+00  1.7818832E+03  4.2859993E+03  1.0111090E+04  2.3439794E+04  5.2812677E+04  1.1229929E+05  2.1746161E+05  4.1350426E+05  8.0526445E+05  1.6858324E+06  3.8827202E+06  0.0000000E+00
  4.7500000E+03  0.0000000E+00  1.1089763E+03  2.6428201E+03  6.1876433E+03  1.4281066E+04  3.2458489E+04  7.1723292E+04  1.5046901E+05  2.9425506E+05  5.6255102E+05  1.0916748E+06  2.2412348E+06  0.0000000E+00
  5.0000000E+03  0.0000000E+00  7.1731505E+02  1.6959035E+03  3.9402411E+03  9.0426147E+03  2.0526355E+04  4.5839978E+04  9.9935221E+04  2.0648750E+05  4.0565136E+05  7.8312758E+05  1.5368665E+06  0.0000000E+00
  5.2500000E+03  0.0000000E+00  4.7760832E+02  1.1239889E+03  2.5969163E+03  5.9309644E+03  1.3422982E+04  3.0094615E+04  6.6352507E+04  1.4235366E+05  2.9047857E+05  5.7301540E+05  1.1198286E+06  0.0000000E+00
  5.5000000E+03  0.0000000E+00  3.2463030E+02  7.6319744E+02  1.7584992E+03  4.0050025E+03  9.0508019E+03  2.0307182E+04  4.5113997E+04  9.8343621E+04  2.0773646E+05  4.1989306E+05  8.3211999E+05  0.0000000E+00
  5.7500000E+03  0.0000000E+00  2.2329288E+02  5.2777212E+02  1.2168214E+03  2.7699480E+03  6.2589007E+03  1.4063388E+04  3.1377550E+04  6.9218472E+04  1.4947181E+05  3.1019698E+05  6.2369712E+05  0.0000000E+00
