#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  3.5000000E+03  0.0000000E+00  1.0528711E+03  2.0440424E+03  3.8833549E+03  7.2382269E+03  1.3322750E+04  2.4286156E+04  4.1450071E+04  6.9262802E+04  1.2808717E+05  2.6577481E+05  6.0852070E+05  0.0000000E+00
  3.7500000E+03  0.0000000E+00  9.4076143E+02  1.8920718E+03  3.7577242E+03  7.3711674E+03  1.4309805E+04  2.7689347E+04  5.3445911E+04  9.3841725E+04  1.6400579E+05  3.0554206E+05  6.1874501E+05  0.0000000E+00
  4.0000000E+03  0.0000000E+00  8.1441214E+02  1.6180315E+03  3.2181035E+03  6.4188993E+03  1.2819301E+04  2.5528593E+04  5.0416196E+04  9.8497326E+04  1.7845088E+05  3.1832109E+05  6.0140476E+05  0.0000000E+00
  4.2500000E+03  0.0000000E+00  7.6474720E+02  1.4883179E+03  2.8903866E+03  5.6270348E+03  1.1036917E+04  2.1819068E+04  4.3534396E+04  8.7464173E+04  1.7369639E+05  3.2342090E+05  5.9030474E+05  0.0000000E+00
  4.5000000E+03  0.0000000E+00  7.3305540E+02  1.4341310E+03  2.7606873E+03  5.2882943E+03  1.0135999E+04  1.9528663E+04  3.7953327E+04  7.4480316E+04  1.4778748E+05  2.9359629E+05  5.5669595E+05  0.0000000E+00
  4.7500000E+03  0.0000000E+00  6.5761138E+02  1.3331737E+03  2.6260169E+03  5.0807027E+03  9.7293749E+03  1.8556716E+04  3.5458373E+04  6.8086216E+04  1.3172886E+05  2.5747040E+05  5.0457331E+05  0.0000000E+00
  5.0000000E+03  0.0000000E+00  5.3051824E+02  1.1323821E+03  2.3261249E+03  4.6510164E+03  9.1146695E+03  1.7631589E+04  3.3847946E+04  6.4674031E+04  1.2368734E+05  2.3730969E+05  4.5920605E+05  0.0000000E+00
  5.2500000E+03  0.0000000E+00  3.9104531E+02  8.7264313E+02  1.8776151E+03  3.9175032E+03  7.9631419E+03  1.5877075E+04  3.1156558E+04  6.0443868E+04  1.1643606E+05  2.2312352E+05  4.2718457E+05  0.0000000E+00
  5.5000000E+03  0.0000000E+00  2.7616475E+02  6.3354737E+02  1.4069821E+03  3.0429364E+03  6.4310504E+03  1.3309598E+04  2.6991215E+04  5.3852748E+04  1.0590751E+05  2.0585192E+05  3.9623256E+05  0.0000000E+00
  5.7500000E+03  0.0000000E+00  1.9265017E+02  4.5065901E+02  1.0188817E+03  2.2514460E+03  4.8891536E+03  1.0440248E+04  2.1926297E+04  4.5218239E+04  9.1531554E+04  1.8207720E+05  3.5561991E+05  0.0000000E+00
