#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  3.5000000E+03  0.0000000E+00  2.5835694E+02  5.1082249E+02  9.8509992E+02  1.8597524E+03  3.4496062E+03  6.3035567E+03  1.1398470E+04  2.0513787E+04  3.6648548E+04  6.5078761E+04  1.1958399E+05  0.0000000E+00
  3.7500000E+03  0.0000000E+00  2.4203190E+02  5.0035850E+02  1.0156513E+03  2.0338539E+03  4.0164779E+03  7.8358059E+03  1.5131954E+04  2.8936735E+04  5.4138521E+04  9.5404186E+04  1.6163392E+05  0.0000000E+00
  4.0000000E+03  0.0000000E+00  1.9196971E+02  4.0377532E+02  8.4362094E+02  1.7459628E+03  3.5877127E+03  7.2981897E+03  1.4692633E+04  2.9201164E+04  5.7183202E+04  1.0850691E+05  1.9468666E+05  0.0000000E+00
  4.2500000E+03  0.0000000E+00  1.6179394E+02  3.2996816E+02  6.7900320E+02  1.4038032E+03  2.9235576E+03  6.1113445E+03  1.2668707E+04  2.5935484E+04  5.2539744E+04  1.0449383E+05  1.9979574E+05  0.0000000E+00
  4.5000000E+03  0.0000000E+00  1.5873758E+02  3.0716562E+02  6.0014700E+02  1.1894893E+03  2.4117548E+03  4.9630108E+03  1.0337460E+04  2.1369246E+04  4.3981266E+04  8.9785624E+04  1.8086066E+05  0.0000000E+00
  4.7500000E+03  0.0000000E+00  1.6778844E+02  3.1804433E+02  5.9958409E+02  1.1382850E+03  2.1999955E+03  4.3327587E+03  8.7481210E+03  1.7830891E+04  3.6366838E+04  7.4413649E+04  1.5211575E+05  0.0000000E+00
  5.0000000E+03  0.0000000E+00  1.7580648E+02  3.3917687E+02  6.4042134E+02  1.2010746E+03  2.2542788E+03  4.2775429E+03  8.2548874E+03  1.6197345E+04  3.2129059E+04  6.4389969E+04  1.3006515E+05  0.0000000E+00
  5.2500000E+03  0.0000000E+00  1.6822829E+02  3.3770567E+02  6.5597172E+02  1.2504210E+03  2.3556060E+03  4.4239658E+03  8.3307613E+03  1.5834885E+04  3.0409094E+04  5.9098072E+04  1.1641949E+05  0.0000000E+00
  5.5000000E+03  0.0000000E+00  1.4631014E+02  3.0858214E+02  6.2505741E+02  1.2314887E+03  2.3757625E+03  4.5238800E+03  8.5242377E+03  1.6039205E+04  3.0229409E+04  5.7328449E+04  1.0990932E+05  0.0000000E+00
  5.7500000E+03  0.0000000E+00  1.1619070E+02  2.5898383E+02  5.4945420E+02  1.1261371E+03  2.2482317E+03  4.4041429E+03  8.4649132E+03  1.6095137E+04  3.0376737E+04  5.7121258E+04  1.0783634E+05  0.0000000E+00
  6.0000000E+03  0.0000000E+00  8.5905316E+01  2.0268924E+02  4.4977611E+02  9.5952819E+02  1.9883871E+03  4.0273319E+03  7.9751634E+03  1.5533303E+04  2.9794531E+04  5.6521483E+04  1.0663558E+05  0.0000000E+00
