#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  3.5000000E+03  0.0000000E+00  4.0073261E+03  7.8455603E+03  1.5190784E+04  2.8905178E+04  5.1903801E+04  9.6338720E+04  1.9500000E+05  4.2801128E+05  9.9404437E+05  2.4425579E+06  5.9251090E+06  0.0000000E+00
  3.7500000E+03  0.0000000E+00  3.7133865E+03  7.5181109E+03  1.4899918E+04  2.9340927E+04  5.6585390E+04  1.0241898E+05  1.9071577E+05  3.7728244E+05  8.0617961E+05  1.8574047E+06  4.3568899E+06  0.0000000E+00
  4.0000000E+03  0.0000000E+00  3.1535150E+03  6.5542194E+03  1.3298777E+04  2.6619660E+04  5.2825203E+04  1.0159949E+05  1.8642585E+05  3.4495862E+05  6.7444176E+05  1.4190000E+06  3.1925329E+06  0.0000000E+00
  4.2500000E+03  0.0000000E+00  2.4226573E+03  5.2779113E+03  1.1081656E+04  2.2672774E+04  4.5511888E+04  8.9568276E+04  1.6980628E+05  3.1636239E+05  5.9676673E+05  1.1692593E+06  2.4229876E+06  0.0000000E+00
  4.5000000E+03  0.0000000E+00  1.6459990E+03  3.7687441E+03  8.3090155E+03  1.7702927E+04  3.6692706E+04  7.4070577E+04  1.4420623E+05  2.7116001E+05  5.0787000E+05  9.6912449E+05  1.8949246E+06  0.0000000E+00
  4.7500000E+03  0.0000000E+00  1.0645246E+03  2.4882013E+03  5.6585884E+03  1.2535180E+04  2.7033764E+04  5.6722698E+04  1.1509293E+05  2.2352198E+05  4.2243301E+05  7.9934781E+05  1.5436656E+06  0.0000000E+00
  5.0000000E+03  0.0000000E+00  6.9584323E+02  1.6301430E+03  3.7373409E+03  8.4116744E+03  1.8595565E+04  4.0302786E+04  8.4962442E+04  1.7286225E+05  3.3713686E+05  6.4431372E+05  1.2378694E+06  0.0000000E+00
  5.2500000E+03  0.0000000E+00  4.6477415E+02  1.0873593E+03  2.4946214E+03  5.6362117E+03  1.2582882E+04  2.7713519E+04  6.0022606E+04  1.2671039E+05  2.5645162E+05  5.0247890E+05  9.7348997E+05  0.0000000E+00
  5.5000000E+03  0.0000000E+00  3.1657654E+02  7.4131131E+02  1.6993068E+03  3.8416768E+03  8.6049035E+03  1.9113040E+04  4.1964957E+04  9.0593508E+04  1.8987299E+05  3.8277856E+05  7.5421387E+05  0.0000000E+00
  5.7500000E+03  0.0000000E+00  2.1823692E+02  5.1409191E+02  1.1803037E+03  2.6720481E+03  5.9997154E+03  1.3386809E+04  2.9652085E+04  6.4887442E+04  1.3906220E+05  2.8904609E+05  5.8067192E+05  0.0000000E+00
  6.0000000E+03  0.0000000E+00  1.5052009E+02  3.5977412E+02  8.3101338E+02  1.8874895E+03  4.2505159E+03  9.5217153E+03  2.1213048E+04  4.6869863E+04  1.0216871E+05  2.1743145E+05  4.4637847E+05  0.0000000E+00
  6.2500000E+03  0.0000000E+00  0.0000000E+00  2.5230411E+02  5.8976997E+02  1.3483679E+03  3.0517809E+03  6.8677940E+03  1.5388301E+04  3.4249269E+04  7.5455870E+04  1.6344454E+05  3.4386143E+05  0.0000000E+00
  6.5000000E+03  0.0000000E+00  0.0000000E+00  1.7605313E+02  4.1906810E+02  9.6922921E+02  2.2106297E+03  5.0077233E+03  1.1283153E+04  2.5310496E+04  5.6284240E+04  1.2363877E+05  2.6522422E+05  0.0000000E+00
  6.7500000E+03  0.0000000E+00  0.0000000E+00  1.1939312E+02  2.9646706E+02  6.9622066E+02  1.6064956E+03  3.6725356E+03  8.3467298E+03  1.8865788E+04  4.2333641E+04  9.4020644E+04  2.0513528E+05  0.0000000E+00
  7.0000000E+03  0.0000000E+00  0.0000000E+00  7.6813242E+01  2.0403752E+02  4.9671694E+02  1.1633221E+03  2.6929360E+03  6.1883919E+03  1.4135677E+04  3.2031892E+04  7.1888568E+04  1.5909287E+05  0.0000000E+00
  7.2500000E+03  0.0000000E+00  0.0000000E+00  4.5535454E+01  1.3438155E+02  3.4520247E+02  8.3446136E+02  1.9634210E+03  4.5758080E+03  1.0586667E+04  2.4288838E+04  5.5172667E+04  1.2376027E+05  0.0000000E+00
  7.5000000E+03  0.0000000E+00  0.0000000E+00  2.3120491E+01  8.3640387E+01  2.3123236E+02  5.8477249E+02  1.4152880E+03  3.3575929E+03  7.8895645E+03  1.8383758E+04  4.2356547E+04  9.6392887E+04  0.0000000E+00
  7.7500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.8260617E+01  1.4885026E+02  3.9776551E+02  1.0003540E+03  2.4350192E+03  5.8321211E+03  1.3819447E+04  3.2393254E+04  7.4948114E+04  0.0000000E+00
  8.0000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.5170371E+01  9.2135110E+01  2.6442661E+02  6.9474015E+02  1.7458876E+03  4.2692420E+03  1.0305233E+04  2.4607005E+04  5.7991171E+04  0.0000000E+00
  8.2500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1901162E+01  5.5187342E+01  1.7251240E+02  4.7654509E+02  1.2401150E+03  3.1158160E+03  7.6489072E+03  1.8559761E+04  4.4560171E+04  0.0000000E+00
  8.5000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.2945131E+01  1.1120006E+02  3.2291967E+02  8.7459964E+02  2.2668711E+03  5.6902075E+03  1.3971474E+04  3.4033447E+04  0.0000000E+00
  8.7500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1454595E+01  7.4298912E+01  2.2155240E+02  6.1705814E+02  1.6459442E+03  4.2418255E+03  1.0594716E+04  2.6005876E+04  0.0000000E+00
  9.0000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6223619E+01  5.3402380E+01  1.5798575E+02  4.4315360E+02  1.2025223E+03  3.1698272E+03  8.1065049E+03  2.0051106E+04  0.0000000E+00
  9.2500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2564457E+01  1.1981766E+02  3.3002001E+02  8.9535591E+02  2.3857973E+03  6.2156620E+03  1.5716594E+04  0.0000000E+00
  9.5000000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.7668050E+01  9.8264781E+01  2.5859254E+02  6.8789108E+02  1.8275764E+03  4.8037171E+03  1.2367800E+04  0.0000000E+00
  9.7500000E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.5979021E+01  8.7400693E+01  2.1532319E+02  5.5022124E+02  1.4361141E+03  3.7650608E+03  9.7928805E+03  0.0000000E+00
