#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  3.5000000E+03  0.0000000E+00  5.3042343E+03  1.0643822E+04  2.1205542E+04  4.0103536E+04  7.3570714E+04  1.4371080E+05  3.0568824E+05  6.9009385E+05  1.6021720E+06  3.7235904E+06  8.5339172E+06  0.0000000E+00
  3.7500000E+03  0.0000000E+00  4.6829323E+03  9.7003791E+03  1.9683307E+04  3.9326530E+04  7.4469120E+04  1.3651655E+05  2.6353240E+05  5.4477653E+05  1.1964517E+06  2.7237169E+06  6.2844566E+06  0.0000000E+00
  4.0000000E+03  0.0000000E+00  3.7523780E+03  8.0271163E+03  1.6652079E+04  3.3874193E+04  6.7363661E+04  1.2754367E+05  2.3632031E+05  4.5159210E+05  9.1689865E+05  1.9771350E+06  4.4640214E+06  0.0000000E+00
  4.2500000E+03  0.0000000E+00  2.6548760E+03  5.9944668E+03  1.2987816E+04  2.7192016E+04  5.5497115E+04  1.0851616E+05  2.0378675E+05  3.8097343E+05  7.3468313E+05  1.4871563E+06  3.1892646E+06  0.0000000E+00
  4.5000000E+03  0.0000000E+00  1.7005823E+03  3.9745292E+03  8.9957369E+03  1.9711664E+04  4.1801254E+04  8.5651971E+04  1.6646084E+05  3.1255615E+05  5.8823763E+05  1.1418381E+06  2.3159076E+06  0.0000000E+00
  4.7500000E+03  0.0000000E+00  1.0783514E+03  2.5368265E+03  5.8325895E+03  1.3123050E+04  2.8817344E+04  6.1570807E+04  1.2651902E+05  2.4650716E+05  4.6700726E+05  8.8927771E+05  1.7403967E+06  0.0000000E+00
  5.0000000E+03  0.0000000E+00  7.0060161E+02  1.6453580E+03  3.7879632E+03  8.5775556E+03  1.9128339E+04  4.1880557E+04  8.9481442E+04  1.8296500E+05  3.5838722E+05  6.8765725E+05  1.3295678E+06  0.0000000E+00
  5.2500000E+03  0.0000000E+00  4.6714837E+02  1.0946250E+03  2.5140618E+03  5.6943231E+03  1.2756234E+04  2.8251385E+04  6.1569170E+04  1.3057808E+05  2.6552142E+05  5.2203616E+05  1.0152258E+06  0.0000000E+00
  5.5000000E+03  0.0000000E+00  3.1796888E+02  7.4478549E+02  1.7077472E+03  3.8666541E+03  8.6763651E+03  1.9318360E+04  4.2562351E+04  9.2152334E+04  1.9391187E+05  3.9168796E+05  7.7356263E+05  0.0000000E+00
  5.7500000E+03  0.0000000E+00  2.1909854E+02  5.1611894E+02  1.1855771E+03  2.6846934E+03  6.0332457E+03  1.3480075E+04  2.9901031E+04  6.5588689E+04  1.4088502E+05  2.9329008E+05  5.9007912E+05  0.0000000E+00
  6.0000000E+03  0.0000000E+00  1.5106213E+02  3.6099401E+02  8.3382906E+02  1.8938581E+03  4.2684947E+03  9.5668811E+03  2.1334495E+04  4.7202905E+04  1.0305743E+05  2.1969992E+05  4.5124192E+05  0.0000000E+00
  6.2500000E+03  0.0000000E+00  0.0000000E+00  2.5299972E+02  5.9150383E+02  1.3526352E+03  3.0617707E+03  6.8940455E+03  1.5450867E+04  3.4417938E+04  7.5915598E+04  1.6466258E+05  3.4657246E+05  0.0000000E+00
  6.5000000E+03  0.0000000E+00  0.0000000E+00  1.7655390E+02  4.2018752E+02  9.7169425E+02  2.2170110E+03  5.0228995E+03  1.1325666E+04  2.5404247E+04  5.6541019E+04  1.2426140E+05  2.6680437E+05  0.0000000E+00
  6.7500000E+03  0.0000000E+00  0.0000000E+00  1.1971702E+02  2.9710638E+02  6.9776154E+02  1.6096887E+03  3.6819110E+03  8.3696699E+03  1.8923339E+04  4.2481650E+04  9.4399947E+04  2.0607283E+05  0.0000000E+00
  7.0000000E+03  0.0000000E+00  0.0000000E+00  7.7004953E+01  2.0446412E+02  4.9769050E+02  1.1658206E+03  2.6990420E+03  6.2026656E+03  1.4167411E+04  3.2121987E+04  7.2117663E+04  1.5971915E+05  0.0000000E+00
  7.2500000E+03  0.0000000E+00  0.0000000E+00  4.5658992E+01  1.3470346E+02  3.4596429E+02  8.3595011E+02  1.9667313E+03  4.5844828E+03  1.0607771E+04  2.4346530E+04  5.5322048E+04  1.2418059E+05  0.0000000E+00
  7.5000000E+03  0.0000000E+00  0.0000000E+00  2.3199998E+01  8.3887757E+01  2.3176943E+02  5.8598969E+02  1.4174912E+03  3.3634780E+03  7.9031069E+03  1.8416719E+04  4.2457961E+04  9.6662466E+04  0.0000000E+00
