Wavelength,Transmission
23397.7,0.000128118
23462.1,0.000114799
23478.1,0.000174971
23494.2,0.000173154
23510.3,0.000166082
23526.4,0.000169628
23542.5,0.000207127
23558.5,0.000256635
23574.6,0.00031763
23590.7,0.000371565
23606.8,0.000437137
23622.9,0.000508943
23639.0,0.000594153
23655.0,0.000705717
23671.1,0.000900811
23687.2,0.00115047
23703.3,0.00141428
23719.4,0.00167111
23735.4,0.00197145
23751.5,0.00244409
23767.6,0.00305923
23783.7,0.00380909
23799.8,0.00459375
23815.8,0.00553951
23831.9,0.0067065
23848.0,0.00819368
23864.1,0.0100051
23880.2,0.0120868
23896.2,0.0144885
23912.3,0.0173698
23928.4,0.0205195
23944.5,0.024221
23960.6,0.028527
23976.7,0.0330983
23992.7,0.0384221
24008.8,0.0443132
24024.9,0.0505817
24041.0,0.0577548
24057.1,0.0656005
24073.1,0.0742774
24089.2,0.0841111
24105.3,0.094393
24121.4,0.105747
24137.5,0.118374
24153.5,0.131118
24169.6,0.145207
24185.7,0.160069
24201.8,0.17419
24217.9,0.189766
24233.9,0.204889
24250.0,0.21898
24266.1,0.234243
24282.2,0.248101
24298.3,0.261478
24314.4,0.276146
24330.4,0.288759
24346.5,0.301643
24362.6,0.315813
24378.7,0.326892
24394.8,0.338647
24410.8,0.350922
24426.9,0.359398
24443.0,0.368336
24459.1,0.376739
24475.2,0.381796
24491.2,0.386985
24507.3,0.391183
24523.4,0.39356
24539.5,0.39597
24555.6,0.397777
24571.6,0.398886
24587.7,0.400006
24603.8,0.400866
24619.9,0.401478
24636.0,0.402091
24652.0,0.402639
24668.1,0.403151
24684.2,0.403699
24700.3,0.404231
24716.4,0.404845
24732.5,0.405564
24748.5,0.406453
24764.6,0.406936
24780.7,0.407404
24796.8,0.407927
24812.9,0.408167
24828.9,0.408297
24845.0,0.408664
24861.1,0.409017
24877.2,0.409411
24893.3,0.409649
24909.3,0.40995
24925.4,0.410213
24941.5,0.410404
24957.6,0.410583
24973.7,0.410754
24989.7,0.410805
24997.8,0.402877
25011.3,0.402888
25024.8,0.402808
25038.3,0.402722
25051.8,0.402613
