#Table Version   5
#[Z/Z_SOLAR]=-4.00 [A/Fe]= 0.0 GN93     | VALID RANGE:   50  50  50  50  52  54  60  67  79  82  82  82  82
#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  2.0000000E+03  1.2567000E+04  2.5775000E+04  5.6399000E+04  1.2207000E+05  2.6403000E+05  5.6375000E+05  1.1918000E+06  2.5052000E+06  5.1989000E+06  1.0637000E+07  2.1487000E+07  4.3070000E+07  8.6067000E+07
  2.2500000E+03  9.6679583E+03  2.2438219E+04  4.9921844E+04  1.1160000E+05  2.4613938E+05  5.3042646E+05  1.1296104E+06  2.3813573E+06  5.0064958E+06  1.0408029E+07  2.1306510E+07  4.3211677E+07  8.6864948E+07
  2.5000000E+03  8.8152000E+03  2.1459000E+04  4.9382000E+04  1.1266000E+05  2.4612000E+05  5.1758000E+05  1.0832000E+06  2.2621000E+06  4.7320000E+06  9.8263000E+06  2.0259000E+07  4.1388000E+07  8.3758000E+07
  2.7500000E+03  9.2591375E+03  2.0529000E+04  4.9218042E+04  1.2051594E+05  2.6936958E+05  5.4965125E+05  1.1064573E+06  2.2203062E+06  4.4870406E+06  9.1728729E+06  1.8804229E+07  3.8177052E+07  7.7136396E+07
  3.0000000E+03  1.0232000E+04  2.1177000E+04  4.5392000E+04  1.0835000E+05  2.7600000E+05  6.1767000E+05  1.2150000E+06  2.3188000E+06  4.4842000E+06  8.7418000E+06  1.7298000E+07  3.4371000E+07  6.8707000E+07
  3.2500000E+03  1.0048000E+04  1.9638104E+04  3.9974000E+04  8.4882156E+04  2.0775469E+05  5.6747417E+05  1.2734894E+06  2.4670000E+06  4.6821667E+06  8.6416000E+06  1.6325542E+07  3.1084656E+07  6.0252354E+07
  3.5000000E+03  8.8054000E+03  1.5048000E+04  3.0974000E+04  6.5298000E+04  1.5052000E+05  3.6576000E+05  9.8138000E+05  2.2943000E+06  4.6359000E+06  8.5745000E+06  1.5770000E+07  2.8703000E+07  5.3919000E+07
  3.7500000E+03  4.1091000E+03  9.4928510E+03  2.1588156E+04  4.6881083E+04  1.0649105E+05  2.4961469E+05  5.8542031E+05  1.4127142E+06  3.5691167E+06  7.6831948E+06  1.4546083E+07  2.6558917E+07  4.8582979E+07
  4.0000000E+03  2.5029000E+03  5.8268000E+03  1.3368000E+04  2.9804000E+04  6.5101000E+04  1.4936000E+05  3.5564000E+05  8.4716000E+05  1.9556000E+06  4.5735000E+06  1.0655000E+07  2.2130000E+07  4.1554000E+07
  4.2500000E+03  1.5112957E+03  3.4733906E+03  7.9180896E+03  1.7847844E+04  3.9368885E+04  8.5164792E+04  1.9032177E+05  4.3727229E+05  1.0354512E+06  2.3561344E+06  5.4779344E+06  1.2571626E+07  2.9027656E+07
  4.5000000E+03  9.3259000E+02  2.1213000E+03  4.8328000E+03  1.0815000E+04  2.3846000E+04  5.2088000E+04  1.1006000E+05  2.3811000E+05  5.2534000E+05  1.1881000E+06  2.6152000E+06  5.7930000E+06  1.3135000E+07
  4.7500000E+03  5.9619781E+02  1.3420782E+03  3.0168438E+03  6.7575250E+03  1.4900306E+04  3.2500510E+04  6.9056948E+04  1.4521833E+05  3.0542135E+05  6.5182135E+05  1.3986274E+06  3.0205740E+06  6.5140125E+06
  5.0000000E+03  3.9483000E+02  8.7851000E+02  1.9549000E+03  4.3510000E+03  9.6414000E+03  2.1011000E+04  4.4824000E+04  9.4673000E+04  1.9545000E+05  4.0691000E+05  8.4693000E+05  1.7764000E+06  3.7529000E+06
  5.2500000E+03  2.6446083E+02  5.9212719E+02  1.3088731E+03  2.8938677E+03  6.3824021E+03  1.4037647E+04  3.0165344E+04  6.3421875E+04  1.3258802E+05  2.7266146E+05  5.6107354E+05  1.1634308E+06  2.4139802E+06
  5.5000000E+03  1.7361434E+02  4.0746000E+02  8.9662000E+02  1.9790000E+03  4.3501000E+03  9.5521000E+03  2.0891000E+04  4.4616000E+04  9.2530000E+04  1.9059000E+05  3.9174000E+05  8.0726000E+05  1.6689000E+06
  5.7500000E+03  1.1775253E+02  2.7314499E+02  6.2696812E+02  1.3795733E+03  3.0278948E+03  6.6868521E+03  1.4622490E+04  3.1666990E+04  6.7452948E+04  1.3863531E+05  2.8224844E+05  5.8295208E+05  1.2013293E+06
  6.0000000E+03  8.3669370E+01  1.8187233E+02  4.4487000E+02  9.7904000E+02  2.1414000E+03  4.7337000E+03  1.0477000E+04  2.2793000E+04  4.8810000E+04  1.0181000E+05  2.1264000E+05  4.3194000E+05  8.8871000E+05
  6.2500000E+03  6.7622900E+01  1.2379986E+02  3.1843667E+02  6.6917995E+02  1.4887297E+03  3.3157981E+03  7.3857693E+03  1.6592917E+04  3.6481115E+04  7.7190198E+04  1.5944625E+05  3.3111458E+05  6.7701760E+05
  6.5000000E+03  5.8597895E+01  8.9571362E+01  2.2582000E+02  4.4736624E+02  1.0186795E+03  2.3015810E+03  5.1646765E+03  1.2162000E+04  2.6969000E+04  5.7973000E+04  1.2550000E+05  2.5598000E+05  5.2300000E+05
  6.7500000E+03  5.3752056E+01  7.2829554E+01  1.4977238E+02  2.9539455E+02  6.8167312E+02  1.5627246E+03  3.5571433E+03  8.9468479E+03  1.9982740E+04  4.4661000E+04  9.5341302E+04  1.9799906E+05  4.2092198E+05
  7.0000000E+03  5.1388306E+01  6.2991205E+01  9.5635490E+01  1.9474022E+02  4.4141904E+02  1.0291350E+03  2.3844863E+03  6.5842000E+03  1.4909000E+04  3.3497000E+04  7.2772000E+04  1.5976000E+05  3.2873000E+05
  7.2500000E+03  5.0484967E+01  5.7504476E+01  6.0233607E+01  1.4217836E+02  3.1197681E+02  7.3309055E+02  1.7272914E+03  4.8053223E+03  1.1052328E+04  2.5256352E+04  5.5676533E+04  1.2334972E+05  2.5876512E+05
  7.5000000E+03  5.0425926E+01  5.4679099E+01  5.6756172E+01  1.0798502E+02  2.2165420E+02  5.1822575E+02  1.2423058E+03  3.4978594E+03  8.1812042E+03  1.9005500E+04  4.2517438E+04  9.5778740E+04  2.0923823E+05
  7.7500000E+03  5.0842997E+01  5.3443979E+01  6.1597730E+01  8.6713560E+01  1.6087107E+02  3.6469985E+02  8.8450630E+02  2.5173410E+03  6.0024387E+03  1.4201569E+04  3.2447234E+04  7.4401246E+04  1.6916473E+05
  8.0000000E+03  5.1517088E+01  5.3133212E+01  5.8213269E+01  7.4007925E+01  1.2175777E+02  2.5862038E+02  6.2434469E+02  1.8017000E+03  4.3852000E+03  1.0563000E+04  2.4568000E+04  5.7403000E+04  1.3218000E+05
  8.2500000E+03  5.2315921E+01  5.3343416E+01  5.6578400E+01  6.6675754E+01  9.7547425E+01  1.8834259E+02  4.4072115E+02  1.2759940E+03  3.1789355E+03  7.8031680E+03  1.8464905E+04  4.4006578E+04  1.0318917E+05
  8.5000000E+03  5.3159492E+01  5.3833690E+01  5.5958151E+01  6.2599158E+01  8.2988703E+01  1.4356922E+02  3.1606473E+02  9.3849187E+02  2.3156583E+03  5.7510625E+03  1.3763837E+04  3.3522594E+04  8.0147750E+04
  8.7500000E+03  5.3999598E+01  5.4460813E+01  5.5914132E+01  6.0459863E+01  7.4419720E+01  1.1590536E+02  2.3468864E+02  6.4576875E+02  1.7396901E+03  4.2015277E+03  1.0233354E+04  2.5407684E+04  6.1878426E+04
  9.0000000E+03  5.4806190E+01  5.5138404E+01  5.6185000E+01  5.9459659E+01  6.9504049E+01  9.9195309E+01  1.8336766E+02  4.5070000E+02  1.2586000E+03  3.2029000E+03  8.0051000E+03  1.9254000E+04  4.7524000E+04
  9.2500000E+03  5.5559850E+01  5.5814194E+01  5.6615448E+01  5.9120818E+01  6.6798093E+01  8.9331190E+01  1.5198088E+02  3.3094894E+02  9.1429648E+02  2.5104184E+03  6.2274763E+03  1.5031815E+04  3.5715908E+04
  9.5000000E+03  5.6247277E+01  5.6455467E+01  5.7111310E+01  5.9161420E+01  6.5434995E+01  8.3721880E+01  1.3344262E+02  2.5986187E+02  6.9477562E+02  1.8756384E+03  4.9511098E+03  1.2082033E+04  2.7018916E+04
  9.7500000E+03  5.6858701E+01  5.7040925E+01  5.7614951E+01  5.9408795E+01  6.4889652E+01  8.0773055E+01  1.2307239E+02  2.1903309E+02  5.6000453E+02  1.4691613E+03  3.8813905E+03  9.8579771E+03  2.0559038E+04
  1.0000000E+04  5.7386342E+01  5.7555851E+01  5.8089735E+01  5.9757642E+01  6.4848016E+01  7.9517482E+01  1.1790898E+02  1.9602748E+02  4.7576378E+02  1.2038091E+03  3.1046924E+03  8.0260497E+03  1.5655621E+04
  1.0250000E+04  5.7823601E+01  5.7989434E+01  5.8511721E+01  6.0142654E+01  6.5110239E+01  7.9362539E+01  1.1612264E+02  1.8403586E+02  4.1927214E+02  1.0132494E+03  2.5515875E+03  6.5294551E+03  1.2398949E+04
  1.0500000E+04  5.8164495E+01  5.8333061E+01  5.8863875E+01  6.0520644E+01  6.5558224E+01  7.9941407E+01  1.1658716E+02  1.8092454E+02  3.8947397E+02  8.9016153E+02  2.1589662E+03  5.4188110E+03  1.0032721E+04
  1.0750000E+04  5.8403178E+01  5.8579288E+01  5.9133794E+01  6.0863010E+01  6.6110996E+01  8.1020674E+01  1.1860229E+02  1.8335742E+02  3.7816064E+02  8.1774748E+02  1.8907982E+03  4.6064290E+03  8.3588559E+03
  1.1000000E+04  5.8534359E+01  5.8721720E+01  5.9311436E+01  6.1149439E+01  6.6715976E+01  8.2450103E+01  1.2172673E+02  1.8926048E+02  3.7891184E+02  7.8217817E+02  1.7184948E+03  4.0226277E+03  7.2149877E+03
  1.1250000E+04  5.8552523E+01  5.8754190E+01  5.9388767E+01  6.1365064E+01  6.7337328E+01  8.4133215E+01  1.2567728E+02  1.9748397E+02  3.8764262E+02  7.7234329E+02  1.6185629E+03  3.6199817E+03  6.4690099E+03
  1.1500000E+04  5.8452197E+01  5.8670771E+01  5.9358352E+01  6.1497877E+01  6.7948748E+01  8.5992722E+01  1.3026114E+02  2.0711964E+02  4.0174634E+02  7.8046427E+02  1.5734216E+03  3.3594141E+03  6.0169140E+03
