#Table Version   5                                                                                                                                                                                                                                              
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0          | VALID RANGE: 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381 381              
#Teff(K)| Pgas@  log g = 5.50   log g = 5.60   log g = 5.70   log g = 5.80   log g = 5.90   log g = 6.00   log g = 6.10   log g = 6.20   log g = 6.30   log g = 6.40   log g = 6.50   log g = 6.60   log g = 6.70   log g = 6.80   log g = 6.90   log g = 7.00   log g = 7.10   log g = 7.20   log g = 7.30   log g = 7.40   log g = 7.50   log g = 7.60   log g = 7.70   log g = 7.80   log g = 7.90   log g = 8.00   log g = 8.10   log g = 8.20   log g = 8.30   log g = 8.40   log g = 8.50   log g = 8.60   log g = 8.70   log g = 8.80   log g = 8.90   log g = 9.00   log g = 9.10   log g = 9.20   log g = 9.30   log g = 9.40   log g = 9.50 
  0.5000000E+04  0.5010105E+07  0.6001354E+07  0.7235628E+07  0.8644388E+07  0.1040957E+08  0.1218194E+08  0.1426887E+08  0.1810789E+08  0.2140216E+08  0.2541416E+08  0.3024636E+08  0.3592656E+08  0.4219238E+08  0.4992335E+08  0.5829124E+08  0.6735713E+08  0.7851391E+08  0.9085518E+08  0.1050367E+09  0.1210115E+09  0.1394211E+09  0.1605698E+09  0.1848742E+09  0.2129556E+09  0.2454577E+09  0.2836417E+09  0.3268966E+09  0.3778778E+09  0.4369216E+09  0.5063650E+09  0.5871268E+09  0.6816503E+09  0.7923014E+09  0.9223630E+09  0.1074797E+10  0.1253358E+10  0.1462420E+10  0.1710024E+10  0.1997612E+10  0.2329320E+10  0.2736324E+10
  0.5100000E+04  0.4174642E+07  0.5183144E+07  0.5939149E+07  0.7095651E+07  0.8475319E+07  0.1013582E+08  0.1209864E+08  0.1467695E+08  0.1711699E+08  0.2079901E+08  0.2477881E+08  0.2990629E+08  0.3516839E+08  0.4176876E+08  0.4915408E+08  0.5783012E+08  0.6753803E+08  0.7884412E+08  0.9142352E+08  0.1055001E+09  0.1218512E+09  0.1404710E+09  0.1617888E+09  0.1862431E+09  0.2143870E+09  0.2467624E+09  0.2842763E+09  0.3276899E+09  0.3780883E+09  0.4365971E+09  0.5049820E+09  0.5845176E+09  0.6775659E+09  0.7865040E+09  0.9139591E+09  0.1063221E+10  0.1238296E+10  0.1443657E+10  0.1684702E+10  0.1966559E+10  0.2302134E+10
  0.5200000E+04  0.3539842E+07  0.4200461E+07  0.4988297E+07  0.5929144E+07  0.7063905E+07  0.8411957E+07  0.1002449E+08  0.1226478E+08  0.1429045E+08  0.1664310E+08  0.2065153E+08  0.2457996E+08  0.2816868E+08  0.3460038E+08  0.4067891E+08  0.4852717E+08  0.5731101E+08  0.6757822E+08  0.7894211E+08  0.9204612E+08  0.1067934E+09  0.1236103E+09  0.1427243E+09  0.1639737E+09  0.1887856E+09  0.2174785E+09  0.2499092E+09  0.2876397E+09  0.3311697E+09  0.3815420E+09  0.4405336E+09  0.5087114E+09  0.5871444E+09  0.6786828E+09  0.7864199E+09  0.9124624E+09  0.1061261E+10  0.1234324E+10  0.1437336E+10  0.1675210E+10  0.1954852E+10
  0.5300000E+04  0.3042597E+07  0.3601721E+07  0.4256100E+07  0.5037896E+07  0.6057183E+07  0.7084816E+07  0.8419674E+07  0.1000937E+08  0.1190209E+08  0.1418380E+08  0.1693641E+08  0.2027459E+08  0.2374509E+08  0.2865806E+08  0.3398036E+08  0.4024311E+08  0.4803028E+08  0.5700214E+08  0.6787446E+08  0.7906219E+08  0.9238409E+08  0.1076926E+09  0.1251744E+09  0.1448628E+09  0.1672477E+09  0.1927798E+09  0.2219162E+09  0.2553724E+09  0.2937270E+09  0.3379344E+09  0.3888240E+09  0.4463640E+09  0.5145290E+09  0.5941726E+09  0.6865835E+09  0.7942107E+09  0.9190558E+09  0.1065927E+10  0.1237914E+10  0.1439469E+10  0.1675914E+10
  0.5400000E+04  0.2642467E+07  0.3123151E+07  0.3676815E+07  0.4338263E+07  0.5126399E+07  0.6055801E+07  0.7164504E+07  0.8164169E+07  0.1005258E+08  0.1195993E+08  0.1418936E+08  0.1686925E+08  0.1963429E+08  0.2401274E+08  0.2856470E+08  0.3412754E+08  0.4051964E+08  0.4763352E+08  0.5721384E+08  0.6767479E+08  0.7935217E+08  0.9347180E+08  0.1089907E+09  0.1268328E+09  0.1475529E+09  0.1703326E+09  0.1966528E+09  0.2266051E+09  0.2614957E+09  0.3004760E+09  0.3455298E+09  0.3965154E+09  0.4561865E+09  0.5250686E+09  0.6050807E+09  0.6981478E+09  0.8062000E+09  0.9324438E+09  0.1079754E+10  0.1252345E+10  0.1454115E+10
  0.5500000E+04  0.2309701E+07  0.2723257E+07  0.3196611E+07  0.3781878E+07  0.4448714E+07  0.5241147E+07  0.6182839E+07  0.7299923E+07  0.8512008E+07  0.1018726E+08  0.1207290E+08  0.1431403E+08  0.1698542E+08  0.2016476E+08  0.2425155E+08  0.2851644E+08  0.3458492E+08  0.4053706E+08  0.4838828E+08  0.5735883E+08  0.6792518E+08  0.8024165E+08  0.9445408E+08  0.1103180E+09  0.1299973E+09  0.1502879E+09  0.1742477E+09  0.2013206E+09  0.2330364E+09  0.2688853E+09  0.3097650E+09  0.3545874E+09  0.4087676E+09  0.4699615E+09  0.5396257E+09  0.6207800E+09  0.7153406E+09  0.8249822E+09  0.9527741E+09  0.1102078E+10  0.1275421E+10
  0.5600000E+04  0.2028240E+07  0.2387663E+07  0.2807562E+07  0.3307783E+07  0.3882711E+07  0.4589623E+07  0.5397545E+07  0.6347319E+07  0.7465368E+07  0.8791566E+07  0.1040996E+08  0.1228016E+08  0.1301004E+08  0.1721377E+08  0.2041501E+08  0.2422317E+08  0.2878017E+08  0.3423620E+08  0.4086544E+08  0.4848370E+08  0.5767090E+08  0.6851815E+08  0.8101755E+08  0.9604317E+08  0.1131422E+09  0.1317737E+09  0.1538518E+09  0.1790507E+09  0.2076606E+09  0.2401911E+09  0.2772287E+09  0.3193705E+09  0.3674531E+09  0.4224845E+09  0.4855940E+09  0.5584041E+09  0.6421551E+09  0.7390302E+09  0.8511393E+09  0.9814213E+09  0.1133070E+10
  0.5700000E+04  0.1788788E+07  0.2105180E+07  0.2476435E+07  0.2911949E+07  0.3421250E+07  0.4020983E+07  0.4723848E+07  0.5558410E+07  0.6528540E+07  0.7680669E+07  0.9052336E+07  0.1067710E+08  0.1257890E+08  0.1485263E+08  0.1753999E+08  0.2076638E+08  0.2466538E+08  0.2927716E+08  0.3478567E+08  0.4130195E+08  0.4919695E+08  0.5840419E+08  0.6934318E+08  0.8218582E+08  0.9716891E+08  0.1145647E+09  0.1346306E+09  0.1576613E+09  0.1839842E+09  0.2139715E+09  0.2480553E+09  0.2868229E+09  0.3309475E+09  0.3811507E+09  0.4384491E+09  0.5040713E+09  0.5794468E+09  0.6659755E+09  0.7657746E+09  0.8811931E+09  0.1014928E+10
  0.5800000E+04  0.1587299E+07  0.1864621E+07  0.2193530E+07  0.2577943E+07  0.3030223E+07  0.3559599E+07  0.4179683E+07  0.4906951E+07  0.5766752E+07  0.6773259E+07  0.7962050E+07  0.9356514E+07  0.1101481E+08  0.1296597E+08  0.1528938E+08  0.1801389E+08  0.2132324E+08  0.2520314E+08  0.2985665E+08  0.3552077E+08  0.4213074E+08  0.5001118E+08  0.5939444E+08  0.7054669E+08  0.8370693E+08  0.9911995E+08  0.1170755E+09  0.1379102E+09  0.1619455E+09  0.1894979E+09  0.2209382E+09  0.2567818E+09  0.2975466E+09  0.3438628E+09  0.3965661E+09  0.4566092E+09  0.5251379E+09  0.6037751E+09  0.6937723E+09  0.7973915E+09  0.9168820E+09
  0.5900000E+04  0.1412803E+07  0.1663137E+07  0.1957226E+07  0.2292807E+07  0.2693581E+07  0.3163181E+07  0.3714933E+07  0.4360232E+07  0.5116454E+07  0.6003376E+07  0.7050639E+07  0.8277860E+07  0.9724512E+07  0.1142275E+08  0.1344170E+08  0.1582231E+08  0.1864737E+08  0.2200664E+08  0.2598529E+08  0.3074070E+08  0.3635339E+08  0.4311050E+08  0.5117288E+08  0.6084525E+08  0.7219175E+08  0.8562855E+08  0.1014929E+09  0.1200761E+09  0.1417015E+09  0.1667664E+09  0.1956100E+09  0.2286663E+09  0.2664082E+09  0.3093870E+09  0.3582295E+09  0.4137855E+09  0.4769940E+09  0.5490908E+09  0.6315113E+09  0.7257661E+09  0.8339562E+09
  0.6000000E+04  0.1258964E+07  0.1483445E+07  0.1742251E+07  0.2048656E+07  0.2407644E+07  0.2827872E+07  0.3313696E+07  0.3888649E+07  0.4561553E+07  0.5353190E+07  0.6278643E+07  0.7363271E+07  0.8639040E+07  0.1014481E+08  0.1191328E+08  0.1399112E+08  0.1645646E+08  0.1936713E+08  0.2282075E+08  0.2691631E+08  0.3180793E+08  0.3759964E+08  0.4452138E+08  0.5272220E+08  0.6256072E+08  0.7424628E+08  0.8807606E+08  0.1043858E+09  0.1236160E+09  0.1460822E+09  0.1722140E+09  0.2024688E+09  0.2372249E+09  0.2770217E+09  0.3224109E+09  0.3740961E+09  0.4328585E+09  0.4997684E+09  0.5759638E+09  0.6627407E+09  0.7619164E+09
  0.6100000E+04  0.1125308E+07  0.1326297E+07  0.1560784E+07  0.1835914E+07  0.2155039E+07  0.2531818E+07  0.2968825E+07  0.3489331E+07  0.4084955E+07  0.4791258E+07  0.5617336E+07  0.6586472E+07  0.7724578E+07  0.9055908E+07  0.1062081E+08  0.1246693E+08  0.1464154E+08  0.1719133E+08  0.2021468E+08  0.2378543E+08  0.2803463E+08  0.3306249E+08  0.3904089E+08  0.4617380E+08  0.5465871E+08  0.6467829E+08  0.7674465E+08  0.9106119E+08  0.1078926E+09  0.1278489E+09  0.1512165E+09  0.1784592E+09  0.2101723E+09  0.2467162E+09  0.2887467E+09  0.3367924E+09  0.3915886E+09  0.4540234E+09  0.5249525E+09  0.6056612E+09  0.6975595E+09
  0.6200000E+04  0.1007833E+07  0.1188015E+07  0.1399649E+07  0.1643283E+07  0.1933368E+07  0.2272416E+07  0.2670310E+07  0.3129873E+07  0.3672795E+07  0.4307133E+07  0.5047394E+07  0.5917295E+07  0.6935359E+07  0.8127734E+07  0.9529187E+07  0.1117227E+08  0.1309722E+08  0.1537057E+08  0.1804746E+08  0.2120233E+08  0.2491952E+08  0.2934081E+08  0.3456828E+08  0.4076466E+08  0.4813635E+08  0.5691999E+08  0.6737491E+08  0.7981015E+08  0.9453080E+08  0.1120997E+09  0.1327142E+09  0.1570983E+09  0.1856525E+09  0.2188967E+09  0.2574364E+09  0.3018423E+09  0.3527702E+09  0.4109238E+09  0.4772373E+09  0.5526522E+09  0.6385078E+09
  0.6300000E+04  0.9047197E+06  0.1066905E+07  0.1258028E+07  0.1478337E+07  0.1740188E+07  0.2044713E+07  0.2403609E+07  0.2822998E+07  0.3309868E+07  0.3882697E+07  0.4550852E+07  0.5337418E+07  0.6249600E+07  0.7326045E+07  0.8583443E+07  0.1006259E+08  0.1178506E+08  0.1381858E+08  0.1619816E+08  0.1900853E+08  0.2232232E+08  0.2622673E+08  0.3082335E+08  0.3629229E+08  0.4277627E+08  0.5041802E+08  0.5957134E+08  0.7043333E+08  0.8337001E+08  0.9874381E+08  0.1169948E+09  0.1384138E+09  0.1638745E+09  0.1937729E+09  0.2286997E+09  0.2693681E+09  0.3163072E+09  0.3703297E+09  0.4322002E+09  0.5028308E+09  0.5833089E+09
  0.6400000E+04  0.8135653E+06  0.9602659E+06  0.1132140E+07  0.1334711E+07  0.1569013E+07  0.1845681E+07  0.2166330E+07  0.2545822E+07  0.2993707E+07  0.3509723E+07  0.4115688E+07  0.4823156E+07  0.5655056E+07  0.6627975E+07  0.7764482E+07  0.9093702E+07  0.1065135E+08  0.1247505E+08  0.1461989E+08  0.1714129E+08  0.2009337E+08  0.2357989E+08  0.2769379E+08  0.3252729E+08  0.3825084E+08  0.4504804E+08  0.5314226E+08  0.6260778E+08  0.7397259E+08  0.8747602E+08  0.1035359E+09  0.1225997E+09  0.1451943E+09  0.1716938E+09  0.2030720E+09  0.2398668E+09  0.2828017E+09  0.3325080E+09  0.3899064E+09  0.4557789E+09  0.5311587E+09
  0.6500000E+04  0.7328380E+06  0.8657206E+06  0.1021658E+07  0.1205347E+07  0.1416861E+07  0.1668626E+07  0.1962631E+07  0.2304326E+07  0.2706896E+07  0.3178684E+07  0.3728702E+07  0.4377496E+07  0.5130543E+07  0.6009851E+07  0.7043769E+07  0.8252645E+07  0.9659685E+07  0.1131660E+08  0.1325398E+08  0.1552013E+08  0.1818787E+08  0.2132400E+08  0.2499918E+08  0.2932784E+08  0.3446135E+08  0.4050419E+08  0.4762198E+08  0.5610229E+08  0.6610171E+08  0.7801738E+08  0.9217175E+08  0.1090145E+09  0.1290372E+09  0.1527522E+09  0.1807943E+09  0.2138761E+09  0.2524820E+09  0.2978642E+09  0.3506687E+09  0.4117329E+09  0.4819719E+09
  0.6600000E+04  0.6608981E+06  0.7817366E+06  0.9238950E+06  0.1090052E+07  0.1285342E+07  0.1513694E+07  0.1779130E+07  0.2093493E+07  0.2456681E+07  0.2886491E+07  0.3388805E+07  0.3974374E+07  0.4662906E+07  0.5471520E+07  0.6404981E+07  0.7505645E+07  0.8791679E+07  0.1029863E+08  0.1205433E+08  0.1411831E+08  0.1653535E+08  0.1936803E+08  0.2269020E+08  0.2660950E+08  0.3120887E+08  0.3661600E+08  0.4300982E+08  0.5056160E+08  0.5948728E+08  0.7010945E+08  0.8263767E+08  0.9754957E+08  0.1152794E+09  0.1363373E+09  0.1613385E+09  0.1909542E+09  0.2258694E+09  0.2669878E+09  0.3148593E+09  0.3709728E+09  0.4360630E+09
  0.6700000E+04  0.5985841E+06  0.7066723E+06  0.8358158E+06  0.9877580E+06  0.1165309E+07  0.1371236E+07  0.1615682E+07  0.1901568E+07  0.2237475E+07  0.2631080E+07  0.3085074E+07  0.3622536E+07  0.4247299E+07  0.4982944E+07  0.5842054E+07  0.6845216E+07  0.8020040E+07  0.9392643E+07  0.1100288E+08  0.1288376E+08  0.1507601E+08  0.1768698E+08  0.2068508E+08  0.2422175E+08  0.2838620E+08  0.3329107E+08  0.3905599E+08  0.4583736E+08  0.5385867E+08  0.6332325E+08  0.7455466E+08  0.8785490E+08  0.1036388E+09  0.1223749E+09  0.1446491E+09  0.1710726E+09  0.2024097E+09  0.2394402E+09  0.2830229E+09  0.3341934E+09  0.3940059E+09
  0.6800000E+04  0.5414295E+06  0.6414856E+06  0.7573045E+06  0.8956750E+06  0.1058476E+07  0.1248707E+07  0.1469272E+07  0.1731311E+07  0.2037494E+07  0.2397444E+07  0.2818973E+07  0.3305569E+07  0.3881647E+07  0.4551352E+07  0.5338384E+07  0.6257962E+07  0.7336259E+07  0.8593571E+07  0.1006507E+08  0.1178536E+08  0.1380009E+08  0.1615361E+08  0.1891208E+08  0.2214724E+08  0.2594181E+08  0.3038032E+08  0.3560974E+08  0.4177927E+08  0.4900388E+08  0.5755106E+08  0.6765035E+08  0.7957473E+08  0.9372544E+08  0.1104985E+09  0.1303988E+09  0.1540106E+09  0.1820756E+09  0.2153022E+09  0.2546571E+09  0.3011106E+09  0.3556502E+09
  0.6900000E+04  0.4903988E+06  0.5814824E+06  0.6871442E+06  0.8133976E+06  0.9619957E+06  0.1136868E+07  0.1341192E+07  0.1578109E+07  0.1859589E+07  0.2189469E+07  0.2575123E+07  0.3027710E+07  0.3552120E+07  0.4169348E+07  0.4888788E+07  0.5734141E+07  0.6723753E+07  0.7879000E+07  0.9228056E+07  0.1081250E+08  0.1265716E+08  0.1481863E+08  0.1735319E+08  0.2031066E+08  0.2391983E+08  0.2784716E+08  0.3262061E+08  0.3822750E+08  0.4479656E+08  0.5257088E+08  0.6167887E+08  0.7247260E+08  0.8523418E+08  0.1003185E+09  0.1182423E+09  0.1395927E+09  0.1645772E+09  0.1944359E+09  0.2298888E+09  0.2718167E+09  0.3213545E+09
  0.7000000E+04  0.4447161E+06  0.5277470E+06  0.6242734E+06  0.7395878E+06  0.8755346E+06  0.1035539E+07  0.1223783E+07  0.1444952E+07  0.1698940E+07  0.2001994E+07  0.2357263E+07  0.2772439E+07  0.3256034E+07  0.3824592E+07  0.4491338E+07  0.5264159E+07  0.6175229E+07  0.7239865E+07  0.8482940E+07  0.9939000E+07  0.1163929E+08  0.1362782E+08  0.1595135E+08  0.1868239E+08  0.2186947E+08  0.2559676E+08  0.2995865E+08  0.3510179E+08  0.4125112E+08  0.4820652E+08  0.5650609E+08  0.6634016E+08  0.7786329E+08  0.9154454E+08  0.1077109E+09  0.1268417E+09  0.1495122E+09  0.1766679E+09  0.2083659E+09  0.2462144E+09  0.2911058E+09
  0.7100000E+04  0.4027847E+06  0.4783886E+06  0.5677516E+06  0.6732801E+06  0.7977360E+06  0.9444656E+06  0.1117160E+07  0.1320346E+07  0.1555373E+07  0.1833172E+07  0.2160299E+07  0.2543776E+07  0.2989092E+07  0.3513856E+07  0.4129333E+07  0.4847334E+07  0.5681802E+07  0.6665121E+07  0.7812153E+07  0.9155658E+07  0.1072868E+08  0.1256652E+08  0.1470873E+08  0.1721910E+08  0.2015704E+08  0.2360111E+08  0.2762734E+08  0.3253964E+08  0.3787625E+08  0.4434515E+08  0.5198272E+08  0.6095479E+08  0.7147991E+08  0.8395455E+08  0.9858761E+08  0.1159697E+09  0.1365178E+09  0.1608678E+09  0.1897038E+09  0.2239968E+09  0.2645962E+09
  0.7200000E+04  0.3659820E+06  0.4350730E+06  0.5168392E+06  0.6134969E+06  0.7276487E+06  0.8622779E+06  0.1021008E+07  0.1207828E+07  0.1427651E+07  0.1680718E+07  0.1982396E+07  0.2336325E+07  0.2751221E+07  0.3233018E+07  0.3800722E+07  0.4463459E+07  0.5243598E+07  0.6148749E+07  0.7210802E+07  0.8455454E+07  0.9906897E+07  0.1160665E+08  0.1359424E+08  0.1592025E+08  0.1862749E+08  0.2181009E+08  0.2552325E+08  0.2988728E+08  0.3498859E+08  0.4095771E+08  0.4795861E+08  0.5620577E+08  0.6589071E+08  0.7724603E+08  0.9068215E+08  0.1065493E+09  0.1251951E+09  0.1473506E+09  0.1735755E+09  0.2046364E+09  0.2414706E+09
  0.7300000E+04  0.3327778E+06  0.3960056E+06  0.4708778E+06  0.5594976E+06  0.6642765E+06  0.7879979E+06  0.9340225E+06  0.1106109E+07  0.1308755E+07  0.1546985E+07  0.1821289E+07  0.2148463E+07  0.2532190E+07  0.2978098E+07  0.3504550E+07  0.4118567E+07  0.4838904E+07  0.5683311E+07  0.6666685E+07  0.7821515E+07  0.9168299E+07  0.1074216E+08  0.1258496E+08  0.1474336E+08  0.1726419E+08  0.2021252E+08  0.2365134E+08  0.2767980E+08  0.3239862E+08  0.3793799E+08  0.4470611E+08  0.5201797E+08  0.6091725E+08  0.7141604E+08  0.8376142E+08  0.9822979E+08  0.1153772E+09  0.1356349E+09  0.1594890E+09  0.1878505E+09  0.2213838E+09
  0.7400000E+04  0.3027739E+06  0.3606676E+06  0.4293132E+06  0.5106230E+06  0.6068799E+06  0.7207042E+06  0.8551156E+06  0.1013770E+07  0.1200745E+07  0.1420923E+07  0.1675981E+07  0.1977750E+07  0.2333280E+07  0.2750272E+07  0.3234839E+07  0.3807004E+07  0.4474280E+07  0.5258566E+07  0.6174878E+07  0.7243604E+07  0.8495651E+07  0.9961442E+07  0.1167363E+08  0.1367938E+08  0.1602160E+08  0.1876151E+08  0.2196698E+08  0.2571590E+08  0.3008726E+08  0.3521672E+08  0.4122212E+08  0.4826980E+08  0.5651202E+08  0.6622390E+08  0.7760349E+08  0.9099800E+08  0.1066972E+09  0.1252911E+09  0.1472975E+09  0.1731811E+09  0.2038333E+09
  0.7500000E+04  0.2756137E+06  0.3286616E+06  0.3916265E+06  0.4662952E+06  0.5547916E+06  0.6595604E+06  0.7834366E+06  0.9298263E+06  0.1102521E+07  0.1306171E+07  0.1545888E+07  0.1822210E+07  0.2152006E+07  0.2539130E+07  0.2989246E+07  0.3520896E+07  0.4141805E+07  0.4871411E+07  0.5725498E+07  0.6720102E+07  0.7886977E+07  0.9250749E+07  0.1084920E+08  0.1271632E+08  0.1489697E+08  0.1744823E+08  0.2043372E+08  0.2392628E+08  0.2800829E+08  0.3277142E+08  0.3835872E+08  0.4490073E+08  0.5258107E+08  0.6157576E+08  0.7214027E+08  0.8448681E+08  0.9905711E+08  0.1162469E+09  0.1363824E+09  0.1602494E+09  0.1884826E+09
  0.7600000E+04  0.2510020E+06  0.2996317E+06  0.3574227E+06  0.4260409E+06  0.5074404E+06  0.6039362E+06  0.7181979E+06  0.8533106E+06  0.1012997E+07  0.1201438E+07  0.1423616E+07  0.1681187E+07  0.1986399E+07  0.2346209E+07  0.2768592E+07  0.3260170E+07  0.3840693E+07  0.4517514E+07  0.5313634E+07  0.6245647E+07  0.7331151E+07  0.8607243E+07  0.1009753E+08  0.1183826E+08  0.1387268E+08  0.1625637E+08  0.1904040E+08  0.2230073E+08  0.2611060E+08  0.3056849E+08  0.3578250E+08  0.4186805E+08  0.4900769E+08  0.5737429E+08  0.6720215E+08  0.7871710E+08  0.9229394E+08  0.1081286E+09  0.1268210E+09  0.1488219E+09  0.1748339E+09
  0.7700000E+04  0.2286763E+06  0.2732780E+06  0.3263401E+06  0.3894227E+06  0.4643572E+06  0.5532631E+06  0.6586884E+06  0.7835171E+06  0.9312363E+06  0.1105725E+07  0.1311742E+07  0.1554551E+07  0.1834780E+07  0.2169514E+07  0.2562826E+07  0.3020593E+07  0.3562009E+07  0.4196614E+07  0.4936607E+07  0.5807070E+07  0.6823380E+07  0.8013059E+07  0.9408469E+07  0.1103428E+08  0.1294169E+08  0.1517318E+08  0.1777519E+08  0.2082283E+08  0.2438388E+08  0.2855456E+08  0.3342983E+08  0.3913456E+08  0.4580930E+08  0.5365900E+08  0.6278525E+08  0.7357544E+08  0.8625952E+08  0.1010905E+09  0.1184081E+09  0.1389000E+09  0.1630729E+09
  0.7800000E+04  0.2083827E+06  0.2492861E+06  0.2980110E+06  0.3559998E+06  0.4249684E+06  0.5070502E+06  0.6043661E+06  0.7197692E+06  0.8564257E+06  0.1018164E+07  0.1209270E+07  0.1434891E+07  0.1699477E+07  0.2007362E+07  0.2373933E+07  0.2804723E+07  0.3306211E+07  0.3898981E+07  0.4594079E+07  0.5404616E+07  0.6358079E+07  0.7471450E+07  0.8774781E+07  0.1030347E+08  0.1208485E+08  0.1417139E+08  0.1661953E+08  0.1948315E+08  0.2282315E+08  0.2673767E+08  0.3130806E+08  0.3665529E+08  0.4291811E+08  0.5024445E+08  0.5880690E+08  0.6885234E+08  0.8071120E+08  0.9446906E+08  0.1107244E+09  0.1297867E+09  0.1522492E+09
  0.7900000E+04  0.1894844E+06  0.2275248E+06  0.2722909E+06  0.3256451E+06  0.3892007E+06  0.4647196E+06  0.5545272E+06  0.6611611E+06  0.7879626E+06  0.9378024E+06  0.1115267E+07  0.1324987E+07  0.1571345E+07  0.1858301E+07  0.2200195E+07  0.2602341E+07  0.3074953E+07  0.3625155E+07  0.4275528E+07  0.5034417E+07  0.5927632E+07  0.6974011E+07  0.8195902E+07  0.9630421E+07  0.1130944E+08  0.1326627E+08  0.1555713E+08  0.1823850E+08  0.2138180E+08  0.2505445E+08  0.2939820E+08  0.3443728E+08  0.4033037E+08  0.4729790E+08  0.5539521E+08  0.6478080E+08  0.7584860E+08  0.8885798E+08  0.1041307E+09  0.1220833E+09  0.1431853E+09
  0.8000000E+04  0.1728140E+06  0.2071739E+06  0.2488810E+06  0.2979824E+06  0.3565206E+06  0.4262113E+06  0.5091627E+06  0.6078035E+06  0.7249248E+06  0.8636353E+06  0.1028941E+07  0.1223367E+07  0.1453461E+07  0.1724992E+07  0.2040142E+07  0.2415857E+07  0.2857840E+07  0.3372259E+07  0.3982945E+07  0.4698005E+07  0.5532535E+07  0.6514907E+07  0.7665577E+07  0.9006608E+07  0.1058365E+08  0.1243935E+08  0.1459780E+08  0.1712457E+08  0.2008154E+08  0.2354179E+08  0.2759069E+08  0.3232715E+08  0.3786896E+08  0.4435395E+08  0.5202878E+08  0.6094362E+08  0.7140124E+08  0.8368471E+08  0.9798402E+08  0.1148501E+09  0.1346785E+09
  0.8100000E+04  0.1573783E+06  0.1889636E+06  0.2267335E+06  0.2718489E+06  0.3257313E+06  0.3899679E+06  0.4664877E+06  0.5574737E+06  0.6653750E+06  0.7933602E+06  0.9453788E+06  0.1125421E+07  0.1338271E+07  0.1589694E+07  0.1886536E+07  0.2238274E+07  0.2650318E+07  0.3134353E+07  0.3703375E+07  0.4368427E+07  0.5157599E+07  0.6081111E+07  0.7160639E+07  0.8428847E+07  0.9912363E+07  0.1165085E+08  0.1368353E+08  0.1606356E+08  0.1885056E+08  0.2213902E+08  0.2595824E+08  0.3043558E+08  0.3566221E+08  0.4177912E+08  0.4894337E+08  0.5733889E+08  0.6716734E+08  0.7869206E+08  0.9256900E+08  0.1084823E+09  0.1272488E+09
  0.8200000E+04  0.1436347E+06  0.1726412E+06  0.2073605E+06  0.2488945E+06  0.2985347E+06  0.3578162E+06  0.4285267E+06  0.5127096E+06  0.6127577E+06  0.7315345E+06  0.8727941E+06  0.1040260E+07  0.1238638E+07  0.1473203E+07  0.1750856E+07  0.2079697E+07  0.2465575E+07  0.2919395E+07  0.3452893E+07  0.4081783E+07  0.4819159E+07  0.5682508E+07  0.6697408E+07  0.7891842E+07  0.9296661E+07  0.1093661E+08  0.1285613E+08  0.1510571E+08  0.1773626E+08  0.2081543E+08  0.2442053E+08  0.2867043E+08  0.3361235E+08  0.3939594E+08  0.4616864E+08  0.5409236E+08  0.6338302E+08  0.7427654E+08  0.8714298E+08  0.1021612E+09  0.1198481E+09
  0.8300000E+04  0.1312061E+06  0.1578486E+06  0.1897265E+06  0.2279559E+06  0.2737415E+06  0.3284681E+06  0.3938298E+06  0.4716761E+06  0.5643459E+06  0.6748077E+06  0.8061172E+06  0.9620351E+06  0.1146918E+07  0.1365870E+07  0.1626026E+07  0.1931944E+07  0.2293232E+07  0.2718964E+07  0.3219735E+07  0.3808395E+07  0.4506363E+07  0.5319673E+07  0.6280295E+07  0.7399297E+07  0.8722613E+07  0.1026325E+08  0.1208742E+08  0.1420776E+08  0.1669703E+08  0.1960755E+08  0.2301674E+08  0.2700889E+08  0.3168101E+08  0.3714698E+08  0.4354464E+08  0.5103751E+08  0.5980708E+08  0.7018153E+08  0.8230610E+08  0.9647870E+08  0.1132278E+09
  0.8400000E+04  0.1199232E+06  0.1443948E+06  0.1737690E+06  0.2089146E+06  0.2511181E+06  0.3016377E+06  0.3620513E+06  0.4341032E+06  0.5200547E+06  0.6225787E+06  0.7446147E+06  0.8897146E+06  0.1061989E+07  0.1266542E+07  0.1508422E+07  0.1795692E+07  0.2134013E+07  0.2532323E+07  0.3003393E+07  0.3558271E+07  0.4210134E+07  0.4978213E+07  0.5883861E+07  0.6942746E+07  0.8186441E+07  0.9645004E+07  0.1135456E+08  0.1336608E+08  0.1571642E+08  0.1846639E+08  0.2169319E+08  0.2549035E+08  0.2991575E+08  0.3509597E+08  0.4115764E+08  0.4825897E+08  0.5657645E+08  0.6632309E+08  0.7777431E+08  0.9116903E+08  0.1072904E+09
