#Table Version   5 
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0          | VALID RANGE:  176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 176 
#Teff(K)| Pgas@  log g = 6.00   log g = 6.20   log g = 6.40   log g = 6.60   log g = 6.80   log g = 7.00   log g = 7.20   log g = 7.40   log g = 7.60   log g = 7.80   log g = 8.00   log g = 8.20   log g = 8.40   log g = 8.60   log g = 8.80   log g = 9.00   log g = 9.20   log g = 9.40 
  1.6200000E+04  2.1062800E+04  2.1003500E+04  2.0987400E+04  2.1003600E+04  2.1045200E+04  2.1108100E+04  2.1191600E+04  2.1291100E+04  2.1405000E+04  2.1532700E+04  2.1670100E+04  2.1817800E+04  2.1972100E+04  2.2132400E+04  2.2293400E+04  2.2455100E+04  2.2607900E+04  2.2750700E+04
  1.6400000E+04  2.1411400E+04  2.1320600E+04  2.1282600E+04  2.1281300E+04  2.1309900E+04  2.1363200E+04  2.1437700E+04  2.1529500E+04  2.1640000E+04  2.1762800E+04  2.1898500E+04  2.2044800E+04  2.2199800E+04  2.2361100E+04  2.2528300E+04  2.2695100E+04  2.2853900E+04  2.3004700E+04
  1.6600000E+04  2.1787800E+04  2.1655500E+04  2.1589400E+04  2.1567000E+04  2.1580200E+04  2.1623100E+04  2.1687100E+04  2.1771600E+04  2.1875100E+04  2.1994100E+04  2.2125800E+04  2.2270500E+04  2.2425700E+04  2.2590700E+04  2.2760200E+04  2.2933000E+04  2.3097800E+04  2.3255600E+04
  1.6800000E+04  2.2193400E+04  2.2009800E+04  2.1908900E+04  2.1862900E+04  2.1859300E+04  2.1886800E+04  2.1940200E+04  2.2015900E+04  2.2112100E+04  2.2224800E+04  2.2352800E+04  2.2496500E+04  2.2653400E+04  2.2819000E+04  2.2992900E+04  2.3167900E+04  2.3339800E+04  2.3503600E+04
  1.7000000E+04  2.2652300E+04  2.2386900E+04  2.2243500E+04  2.2169800E+04  2.2145100E+04  2.2156500E+04  2.2197500E+04  2.2263400E+04  2.2349800E+04  2.2457500E+04  2.2583500E+04  2.2723800E+04  2.2880700E+04  2.3048200E+04  2.3223100E+04  2.3402300E+04  2.3578800E+04  2.3747600E+04
  1.7200000E+04  2.3229800E+04  2.2820800E+04  2.2605200E+04  2.2493100E+04  2.2440200E+04  2.2433100E+04  2.2462000E+04  2.2516800E+04  2.2594800E+04  2.2695500E+04  2.2817500E+04  2.2955400E+04  2.3109300E+04  2.3276800E+04  2.3453400E+04  2.3633600E+04  2.3815400E+04  2.3988500E+04
  1.7400000E+04  2.4010800E+04  2.3347200E+04  2.3019600E+04  2.2848100E+04  2.2757900E+04  2.2726000E+04  2.2737100E+04  2.2778800E+04  2.2847500E+04  2.2941800E+04  2.3056100E+04  2.3190000E+04  2.3340300E+04  2.3505800E+04  2.3682000E+04  2.3864300E+04  2.4049300E+04  2.4226800E+04
  1.7600000E+04  2.5132500E+04  2.4001700E+04  2.3503400E+04  2.3244800E+04  2.3104200E+04  2.3041400E+04  2.3027500E+04  2.3053200E+04  2.3110500E+04  2.3194500E+04  2.3300400E+04  2.3427600E+04  2.3573500E+04  2.3735400E+04  2.3910000E+04  2.4093500E+04  2.4279300E+04  2.4462600E+04
  1.7800000E+04  3.0897500E+04  2.4847500E+04  2.4078900E+04  2.3690500E+04  2.3487000E+04  2.3379500E+04  2.3336100E+04  2.3341200E+04  2.3383500E+04  2.3453400E+04  2.3550400E+04  2.3670300E+04  2.3808500E+04  2.3966700E+04  2.4138000E+04  2.4321100E+04  2.4507900E+04  2.4695400E+04
  1.8000000E+04  3.6657100E+04  2.6405300E+04  2.4767500E+04  2.4198800E+04  2.3905500E+04  2.3742500E+04  2.3663100E+04  2.3644800E+04  2.3666400E+04  2.3722100E+04  2.3806700E+04  2.3917200E+04  2.4047500E+04  2.4199100E+04  2.4367200E+04  2.4547500E+04  2.4735100E+04  2.4924400E+04
  1.8200000E+04  3.8479000E+04  3.4694000E+04  2.5730400E+04  2.4787600E+04  2.4369500E+04  2.4134000E+04  2.4013400E+04  2.3962400E+04  2.3960700E+04  2.3998700E+04  2.4070600E+04  2.4168200E+04  2.4289800E+04  2.4434700E+04  2.4597600E+04  2.4775000E+04  2.4961500E+04  2.5152600E+04
  1.8400000E+04  3.9594800E+04  3.8132900E+04  2.8190400E+04  2.5546400E+04  2.4886300E+04  2.4561300E+04  2.4384100E+04  2.4294100E+04  2.4267000E+04  2.4284700E+04  2.4339600E+04  2.4425200E+04  2.4536100E+04  2.4672700E+04  2.4828600E+04  2.5001700E+04  2.5188500E+04  2.5384100E+04
  1.8600000E+04  4.0390600E+04  3.9713400E+04  3.6931600E+04  2.6877700E+04  2.5519500E+04  2.5028800E+04  2.4780900E+04  2.4645100E+04  2.4585000E+04  2.4580700E+04  2.4617200E+04  2.4688800E+04  2.4788800E+04  2.4913700E+04  2.5062400E+04  2.5233000E+04  2.5420200E+04  2.5616400E+04
  1.8800000E+04  4.1012500E+04  4.0679400E+04  3.9541100E+04  3.1096200E+04  2.6488200E+04  2.5598000E+04  2.5214800E+04  2.5015300E+04  2.4918400E+04  2.4886700E+04  2.4901900E+04  2.4957200E+04  2.5044000E+04  2.5160900E+04  2.5304100E+04  2.5470300E+04  2.5655300E+04  2.5852800E+04
  1.9000000E+04  4.1545700E+04  4.1393600E+04  4.0906900E+04  3.8496800E+04  2.8202000E+04  2.6400900E+04  2.5748900E+04  2.5432100E+04  2.5278700E+04  2.5209200E+04  2.5199500E+04  2.5238100E+04  2.5313900E+04  2.5418000E+04  2.5553400E+04  2.5716400E+04  2.5896500E+04  2.6092700E+04
  1.9200000E+04  4.2033800E+04  4.1976400E+04  4.1773800E+04  4.0831300E+04  3.3039700E+04  2.7586100E+04  2.6441900E+04  2.5934500E+04  2.5689300E+04  2.5563700E+04  2.5521300E+04  2.5536600E+04  2.5596300E+04  2.5689200E+04  2.5814600E+04  2.5967600E+04  2.6145700E+04  2.6337200E+04
  1.9400000E+04  4.2501700E+04  4.2484600E+04  4.2410900E+04  4.2026200E+04  4.0108800E+04  2.9582500E+04  2.7377000E+04  2.6556600E+04  2.6171100E+04  2.5965900E+04  2.5876400E+04  2.5860800E+04  2.5895000E+04  2.5973200E+04  2.6087900E+04  2.6231300E+04  2.6398800E+04  2.6587500E+04
  1.9600000E+04  4.2937200E+04  4.2937400E+04  4.2930600E+04  4.2777000E+04  4.2051500E+04  3.4827000E+04  2.8700200E+04  2.7346400E+04  2.6740900E+04  2.6423900E+04  2.6271700E+04  2.6212900E+04  2.6218500E+04  2.6273100E+04  2.6369400E+04  2.6502200E+04  2.6661600E+04  2.6841000E+04
  1.9800000E+04  4.3354900E+04  4.3361600E+04  4.3390500E+04  4.3341100E+04  4.3039800E+04  4.1335100E+04  3.0806100E+04  2.8358200E+04  2.7418300E+04  2.6949000E+04  2.6709200E+04  2.6593000E+04  2.6561100E+04  2.6591700E+04  2.6667200E+04  2.6782100E+04  2.6931000E+04  2.7101900E+04
  2.0000000E+04  4.3750500E+04  4.3759700E+04  4.3811500E+04  4.3820800E+04  4.3690000E+04  4.3079200E+04  3.6002800E+04  2.9734200E+04  2.8242700E+04  2.7553400E+04  2.7192700E+04  2.7004200E+04  2.6926400E+04  2.6924100E+04  2.6976000E+04  2.7073000E+04  2.7207300E+04  2.7367800E+04
  2.0200000E+04  4.4132500E+04  4.4137500E+04  4.4204800E+04  4.4246300E+04  4.4208800E+04  4.3944500E+04  4.2316500E+04  3.1763800E+04  2.9269100E+04  2.8253800E+04  2.7734100E+04  2.7453800E+04  2.7317200E+04  2.7274800E+04  2.7297900E+04  2.7374900E+04  2.7492300E+04  2.7640700E+04
  2.0400000E+04  4.4520500E+04  4.4500900E+04  4.4574600E+04  4.4630500E+04  4.4641800E+04  4.4532900E+04  4.3961800E+04  3.6642000E+04  3.0581000E+04  2.9078800E+04  2.8345000E+04  2.7944400E+04  2.7738400E+04  2.7646600E+04  2.7634700E+04  2.7687700E+04  2.7785700E+04  2.7919600E+04
  2.0600000E+04  4.4899100E+04  4.4850300E+04  4.4927400E+04  4.4992800E+04  4.5031100E+04  4.4998500E+04  4.4749700E+04  4.2995700E+04  3.2476300E+04  3.0065700E+04  2.9032800E+04  2.8484000E+04  2.8187600E+04  2.8037900E+04  2.7987100E+04  2.8011100E+04  2.8088100E+04  2.8204500E+04
  2.0800000E+04  4.5271400E+04  4.5188900E+04  4.5262300E+04  4.5333100E+04  4.5387800E+04  4.5398600E+04  4.5286600E+04  4.4705200E+04  3.6708500E+04  3.1263400E+04  2.9817500E+04  2.9077600E+04  2.8670800E+04  2.8452700E+04  2.8356500E+04  2.8348000E+04  2.8399000E+04  2.8498000E+04
  2.1000000E+04  4.5617600E+04  4.5514100E+04  4.5584500E+04  4.5655400E+04  4.5722600E+04  4.5759400E+04  4.5720600E+04  4.5475600E+04  4.3214900E+04  3.3013400E+04  3.0722100E+04  2.9734200E+04  2.9192500E+04  2.8890500E+04  2.8742300E+04  2.8694400E+04  2.8719900E+04  2.8798900E+04
  2.1200000E+04  4.5968600E+04  4.5829000E+04  4.5895600E+04  4.5970100E+04  4.6041600E+04  4.6096500E+04  4.6099100E+04  4.5999100E+04  4.5229400E+04  3.6610200E+04  3.1797500E+04  3.0464100E+04  2.9756100E+04  2.9355800E+04  2.9146100E+04  2.9055300E+04  2.9050300E+04  2.9106800E+04
  2.1400000E+04  4.6303800E+04  4.6142100E+04  4.6201900E+04  4.6272900E+04  4.6349200E+04  4.6415300E+04  4.6448700E+04  4.6418800E+04  4.6101000E+04  4.2648300E+04  3.3419800E+04  3.1281100E+04  3.0364800E+04  2.9849600E+04  2.9568000E+04  2.9428200E+04  2.9389300E+04  2.9421300E+04
  2.1600000E+04  4.6664700E+04  4.6453400E+04  4.6500400E+04  4.6567300E+04  4.6644000E+04  4.6716300E+04  4.6768000E+04  4.6783000E+04  4.6648500E+04  4.5477500E+04  3.6280100E+04  3.2279400E+04  3.1024000E+04  3.0375000E+04  3.0009300E+04  2.9814100E+04  2.9739200E+04  2.9743200E+04
  2.1800000E+04  4.7006700E+04  4.6755100E+04  4.6791000E+04  4.6853400E+04  4.6927600E+04  4.7005300E+04  4.7069400E+04  4.7112600E+04  4.7069600E+04  4.6611700E+04  4.1444200E+04  3.3725600E+04  3.1757800E+04  3.0933800E+04  3.0470700E+04  3.0214500E+04  3.0098100E+04  3.0073100E+04
  2.2000000E+04  4.7328300E+04  4.7050100E+04  4.7073300E+04  4.7130600E+04  4.7203000E+04  4.7282900E+04  4.7354600E+04  4.7417700E+04  4.7427300E+04  4.7242800E+04  4.5125300E+04  3.5980900E+04  3.2701100E+04  3.1535000E+04  3.0953400E+04  3.0628900E+04  3.0466000E+04  3.0409100E+04
  2.2200000E+04  4.7649700E+04  4.7347600E+04  4.7347500E+04  4.7397700E+04  4.7468500E+04  4.7549700E+04  4.7629900E+04  4.7709100E+04  4.7756100E+04  4.7706000E+04  4.6853800E+04  3.9650100E+04  3.3987400E+04  3.2233500E+04  3.1463900E+04  3.1057600E+04  3.0844500E+04  3.0751000E+04
  2.2400000E+04  4.7961200E+04  4.7619100E+04  4.7616100E+04  4.7659400E+04  4.7729300E+04  4.7812900E+04  4.7899100E+04  4.7991200E+04  4.8064700E+04  4.8080700E+04  4.7749700E+04  4.3745400E+04  3.5765400E+04  3.3103700E+04  3.2034500E+04  3.1507400E+04  3.1231400E+04  3.1101000E+04
  2.2600000E+04  4.8275800E+04  4.7899600E+04  4.7883600E+04  4.7921400E+04  4.7987200E+04  4.8067700E+04  4.8160700E+04  4.8260900E+04  4.8353400E+04  4.8420100E+04  4.8301000E+04  4.6430700E+04  3.8372700E+04  3.4225300E+04  3.2706400E+04  3.1998900E+04  3.1635300E+04  3.1455500E+04
  2.2800000E+04  4.8610000E+04  4.8170400E+04  4.8146200E+04  4.8175600E+04  4.8236400E+04  4.8317100E+04  4.8412400E+04  4.8519800E+04  4.8629700E+04  4.8725900E+04  4.8734800E+04  4.7970300E+04  4.1774100E+04  3.5676600E+04  3.3520200E+04  3.2556600E+04  3.2077800E+04  3.1835900E+04
  2.3000000E+04  4.8904000E+04  4.8439700E+04  4.8400600E+04  4.8421900E+04  4.8480000E+04  4.8556700E+04  4.8656000E+04  4.8773500E+04  4.8899900E+04  4.9027300E+04  4.9103100E+04  4.8794000E+04  4.4970900E+04  3.7570500E+04  3.4506600E+04  3.3204100E+04  3.2564800E+04  3.2237400E+04
  2.3200000E+04  4.9212500E+04  4.8701400E+04  4.8658600E+04  4.8663000E+04  4.8717100E+04  4.8795100E+04  4.8900200E+04  4.9022000E+04  4.9161700E+04  4.9304800E+04  4.9442800E+04  4.9370400E+04  4.7442000E+04  4.0091900E+04  3.5693600E+04  3.3952000E+04  3.3113100E+04  3.2686500E+04
  2.3400000E+04  4.9498200E+04  4.8960800E+04  4.8901600E+04  4.8911000E+04  4.8955600E+04  4.9029300E+04  4.9136600E+04  4.9262200E+04  4.9414200E+04  4.9581000E+04  4.9751200E+04  4.9812600E+04  4.8930900E+04  4.2936700E+04  3.7147000E+04  3.4820200E+04  3.3724500E+04  3.3174800E+04
  2.3600000E+04  4.9810000E+04  4.9239700E+04  4.9141900E+04  4.9138000E+04  4.9187300E+04  4.9256600E+04  4.9367000E+04  4.9495800E+04  4.9659200E+04  4.9838400E+04  5.0050200E+04  5.0195300E+04  4.9865700E+04  4.5658000E+04  3.8983500E+04  3.5830400E+04  3.4418500E+04  3.3703200E+04
  2.3800000E+04  5.0115100E+04  4.9483300E+04  4.9379300E+04  4.9367700E+04  4.9420400E+04  4.9477400E+04  4.9589300E+04  4.9722500E+04  4.9901500E+04  5.0104900E+04  5.0336600E+04  5.0528100E+04  5.0453600E+04  4.7999400E+04  4.1189600E+04  3.7010200E+04  3.5187900E+04  3.4287200E+04
  2.4000000E+04  5.0575200E+04  4.9748300E+04  4.9612200E+04  4.9590800E+04  4.9629400E+04  4.9702700E+04  4.9808300E+04  4.9951000E+04  5.0147600E+04  5.0371100E+04  5.0622100E+04  5.0848600E+04  5.0921100E+04  4.9767000E+04  4.3560300E+04  3.8408500E+04  3.6052400E+04  3.4921200E+04
  2.4200000E+04  5.1021400E+04  4.9981700E+04  4.9857100E+04  4.9830100E+04  4.9858300E+04  4.9909300E+04  5.0027000E+04  5.0190200E+04  5.0406100E+04  5.0636100E+04  5.0891700E+04  5.1144900E+04  5.1306000E+04  5.0805400E+04  4.5952900E+04  4.0021400E+04  3.7030100E+04  3.5612600E+04
  2.4400000E+04  5.1539500E+04  5.0331800E+04  5.0074700E+04  5.0033900E+04  5.0061800E+04  5.0129800E+04  5.0277900E+04  5.0443900E+04  5.0659500E+04  5.0888200E+04  5.1161500E+04  5.1439700E+04  5.1669700E+04  5.1514000E+04  4.8370000E+04  4.1875000E+04  3.8132000E+04  3.6372800E+04
  2.4600000E+04  5.2252100E+04  5.0733500E+04  5.0416300E+04  5.0321500E+04  5.0344100E+04  5.0401300E+04  5.0534200E+04  5.0693800E+04  5.0905900E+04  5.1147100E+04  5.1424500E+04  5.1716000E+04  5.1966000E+04  5.1998100E+04  5.0274400E+04  4.3972200E+04  3.9384500E+04  3.7200100E+04
  2.4800000E+04  5.3108000E+04  5.1130400E+04  5.0768200E+04  5.0628000E+04  5.0625000E+04  5.0666100E+04  5.0789900E+04  5.0938800E+04  5.1155500E+04  5.1394700E+04  5.1695100E+04  5.1990600E+04  5.2263000E+04  5.2391600E+04  5.1572300E+04  4.6143800E+04  4.0815500E+04  3.8112700E+04
  2.5000000E+04  5.3860300E+04  5.1505500E+04  5.1138900E+04  5.0932100E+04  5.0903500E+04  5.0927900E+04  5.1042100E+04  5.1205200E+04  5.1423200E+04  5.1663100E+04  5.1950200E+04  5.2247800E+04  5.2536900E+04  5.2731800E+04  5.2362700E+04  4.8489000E+04  4.2429500E+04  3.9113600E+04
  2.5200000E+04  5.4891100E+04  5.2098700E+04  5.1487200E+04  5.1241700E+04  5.1186900E+04  5.1198300E+04  5.1287400E+04  5.1433500E+04  5.1671000E+04  5.1920400E+04  5.2205600E+04  5.2504200E+04  5.2814200E+04  5.3058200E+04  5.2948900E+04  5.0509900E+04  4.4175700E+04  4.0244400E+04
  2.5400000E+04  5.6105900E+04  5.3076300E+04  5.1871500E+04  5.1578000E+04  5.1469900E+04  5.1452500E+04  5.1563000E+04  5.1721000E+04  5.1938700E+04  5.2175200E+04  5.2463700E+04  5.2767200E+04  5.3081300E+04  5.3351700E+04  5.3406000E+04  5.2028800E+04  4.6131000E+04  4.1498200E+04
  2.5600000E+04  5.7020500E+04  5.3867600E+04  5.2504500E+04  5.2013400E+04  5.1854100E+04  5.1801400E+04  5.1878300E+04  5.2002900E+04  5.2209200E+04  5.2438600E+04  5.2714500E+04  5.3019200E+04  5.3340600E+04  5.3620900E+04  5.3753500E+04  5.2965100E+04  4.8301700E+04  4.2947800E+04
  2.5800000E+04  5.7775400E+04  5.4630300E+04  5.3186800E+04  5.2501600E+04  5.2263000E+04  5.2148500E+04  5.2190100E+04  5.2291500E+04  5.2473300E+04  5.2690600E+04  5.2966700E+04  5.3273700E+04  5.3582300E+04  5.3871900E+04  5.4060600E+04  5.3714200E+04  5.0350100E+04  4.4580700E+04
  2.6000000E+04  5.8425900E+04  5.5470400E+04  5.3867700E+04  5.3041900E+04  5.2685800E+04  5.2507900E+04  5.2504200E+04  5.2582800E+04  5.2743100E+04  5.2945600E+04  5.3220800E+04  5.3514500E+04  5.3829900E+04  5.4130400E+04  5.4360300E+04  5.4215100E+04  5.2049900E+04  4.6357000E+04
  2.6200000E+04  5.8986100E+04  5.6821400E+04  5.4550900E+04  5.3587300E+04  5.3117300E+04  5.2869200E+04  5.2824900E+04  5.2857900E+04  5.3005600E+04  5.3217600E+04  5.3477200E+04  5.3765400E+04  5.4071200E+04  5.4379700E+04  5.4636400E+04  5.4650100E+04  5.3236300E+04  4.8332600E+04
  2.6400000E+04  5.9691600E+04  5.7710600E+04  5.5585000E+04  5.4299600E+04  5.3584500E+04  5.3231500E+04  5.3125700E+04  5.3161200E+04  5.3297300E+04  5.3489800E+04  5.3731200E+04  5.4006000E+04  5.4317900E+04  5.4633800E+04  5.4910900E+04  5.5014000E+04  5.4135400E+04  5.0293400E+04
  2.6600000E+04  6.0267500E+04  5.8463100E+04  5.6493000E+04  5.4912500E+04  5.4096700E+04  5.3672600E+04  5.3517400E+04  5.3502700E+04  5.3605600E+04  5.3762200E+04  5.3989000E+04  5.4254700E+04  5.4554900E+04  5.4863500E+04  5.5142300E+04  5.5306800E+04  5.4822700E+04  5.2012500E+04
  2.6800000E+04  6.0772900E+04  5.9163700E+04  5.7438100E+04  5.5854400E+04  5.4713900E+04  5.4166900E+04  5.3920000E+04  5.3849400E+04  5.3905100E+04  5.4039500E+04  5.4235400E+04  5.4490300E+04  5.4792800E+04  5.5094800E+04  5.5379800E+04  5.5572300E+04  5.5360700E+04  5.3299900E+04
  2.7000000E+04  6.1232400E+04  6.0042000E+04  5.8260200E+04  5.6768200E+04  5.5447100E+04  5.4689000E+04  5.4335600E+04  5.4193200E+04  5.4207900E+04  5.4303400E+04  5.4487800E+04  5.4737000E+04  5.5017400E+04  5.5317000E+04  5.5608800E+04  5.5842200E+04  5.5767500E+04  5.4354900E+04
  2.7200000E+04  6.1593400E+04  6.0783800E+04  5.8964900E+04  5.7839100E+04  5.6168400E+04  5.5228800E+04  5.4745300E+04  5.4536400E+04  5.4499100E+04  5.4564500E+04  5.4742800E+04  5.4976600E+04  5.5255200E+04  5.5550500E+04  5.5844200E+04  5.6090300E+04  5.6129400E+04  5.5190600E+04
  2.7400000E+04  6.2029900E+04  6.1362700E+04  5.9672800E+04  5.8651600E+04  5.6997200E+04  5.5757200E+04  5.5157200E+04  5.4868000E+04  5.4795300E+04  5.4860200E+04  5.5014300E+04  5.5227300E+04  5.5480800E+04  5.5771900E+04  5.6069700E+04  5.6346200E+04  5.6444900E+04  5.5843000E+04
  2.7600000E+04  6.2445100E+04  6.1865900E+04  6.0454100E+04  5.9343700E+04  5.7740200E+04  5.6325100E+04  5.5583800E+04  5.5246300E+04  5.5141000E+04  5.5161200E+04  5.5277500E+04  5.5467900E+04  5.5715000E+04  5.6003400E+04  5.6302200E+04  5.6568600E+04  5.6731400E+04  5.6373700E+04
  2.7800000E+04  6.2836200E+04  6.2334300E+04  6.1138400E+04  6.0134100E+04  5.8552900E+04  5.7011300E+04  5.6115600E+04  5.5678700E+04  5.5491000E+04  5.5455300E+04  5.5535100E+04  5.5703100E+04  5.5941700E+04  5.6222100E+04  5.6514700E+04  5.6794500E+04  5.6982500E+04  5.6830200E+04
  2.8000000E+04  6.3214400E+04  6.2873800E+04  6.1731300E+04  6.0921900E+04  5.9546800E+04  5.7768800E+04  5.6683800E+04  5.6105100E+04  5.5837000E+04  5.5750200E+04  5.5796400E+04  5.5944000E+04  5.6162500E+04  5.6435300E+04  5.6722900E+04  5.7009600E+04  5.7234500E+04  5.7197800E+04
  2.8200000E+04  6.3575000E+04  6.3332600E+04  6.2290600E+04  6.1606400E+04  6.0436400E+04  5.8566800E+04  5.7242600E+04  5.6530000E+04  5.6176500E+04  5.6038800E+04  5.6052500E+04  5.6185700E+04  5.6398400E+04  5.6659500E+04  5.6944400E+04  5.7237000E+04  5.7471700E+04  5.7520600E+04
  2.8400000E+04  6.3954600E+04  6.3755000E+04  6.2761700E+04  6.2184000E+04  6.1253400E+04  5.9341900E+04  5.7805500E+04  5.6950400E+04  5.6517400E+04  5.6324200E+04  5.6318000E+04  5.6428700E+04  5.6622700E+04  5.6874200E+04  5.7155000E+04  5.7449500E+04  5.7700200E+04  5.7819800E+04
  2.8600000E+04  6.4318700E+04  6.4157300E+04  6.3318000E+04  6.2679000E+04  6.1945200E+04  6.0141500E+04  5.8379800E+04  5.7374100E+04  5.6860900E+04  5.6642100E+04  5.6596800E+04  5.6679400E+04  5.6843700E+04  5.7086300E+04  5.7358800E+04  5.7646800E+04  5.7911700E+04  5.8073000E+04
  2.8800000E+04  6.4653000E+04  6.4584800E+04  6.3813900E+04  6.3141200E+04  6.2529600E+04  6.0906500E+04  5.8960800E+04  5.7840300E+04  5.7253000E+04  5.6960600E+04  5.6869500E+04  5.6920400E+04  5.7070900E+04  5.7302800E+04  5.7568400E+04  5.7856100E+04  5.8118900E+04  5.8313100E+04
  2.9000000E+04  6.4981700E+04  6.4975600E+04  6.4284000E+04  6.3712900E+04  6.3143600E+04  6.1635900E+04  5.9643000E+04  5.8350900E+04  5.7642900E+04  5.7280500E+04  5.7136200E+04  5.7160300E+04  5.7296800E+04  5.7515000E+04  5.7771600E+04  5.8058300E+04  5.8337400E+04  5.8559100E+04
  2.9200000E+04  6.5298700E+04  6.5340600E+04  6.4733700E+04  6.4203600E+04  6.3789100E+04  6.2427000E+04  6.0346900E+04  5.8856800E+04  5.8033000E+04  5.7592300E+04  5.7410700E+04  5.7406200E+04  5.7522300E+04  5.7723400E+04  5.7972200E+04  5.8255800E+04  5.8543300E+04  5.8778700E+04
  2.9400000E+04  6.5631500E+04  6.5697500E+04  6.5193700E+04  6.4643600E+04  6.4330500E+04  6.3206200E+04  6.1029700E+04  5.9358900E+04  5.8414700E+04  5.7915800E+04  5.7695100E+04  5.7664500E+04  5.7755200E+04  5.7940800E+04  5.8180900E+04  5.8460700E+04  5.8733700E+04  5.8983300E+04
  2.9600000E+04  6.6052500E+04  6.6163700E+04  6.5614200E+04  6.5040700E+04  6.4801900E+04  6.4034800E+04  6.1707300E+04  5.9884700E+04  5.8822100E+04  5.8259400E+04  5.7984400E+04  5.7916800E+04  5.7979700E+04  5.8149700E+04  5.8379600E+04  5.8652100E+04  5.8932500E+04  5.9193900E+04
  2.9800000E+04  6.6400200E+04  6.6548200E+04  6.6101800E+04  6.5455300E+04  6.5218800E+04  6.4644600E+04  6.2376900E+04  6.0441600E+04  5.9269500E+04  5.8612500E+04  5.8277300E+04  5.8166900E+04  5.8202100E+04  5.8358500E+04  5.8579000E+04  5.8845600E+04  5.9126300E+04  5.9398800E+04
  3.0000000E+04  6.6740900E+04  6.6923300E+04  6.6540500E+04  6.5931700E+04  6.5666300E+04  6.5212600E+04  6.3257000E+04  6.1034500E+04  5.9715300E+04  5.8960300E+04  5.8562200E+04  5.8412800E+04  5.8431000E+04  5.8567900E+04  5.8772700E+04  5.9033300E+04  5.9314700E+04  5.9597900E+04
  3.0200000E+04  6.7075200E+04  6.7286100E+04  6.6980200E+04  6.6382300E+04  6.6172000E+04  6.5746300E+04  6.4210700E+04  6.1621600E+04  6.0155400E+04  5.9309100E+04  5.8853900E+04  5.8672100E+04  5.8659700E+04  5.8784500E+04  5.8977900E+04  5.9231200E+04  5.9513200E+04  5.9794500E+04
  3.0400000E+04  6.7424900E+04  6.7651500E+04  6.7398100E+04  6.6805300E+04  6.6637300E+04  6.6323200E+04  6.5088500E+04  6.2181800E+04  6.0605800E+04  5.9658900E+04  5.9155600E+04  5.8938300E+04  5.8895900E+04  5.8993000E+04  5.9173800E+04  5.9420100E+04  5.9695500E+04  5.9981000E+04
  3.0600000E+04  6.7765500E+04  6.8015500E+04  6.7806800E+04  6.7279900E+04  6.7067800E+04  6.6854300E+04  6.5750500E+04  6.2774300E+04  6.1061200E+04  6.0046100E+04  5.9471300E+04  5.9199100E+04  5.9125000E+04  5.9201500E+04  5.9370400E+04  5.9606700E+04  5.9877400E+04  6.0167100E+04
  3.0800000E+04  6.8099900E+04  6.8372900E+04  6.8194000E+04  6.7727100E+04  6.7559900E+04  6.7330900E+04  6.6384400E+04  6.3639200E+04  6.1560800E+04  6.0432800E+04  5.9781000E+04  5.9463000E+04  5.9352800E+04  5.9411100E+04  5.9565600E+04  5.9789700E+04  6.0057200E+04  6.0349400E+04
  3.1000000E+04  6.8432200E+04  6.8728200E+04  6.8592300E+04  6.8152100E+04  6.7972300E+04  6.7815200E+04  6.7160000E+04  6.4581500E+04  6.2067200E+04  6.0822400E+04  6.0091700E+04  5.9721700E+04  5.9579900E+04  5.9624100E+04  5.9760900E+04  5.9983600E+04  6.0247200E+04  6.0544400E+04
  3.1200000E+04  6.8786600E+04  6.9145800E+04  6.9004000E+04  6.8554900E+04  6.8399600E+04  6.8314800E+04  6.7870100E+04  6.5564600E+04  6.2561400E+04  6.1205100E+04  6.0399100E+04  5.9989700E+04  5.9823200E+04  5.9833400E+04  5.9952600E+04  6.0167700E+04  6.0427300E+04  6.0721600E+04
  3.1400000E+04  6.9135700E+04  6.9509600E+04  6.9465600E+04  6.8986000E+04  6.8800300E+04  6.8752900E+04  6.8430200E+04  6.6456100E+04  6.3083800E+04  6.1602200E+04  6.0724500E+04  6.0267200E+04  6.0061600E+04  6.0049200E+04  6.0151700E+04  6.0352500E+04  6.0604000E+04  6.0897600E+04
  3.1600000E+04  6.9487000E+04  6.9884700E+04  6.9860700E+04  6.9443900E+04  6.9230600E+04  6.9164400E+04  6.8931300E+04  6.7475700E+04  6.3831400E+04  6.2011400E+04  6.1061500E+04  6.0548200E+04  6.0297200E+04  6.0259700E+04  6.0345400E+04  6.0536200E+04  6.0779500E+04  6.1072200E+04
  3.1800000E+04  6.9846300E+04  7.0250600E+04  7.0261500E+04  6.9887400E+04  6.9654100E+04  6.9556100E+04  6.9382600E+04  6.8319800E+04  6.4626300E+04  6.2440800E+04  6.1399500E+04  6.0823200E+04  6.0533600E+04  6.0470000E+04  6.0540500E+04  6.0718600E+04  6.0952800E+04  6.1244800E+04
