900.5,1.6889435E-17
901.5,1.7350522E-17
902.5,1.782563E-17
903.5,1.8236333E-17
904.5,1.8712164E-17
905.5,1.9328668E-17
906.5,1.9845218E-17
907.5,2.0395276E-17
908.5,2.0950247E-17
909.5,2.1515752E-17
910.5,2.2091433E-17
911.5,2.3132468E-17
912.5,2.3789178E-17
913.5,2.6840274E-16
914.5,1.4867438E-15
915.5,3.490303E-15
916.5,7.610561E-15
917.5,1.04381064E-14
918.5,1.5353951E-14
919.5,1.33643994E-14
920.5,2.2068729E-14
921.5,2.5391944E-14
922.5,3.0106976E-14
923.5,2.0394109E-14
924.5,5.452555E-14
925.5,4.2330834E-14
926.5,1.9446216E-14
927.5,6.6478724E-14
928.5,7.728604E-14
929.5,6.694381E-14
930.5,1.9035134E-14
931.5,4.9104492E-14
932.5,8.695323E-14
933.5,1.0644517E-13
934.5,1.1172318E-13
935.5,1.0664615E-13
936.5,8.000348E-14
937.5,2.6790385E-14
938.5,5.2815198E-14
939.5,1.112509E-13
940.5,1.3132477E-13
941.5,1.4614532E-13
942.5,1.6094224E-13
943.5,1.6015925E-13
944.5,1.8198306E-13
945.5,1.2970896E-13
946.5,1.6349042E-13
947.5,1.6078202E-13
948.5,1.1378597E-13
949.5,3.1011608E-14
950.5,7.638869E-14
951.5,1.7010108E-13
952.5,2.0312137E-13
953.5,2.1014271E-13
954.5,2.7240414E-13
955.5,2.842498E-13
956.5,3.3262553E-13
957.5,3.5709285E-13
958.5,3.4768095E-13
959.5,3.71047E-13
960.5,3.5613493E-13
961.5,4.0261503E-13
962.5,3.868382E-13
963.5,3.895675E-13
964.5,3.644909E-13
965.5,3.9230156E-13
966.5,4.38825E-13
967.5,4.3534132E-13
968.5,4.1549213E-13
969.5,3.6133902E-13
970.5,2.8087705E-13
971.5,1.5984195E-13
972.5,3.166941E-14
973.5,1.3585015E-13
974.5,3.000561E-13
975.5,3.9670364E-13
976.5,4.829096E-13
977.5,5.3751144E-13
978.5,5.493284E-13
979.5,6.017147E-13
980.5,6.060666E-13
981.5,6.4640394E-13
982.5,6.309929E-13
983.5,6.5898296E-13
984.5,6.344242E-13
985.5,6.236847E-13
986.5,7.199328E-13
987.5,6.2440314E-13
988.5,5.32494E-13
989.5,5.6181985E-13
990.5,4.537193E-13
991.5,6.1048925E-13
992.5,6.098302E-13
993.5,7.038443E-13
994.5,4.8647224E-13
995.5,6.1046133E-13
996.5,6.3624106E-13
997.5,6.026257E-13
998.5,5.8784195E-13
999.5,6.379131E-13
1000.5,6.3200606E-13
1001.5,6.8323466E-13
1002.5,6.684963E-13
1003.5,7.0056125E-13
1004.5,6.88351E-13
1005.5,7.022246E-13
1006.5,6.782896E-13
1007.5,6.7950485E-13
1008.5,7.307969E-13
1009.5,6.9763596E-13
1010.5,7.2290703E-13
1011.5,7.4203377E-13
1012.5,7.274557E-13
1013.5,7.602894E-13
1014.5,7.681435E-13
1015.5,7.524375E-13
1016.5,8.0227274E-13
1017.5,8.166671E-13
1018.5,7.7171695E-13
1019.5,7.7065443E-13
1020.5,7.213571E-13
1021.5,7.1743176E-13
1022.5,6.3406604E-13
1023.5,4.9104167E-13
1024.5,3.039482E-13
1025.5,5.1832355E-14
1026.5,1.7920742E-13
1027.5,4.3112524E-13
1028.5,5.805724E-13
1029.5,7.66782E-13
1030.5,8.400134E-13
1031.5,8.8920933E-13
1032.5,9.679149E-13
1033.5,1.0010806E-12
1034.5,1.0363703E-12
1035.5,1.0592472E-12
1036.5,8.582195E-13
1037.5,9.673761E-13
1038.5,1.1301175E-12
1039.5,1.1667185E-12
1040.5,1.1684356E-12
1041.5,1.2086184E-12
1042.5,1.2135197E-12
1043.5,1.1639852E-12
1044.5,1.2165408E-12
1045.5,1.232105E-12
1046.5,1.3014545E-12
1047.5,1.3112649E-12
1048.5,1.2525455E-12
1049.5,1.3249406E-12
1050.5,1.3777668E-12
1051.5,1.392898E-12
1052.5,1.3610134E-12
1053.5,1.399832E-12
1054.5,1.4616265E-12
1055.5,1.4300167E-12
1056.5,1.5002645E-12
1057.5,1.5411768E-12
1058.5,1.5736336E-12
1059.5,1.4968922E-12
1060.5,1.5238695E-12
1061.5,1.625484E-12
1062.5,1.591349E-12
1063.5,1.4541999E-12
1064.5,1.6520692E-12
1065.5,1.6033181E-12
1066.5,1.6107314E-12
1067.5,1.5749148E-12
1068.5,1.5770759E-12
1069.5,1.6609824E-12
1070.5,1.771815E-12
1071.5,1.7063755E-12
1072.5,1.8600928E-12
1073.5,1.7159154E-12
1074.5,1.8500915E-12
1075.5,1.8053892E-12
1076.5,1.8870172E-12
1077.5,1.969953E-12
1078.5,1.9726642E-12
1079.5,1.9887468E-12
1080.5,2.049741E-12
1081.5,1.9969358E-12
1082.5,2.1057294E-12
1083.5,1.9833863E-12
1084.5,1.9504591E-12
1085.5,1.9046314E-12
1086.5,2.2065108E-12
1087.5,2.188593E-12
1088.5,2.2604759E-12
1089.5,2.2158818E-12
1090.5,2.2386032E-12
1091.5,2.2014781E-12
1092.5,2.3565828E-12
1093.5,2.3285757E-12
1094.5,2.363423E-12
1095.5,2.3261308E-12
1096.5,1.9578286E-12
1097.5,2.2183045E-12
1098.5,2.1758396E-12
1099.5,2.311755E-12
1100.5,2.257278E-12
1101.5,4.1222425E-12
1102.5,8.256896E-12
1103.5,1.2365791E-11
1104.5,1.5142639E-11
1105.5,2.6109687E-11
1106.5,4.4171417E-11
1107.5,5.4711728E-11
1108.5,6.878569E-11
1109.5,7.630606E-11
1110.5,1.09066624E-10
1111.5,1.2050422E-10
1112.5,1.2499943E-10
1113.5,2.1752232E-10
1114.5,5.155286E-11
1115.5,2.742789E-10
1116.5,5.059617E-10
1117.5,8.9322126E-11
1118.5,3.3381872E-10
1119.5,4.4782864E-10
1120.5,3.6437625E-10
1121.5,1.9217897E-10
1122.5,3.2664836E-11
1123.5,4.854457E-10
1124.5,3.7755E-10
1125.5,5.065732E-10
1126.5,3.8399864E-10
1127.5,3.8982098E-10
1128.5,1.05898276E-10
1129.5,9.571892E-11
1130.5,2.3441207E-10
1131.5,3.5108833E-10
1132.5,3.7280082E-10
1133.5,3.31987E-10
1134.5,2.4358854E-10
1135.5,3.3134528E-10
1136.5,4.8428545E-10
1137.5,3.8786602E-10
1138.5,2.3732674E-10
1139.5,8.09337E-11
1140.5,1.1392636E-10
1141.5,2.0376469E-10
1142.5,2.8369848E-10
