Ntau, Nsims           82          37
 -2.49382710  0.50807597  0.52161740  0.49579541  0.52254380  0.50615398  0.54853395  0.52950067  0.52042495  0.53355180  0.51364076  0.53238582  0.50746426  0.52454912  0.52557279  0.50572044  0.51055967  0.53970120  0.53526348  0.53471401  0.50748550  0.50423573  0.51701276  0.50387955  0.51858288  0.50997257  0.51203833  0.49642696  0.53806766  0.54940398  0.53983855  0.54318096  0.52954026  0.50498656  0.51386493  0.50852815  0.50554991  0.50796675
 -2.41358042  0.51460087  0.52789937  0.50143766  0.52907261  0.51327935  0.55598801  0.53594836  0.52698756  0.54028758  0.51972707  0.54031962  0.51307192  0.53174003  0.53216692  0.51203089  0.51721323  0.54733381  0.54245941  0.54147371  0.51421183  0.50960608  0.52339968  0.50964692  0.52458593  0.51637737  0.51888939  0.50402555  0.54979532  0.55697928  0.54626610  0.55036093  0.53865049  0.51275298  0.52024561  0.51446141  0.51302251  0.51405797
 -2.33333325  0.52126694  0.53434528  0.50744893  0.53575263  0.52063265  0.56368902  0.54254241  0.53371183  0.54712038  0.52604981  0.54859309  0.51879681  0.53920544  0.53886016  0.51873522  0.52402376  0.55505207  0.54986127  0.54839748  0.52113093  0.51530632  0.52996730  0.51565149  0.53077143  0.52288657  0.52592740  0.51245132  0.56234769  0.56467564  0.55284971  0.55766816  0.54837109  0.52102091  0.52681934  0.52050981  0.52111885  0.52065553
 -2.25308633  0.52807605  0.54097477  0.51374099  0.54259532  0.52824635  0.57164741  0.54925926  0.54060915  0.55405443  0.53256844  0.55724584  0.52478460  0.54695085  0.54564431  0.52577634  0.53100587  0.56286326  0.55747436  0.55548476  0.52827575  0.52126902  0.53672381  0.52189250  0.53716705  0.52952806  0.53316649  0.52172035  0.57572028  0.57250283  0.55961278  0.56511818  0.55870078  0.52985482  0.53373022  0.52678579  0.52994186  0.52773379
 -2.17283964  0.53504383  0.54780213  0.52045090  0.54961988  0.53614687  0.57988883  0.55613882  0.54769359  0.56109953  0.53933894  0.56627420  0.53099807  0.55500433  0.55251966  0.53325464  0.53819732  0.57077100  0.56532654  0.56275377  0.53567783  0.52765390  0.54369600  0.52843952  0.54376845  0.53634102  0.54061882  0.53182685  0.58986444  0.58046525  0.56656378  0.57271397  0.56965524  0.53920775  0.54092466  0.53332612  0.53950972  0.53543769
 -2.09259272  0.54218995  0.55485104  0.52772973  0.55684529  0.54433552  0.58843385  0.56320917  0.55498196  0.56825893  0.54624077  0.57568387  0.53748744  0.56337500  0.55948766  0.54125207  0.54562915  0.57877431  0.57343538  0.57020875  0.54338124  0.53406744  0.55090550  0.53529288  0.55060961  0.54334472  0.54829357  0.54283208  0.60477432  0.58857165  0.57371399  0.58045964  0.58121985  0.54909391  0.54837403  0.54005522  0.54982597  0.54382050
 -2.01234555  0.54951504  0.56213151  0.53552253  0.56428388  0.55283735  0.59727898  0.57044826  0.56249536  0.57552597  0.55333369  0.58549639  0.54440500  0.57206195  0.56655240  0.54970360  0.55330906  0.58686759  0.58179585  0.57783631  0.55142699  0.54087327  0.55836422  0.54247643  0.55769226  0.55053158  0.55620771  0.55471886  0.62041904  0.59683222  0.58107182  0.58836039  0.59340867  0.55956117  0.55617837  0.54714928  0.56090514  0.55280562
 -1.93209887  0.55699814  0.56966184  0.54395751  0.57194787  0.56167709  0.60641645  0.57787783  0.57024253  0.58289370  0.56070573  0.59570458  0.55168629  0.58108689  0.57371921  0.55868092  0.56127752  0.59504617  0.59039716  0.58564649  0.55985553  0.54831210  0.56610128  0.55002844  0.56503550  0.55788671  0.56439086  0.56743008  0.63679708  0.60524779  0.58863355  0.59642045  0.60627659  0.57056434  0.56426096  0.55458299  0.57272826  0.56248939
 -1.85185194  0.56461453  0.57746065  0.55302976  0.57984708  0.57085446  0.61583901  0.58552948  0.57823623  0.59035436  0.56829363  0.60629895  0.55934576  0.59044766  0.58099745  0.56825063  0.56957872  0.60330641  0.59923182  0.59364603  0.56869908  0.55621176  0.57412977  0.55795539  0.57269364  0.56540633  0.57286602  0.58094430  0.65389490  0.61381565  0.59639688  0.60463973  0.61984922  0.58212883  0.57261506  0.56233764  0.58531834  0.57285192
 -1.77160501  0.57233534  0.58554322  0.56272020  0.58799610  0.58037864  0.62551935  0.59337565  0.58648952  0.59787177  0.57619841  0.61728977  0.56738211  0.60011611  0.58839986  0.57833945  0.57822008  0.61163926  0.60828901  0.60182944  0.57798486  0.56485670  0.58246444  0.56632566  0.58067659  0.57304640  0.58166030  0.59519699  0.67168948  0.62252268  0.60434516  0.61301373  0.63408820  0.59434228  0.58134089  0.57050413  0.59865718  0.58387566
 -1.69135785  0.58009472  0.59391787  0.57312499  0.59641139  0.59024734  0.63542574  0.60141229  0.59500622  0.60541601  0.58441410  0.62864104  0.57575507  0.61008512  0.59592393  0.58896170  0.58723427  0.62003485  0.61754374  0.61019303  0.58773808  0.57392803  0.59112725  0.57515345  0.58900015  0.58074069  0.59080675  0.61015850  0.69012304  0.63135086  0.61245161  0.62153091  0.64894228  0.60718034  0.59038825  0.57897695  0.61270074  0.59562522
 -1.61111116  0.58778264  0.60258899  0.58419294  0.60510003  0.60042227  0.64553140  0.60965415  0.60379778  0.61298879  0.59297267  0.64032291  0.58454815  0.62033248  0.60356213  0.60011388  0.59666027  0.62847895  0.62698313  0.61872871  0.59797376  0.58348013  0.60012990  0.58446445  0.59767703  0.58843413  0.60033739  0.62580112  0.70911984  0.64028274  0.62070276  0.63017074  0.66436860  0.62054670  0.59980783  0.58784236  0.62741117  0.60805345
 -1.53086424  0.59527591  0.61156764  0.59594695  0.61406696  0.61088065  0.65581139  0.61807793  0.61286676  0.62058493  0.60198312  0.65230970  0.59376454  0.63082524  0.61130868  0.61170434  0.60652441  0.63695762  0.63659623  0.62742351  0.60869768  0.59365988  0.60949767  0.59426892  0.60671861  0.59604395  0.61026895  0.64204244  0.72859796  0.64930154  0.62908450  0.63890786  0.68028731  0.63440724  0.60966197  0.59711065  0.64270863  0.62108860
 -1.45061731  0.60250974  0.62085779  0.60834560  0.62331774  0.62156474  0.66624289  0.62667302  0.62221326  0.62819540  0.61138606  0.66454637  0.60342115  0.64154477  0.61912616  0.62373175  0.61688214  0.64545852  0.64635920  0.63626724  0.61989270  0.60425053  0.61923463  0.60454826  0.61614276  0.60354084  0.62060306  0.65883410  0.74847985  0.65839223  0.63757591  0.64772758  0.69663309  0.64868404  0.61984370  0.60673742  0.65854982  0.63472046
 -1.37037039  0.60948315  0.63046662  0.62134601  0.63285386  0.63235363  0.67679305  0.63544517  0.63183875  0.63582479  0.62120600  0.67698593  0.61352421  0.65246211  0.62692257  0.63618720  0.62777571  0.65397892  0.65623995  0.64524342  0.63153245  0.61551348  0.62935714  0.61529802  0.62592933  0.61097379  0.63133814  0.67605596  0.76864989  0.66754323  0.64617022  0.65661747  0.71337061  0.66324630  0.63034291  0.61680287  0.67482044  0.64882782
 -1.29012346  0.61617975  0.64039479  0.63491620  0.64267453  0.64322242  0.68743692  0.64437323  0.64175149  0.64346081  0.63139772  0.68957865  0.62406040  0.66352606  0.63463303  0.64896622  0.63921196  0.66251078  0.66621093  0.65433531  0.64357750  0.62729358  0.63987897  0.62646497  0.63605738  0.61832756  0.64245670  0.69362867  0.78897976  0.67674722  0.65486560  0.66556617  0.73040557  0.67808305  0.64111243  0.62719663  0.69144703  0.66338209
 -1.20987654  0.62261969  0.65064929  0.64889854  0.65278791  0.65394425  0.69814326  0.65346237  0.65196649  0.65105783  0.64194527  0.70226979  0.63505761  0.67471345  0.64219911  0.66205592  0.65120133  0.67104553  0.67625756  0.66353655  0.65596028  0.63963456  0.65081386  0.63802084  0.64649827  0.62558948  0.65391531  0.71146042  0.80931736  0.68601923  0.66366117  0.67457184  0.74758194  0.69317588  0.65203439  0.63796348  0.70829101  0.67826592
 -1.12962961  0.62871949  0.66124615  0.66325355  0.66321719  0.66452142  0.70888596  0.66271270  0.66250754  0.65853595  0.65291398  0.71499081  0.64648708  0.68598092  0.64951921  0.67540031  0.66372665  0.67956932  0.68634993  0.67284432  0.66859744  0.65256440  0.66218225  0.64991034  0.65722834  0.63280393  0.66563641  0.72938473  0.82951124  0.69539289  0.67256730  0.68365234  0.76471493  0.70841297  0.66314112  0.64910126  0.72525720  0.69333413
 -1.04938293  0.63450769  0.67220435  0.67779658  0.67400431  0.67509727  0.71965800  0.67213333  0.67341070  0.66582987  0.66428220  0.72769660  0.65834133  0.69729596  0.65661148  0.68884455  0.67674592  0.68805126  0.69647596  0.68226926  0.68136890  0.66574261  0.67401099  0.66211623  0.66824547  0.64029917  0.67753765  0.74724232  0.84942472  0.70489920  0.68160375  0.69285328  0.78163233  0.72368916  0.67437902  0.66050142  0.74220518  0.70852871
 -0.96913600  0.64051728  0.68354746  0.69250425  0.68519510  0.68571858  0.73047937  0.68176260  0.68473834  0.67302292  0.67611305  0.74034782  0.67058089  0.70866564  0.66346169  0.70241120  0.69019378  0.69637382  0.70665084  0.69184310  0.69414275  0.67928555  0.68634643  0.67460105  0.67954475  0.64820864  0.68958429  0.76482227  0.86886061  0.71459050  0.69080171  0.70222650  0.79818793  0.73892546  0.68574896  0.67223170  0.75895294  0.72364559
 -0.88888884  0.64729649  0.69529794  0.70732237  0.69685221  0.69685311  0.74139016  0.69166107  0.69657433  0.68046544  0.68841093  0.75292629  0.68321473  0.72008295  0.66999661  0.71598061  0.70402335  0.70445247  0.71691024  0.70159713  0.70682246  0.69293997  0.69925980  0.68734213  0.69114978  0.65737384  0.70177301  0.78196829  0.88755646  0.72453241  0.70021099  0.71186082  0.81434330  0.75395437  0.69730063  0.68415952  0.77533839  0.73868702
 -0.80864191  0.65598571  0.70753589  0.72216042  0.70906113  0.70936437  0.75245728  0.70196772  0.70899710  0.68862297  0.70127885  0.76544315  0.69627587  0.73155827  0.67592222  0.72948595  0.71839974  0.71192570  0.72732035  0.71159003  0.71942143  0.70692082  0.71282424  0.70035310  0.70309913  0.66882015  0.71426550  0.79860035  0.90515901  0.73475475  0.70991440  0.72183177  0.83008415  0.76872494  0.70902148  0.69640889  0.79118663  0.75360198
 -0.72839499  0.66829949  0.72040893  0.73704301  0.72200086  0.72354355  0.76377375  0.71278436  0.72206777  0.69726424  0.71479114  0.77790416  0.70981503  0.74312625  0.68013141  0.74298884  0.73366411  0.71880269  0.73797990  0.72189986  0.73188621  0.72125780  0.72713615  0.71366565  0.71550019  0.68356956  0.72717270  0.81459611  0.92134834  0.74531169  0.72001035  0.73220739  0.84531668  0.78324416  0.72101470  0.70903925  0.80647090  0.76826392
 -0.64814806  0.68723535  0.73405777  0.75185575  0.73582609  0.74087957  0.77541654  0.72436259  0.73584821  0.70610749  0.72903578  0.79032346  0.72391890  0.75481850  0.68268789  0.75644432  0.75003131  0.72515006  0.74897317  0.73261480  0.74443327  0.73586627  0.74228975  0.72736680  0.72847781  0.70444628  0.74039465  0.82986472  0.93578120  0.75640773  0.73054876  0.74310305  0.85989376  0.79747581  0.73332297  0.72209052  0.82111733  0.78272573
 -0.56790113  0.71502503  0.74856298  0.76665710  0.75103876  0.76180940  0.78746151  0.73730234  0.75072949  0.71449198  0.74412122  0.80273155  0.73868338  0.76671309  0.68523274  0.76992625  0.76761525  0.73132170  0.76033610  0.74384507  0.75751541  0.75079458  0.75832122  0.74149632  0.74218528  0.73202085  0.75380140  0.84423553  0.94813023  0.76834957  0.74174929  0.75479681  0.87361308  0.81133971  0.74605346  0.73567771  0.83512736  0.79685237
 -0.48765421  0.75232250  0.76418319  0.78135861  0.76756583  0.78813069  0.79995432  0.75323459  0.76779195  0.72428249  0.76024320  0.81513243  0.75423516  0.77887428  0.68975925  0.78347624  0.78681473  0.73584199  0.77205321  0.75585297  0.77156411  0.76587009  0.77551729  0.75609719  0.75677168  0.76589806  0.76813461  0.85757814  0.95812855  0.78176227  0.75400080  0.76797591  0.88622028  0.82476311  0.75926434  0.74974349  0.84836892  0.81062548
 -0.40740776  0.79458221  0.78164355  0.79594867  0.78473260  0.82028919  0.81286015  0.77418332  0.78853160  0.73754941  0.77755610  0.82750479  0.77070989  0.79128627  0.70036438  0.79696955  0.80764458  0.73889295  0.78407797  0.76939594  0.78734350  0.78128524  0.79479554  0.77113667  0.77238253  0.80327475  0.78404926  0.86972525  0.96553328  0.79837836  0.76843766  0.78422994  0.89751971  0.83750752  0.77291317  0.76439471  0.86073022  0.82394927
 -0.32716084  0.83536985  0.80207525  0.81033752  0.80075057  0.85574690  0.82608975  0.80187144  0.81321921  0.75153160  0.79611210  0.83978345  0.78821706  0.80386390  0.72186587  0.81033428  0.83036612  0.74032634  0.79666300  0.78638027  0.80435744  0.79700636  0.81738071  0.78662243  0.78903012  0.84009185  0.80152066  0.88052212  0.97026069  0.82110253  0.78645924  0.80582525  0.90730739  0.84933996  0.78692945  0.77962297  0.87200093  0.83662757
 -0.24691343  0.87126747  0.82660451  0.82453978  0.81483256  0.88970320  0.83970674  0.83438786  0.83977631  0.76926284  0.81602919  0.85173742  0.80682598  0.81644614  0.75342666  0.82335547  0.85442759  0.74207968  0.81071197  0.80941288  0.82276268  0.81332017  0.84364028  0.80259113  0.80673963  0.87399364  0.82064726  0.88985611  0.97255936  0.85255787  0.80936401  0.83368694  0.91532685  0.86003061  0.80115906  0.79561358  0.88202725  0.84854469
 -0.16666651  0.90105950  0.85498727  0.83860821  0.82747662  0.91918075  0.85400186  0.86589697  0.86467728  0.78970427  0.83767180  0.86303252  0.82636803  0.82909196  0.78306842  0.83603130  0.87789392  0.74526280  0.82825764  0.84032707  0.83984219  0.83039330  0.87223692  0.81915719  0.82585501  0.90509174  0.83938588  0.89764302  0.97314662  0.88958178  0.83662727  0.86505188  0.92132923  0.86960993  0.81589745  0.81242784  0.89066527  0.85959248
 -0.08641958  0.92539023  0.88438876  0.85282625  0.83842903  0.94089603  0.86978856  0.89188305  0.88564961  0.80787021  0.86101004  0.87333718  0.84639331  0.84253989  0.80473381  0.84850114  0.89806291  0.75314203  0.85207439  0.87670588  0.85484273  0.84857279  0.89965523  0.83641124  0.84681279  0.93147075  0.85551692  0.90390430  0.97309391  0.92715660  0.86462485  0.89426433  0.92522929  0.87821434  0.83209188  0.83021192  0.89789818  0.86991535
