Ntau, Nsims           82          37
 -0.00617266  0.94451685  0.91078777  0.86748562  0.84667150  0.95576405  0.88794717  0.91060306  0.90174960  0.81964206  0.88490113  0.88273388  0.86634568  0.85834081  0.82031437  0.86119220  0.91399365  0.76725753  0.88347094  0.91146540  0.86690145  0.86778367  0.92189428  0.85424437  0.86915694  0.95213345  0.86797701  0.90871418  0.97295302  0.96028944  0.88896833  0.91574022  0.92722227  0.88630832  0.85101999  0.84906757  0.90383812  0.87978525
  0.07407427  0.95813266  0.93117735  0.88285770  0.85174338  0.96462911  0.90772996  0.92156981  0.91246169  0.82377776  0.90648954  0.89203913  0.88557692  0.87789250  0.82775166  0.87457540  0.92497435  0.78496708  0.91916689  0.93851409  0.87496655  0.88738899  0.93767706  0.87233459  0.89081503  0.96634932  0.87503556  0.91233753  0.97293458  0.98336941  0.90756968  0.92922440  0.92777460  0.89458085  0.87315713  0.86883378  0.90884938  0.88978759
  0.15432072  0.96695152  0.94482373  0.89865448  0.85268240  0.97018629  0.92638969  0.92642557  0.91855635  0.82241730  0.92277162  0.90270028  0.90274336  0.90047304  0.83045489  0.88893911  0.93068446  0.80085134  0.95261594  0.95636833  0.88022153  0.90623614  0.94739553  0.88997165  0.90878318  0.97567220  0.87766213  0.91529810  0.97295046  0.99775576  0.91947518  0.93610609  0.92764895  0.90408068  0.89692424  0.88851114  0.91359179  0.90053841
  0.23456764  0.97186624  0.95210815  0.91376181  0.85248954  0.97413280  0.94132276  0.92743340  0.92128922  0.81815604  0.93275827  0.91552884  0.91571254  0.92233601  0.83084636  0.90358050  0.93255190  0.81156534  0.97805319  0.96574165  0.88243397  0.92233012  0.95275820  0.90553225  0.92110941  0.98087861  0.87727892  0.91827885  0.97295176  1.00537600  0.92684773  0.93863502  0.92719383  0.91536582  0.91798490  0.90521870  0.91880159  0.91228145
  0.31481457  0.97306250  0.95530377  0.92626296  0.85080053  0.97653196  0.95136688  0.92654152  0.92254889  0.81232569  0.93762287  0.92912126  0.92333851  0.93896587  0.82914247  0.91667870  0.93241445  0.81619900  0.99391346  0.96948483  0.88377411  0.93347810  0.95513895  0.91687664  0.92786962  0.98237123  0.87475585  0.92195804  0.97295179  1.00849230  0.93036939  0.93900304  0.92687485  0.92745641  0.93256733  0.91631065  0.92497277  0.92424125
  0.39506197  0.97251008  0.95612864  0.93432399  0.84946740  0.97744443  0.95666212  0.92559539  0.92294393  0.80700680  0.93934380  0.94037655  0.92669813  0.94858685  0.82741190  0.92588094  0.93189788  0.81695539  1.00192130  0.97008658  0.88386095  0.93935202  0.95607345  0.92318911  0.93063324  0.98163425  0.87240247  0.92640129  0.97295180  1.00859091  0.93057209  0.93818371  0.92681333  0.93862083  0.94035345  0.92197894  0.93173179  0.93434274
  0.47530890  0.97203583  0.95616689  0.93808347  0.84885406  0.97702670  0.95878988  0.92505802  0.92303836  0.80353093  0.93976303  0.94760234  0.92779824  0.95294281  0.82608122  0.93059776  0.93139746  0.81590832  1.00471565  0.96950074  0.88387974  0.94164345  0.95632664  0.92581229  0.93145892  0.98059026  0.87128807  0.93048787  0.97295182  1.00641702  0.92930328  0.93687606  0.92681930  0.94722646  0.94360535  0.92421589  0.93747674  0.94071692
  0.55555582  0.97189354  0.95619112  0.93941432  0.84873371  0.97675024  0.95937711  0.92489604  0.92300509  0.80221554  0.93983202  0.95151765  0.92809116  0.95457716  0.82553799  0.93255550  0.93120391  0.81455938  1.00560221  0.96893787  0.88386224  0.94238225  0.95636315  0.92672647  0.93163793  0.98019422  0.87098282  0.93300507  0.97295181  1.00382620  0.92820674  0.93594040  0.92682108  0.95233412  0.94483957  0.92493399  0.94088548  0.94371974
  0.63580227  0.97188143  0.95625140  0.93982590  0.84875238  0.97685226  0.95959747  0.92490493  0.92301852  0.80241131  0.93984894  0.95347704  0.92816785  0.95523918  0.82544249  0.93331187  0.93122055  0.81375411  1.00592461  0.96883129  0.88385475  0.94259749  0.95638757  0.92702703  0.93168605  0.98018839  0.87097646  0.93419191  0.97295182  1.00192726  0.92773209  0.93568998  0.92682134  0.95476330  0.94529321  0.92515196  0.94249382  0.94488877
  0.71604919  0.97188997  0.95628301  0.93993298  0.84875863  0.97690439  0.95973286  0.92493273  0.92303256  0.80289196  0.93985293  0.95439305  0.92818491  0.95550091  0.82549026  0.93356493  0.93123758  0.81349690  1.00610190  0.96886873  0.88385459  0.94264562  0.95640757  0.92711398  0.93169921  0.98021322  0.87099464  0.93472982  0.97295181  1.00097764  0.92767924  0.93570495  0.92682137  0.95582958  0.94542947  0.92521187  0.94318559  0.94530683
  0.79629612  0.97189371  0.95629517  0.93995325  0.84876114  0.97691102  0.95980261  0.92494218  0.92303881  0.80312995  0.93985346  0.95477709  0.92818709  0.95557595  0.82553579  0.93363901  0.93124316  0.81348008  1.00618752  0.96888768  0.88385453  0.94265297  0.95641617  0.92713389  0.93170179  0.98022100  0.87099910  0.93495082  0.97295181  1.00065957  0.92772012  0.93572413  0.92682137  0.95624623  0.94546162  0.92522400  0.94345756  0.94543788
  0.87654305  0.97189391  0.95629930  0.93995609  0.84876223  0.97691282  0.95982765  0.92494587  0.92304074  0.80320121  0.93985349  0.95490302  0.92818729  0.95559458  0.82554099  0.93365560  0.93124503  0.81357388  1.00622182  0.96889223  0.88385456  0.94265356  0.95641901  0.92713715  0.93170216  0.98022315  0.87100021  0.93502766  0.97295183  1.00065879  0.92773485  0.93572907  0.92682135  0.95638555  0.94546635  0.92522573  0.94354980  0.94547033
  0.95678997  0.97189393  0.95630029  0.93995629  0.84876260  0.97691336  0.95983481  0.92494684  0.92304139  0.80321341  0.93985349  0.95493975  0.92818728  0.95559805  0.82554096  0.93365802  0.93124553  0.81369199  1.00623132  0.96889261  0.88385453  0.94265361  0.95641989  0.92713756  0.93170217  0.98022360  0.87100058  0.93504875  0.97295182  1.00070837  0.92774040  0.93572964  0.92682137  0.95641891  0.94546735  0.92522582  0.94357492  0.94547669
  1.03703737  0.97189389  0.95630047  0.93995627  0.84876263  0.97691349  0.95983625  0.92494710  0.92304155  0.80321396  0.93985350  0.95494632  0.92818727  0.95559869  0.82554098  0.93365827  0.93124564  0.81377645  1.00623316  0.96889268  0.88385456  0.94265364  0.95642010  0.92713758  0.93170216  0.98022368  0.87100064  0.93505310  0.97295183  1.00074784  0.92774066  0.93572968  0.92682135  0.95642497  0.94546753  0.92522587  0.94357932  0.94547759
  1.11728430  0.97189386  0.95630049  0.93995626  0.84876264  0.97691351  0.95983653  0.92494714  0.92304157  0.80321398  0.93985353  0.95494717  0.92818727  0.95559875  0.82554098  0.93365825  0.93124566  0.81380981  1.00623355  0.96889264  0.88385454  0.94265365  0.95642012  0.92713761  0.93170219  0.98022368  0.87100062  0.93505362  0.97295182  1.00078840  0.92774073  0.93572966  0.92682137  0.95642560  0.94546753  0.92522586  0.94357966  0.94547764
  1.19753075  0.97189397  0.95630047  0.93995622  0.84876272  0.97691346  0.95983656  0.92494711  0.92304150  0.80321395  0.93985354  0.95494727  0.92818728  0.95559875  0.82554100  0.93365823  0.93124560  0.81381626  1.00623356  0.96889256  0.88385452  0.94265364  0.95642011  0.92713762  0.93170217  0.98022363  0.87100069  0.93505353  0.97295180  1.00080911  0.92774081  0.93572970  0.92682127  0.95642545  0.94546761  0.92522583  0.94357952  0.94547757
  1.27777767  0.97189407  0.95630047  0.93995626  0.84876266  0.97691344  0.95983658  0.92494716  0.92304145  0.80321394  0.93985375  0.95494724  0.92818735  0.95559877  0.82554102  0.93365821  0.93124555  0.81381670  1.00623356  0.96889256  0.88385448  0.94265365  0.95642025  0.92713768  0.93170209  0.98022366  0.87100076  0.93505362  0.97295174  1.00081528  0.92774082  0.93572976  0.92682129  0.95642555  0.94546762  0.92522578  0.94357943  0.94547771
  1.35802460  0.97189406  0.95630043  0.93995626  0.84876267  0.97691343  0.95983658  0.92494716  0.92304149  0.80321388  0.93985374  0.95494730  0.92818731  0.95559881  0.82554105  0.93365827  0.93124555  0.81381672  1.00623356  0.96889250  0.88385446  0.94265365  0.95642025  0.92713773  0.93170219  0.98022369  0.87100076  0.93505362  0.97295179  1.00081576  0.92774087  0.93572972  0.92682122  0.95642554  0.94546756  0.92522586  0.94357943  0.94547776
  1.43827152  0.97189410  0.95630040  0.93995629  0.84876269  0.97691341  0.95983659  0.92494718  0.92304151  0.80321387  0.93985376  0.95494735  0.92818738  0.95559887  0.82554100  0.93365826  0.93124550  0.81381676  1.00623361  0.96889249  0.88385445  0.94265363  0.95642032  0.92713775  0.93170220  0.98022363  0.87100071  0.93505367  0.97295182  1.00081578  0.92774089  0.93572971  0.92682113  0.95642559  0.94546752  0.92522589  0.94357949  0.94547779
  1.51851845  0.97189403  0.95630024  0.93995655  0.84876278  0.97691345  0.95983659  0.92494721  0.92304142  0.80321383  0.93985377  0.95494736  0.92818715  0.95559892  0.82554105  0.93365812  0.93124550  0.81381671  1.00623358  0.96889259  0.88385451  0.94265386  0.95642036  0.92713778  0.93170224  0.98022359  0.87100055  0.93505372  0.97295175  1.00081579  0.92774073  0.93572962  0.92682116  0.95642569  0.94546736  0.92522600  0.94357996  0.94547792
  1.59876537  0.97189389  0.95630024  0.93995654  0.84876283  0.97691352  0.95983648  0.92494723  0.92304142  0.80321380  0.93985378  0.95494732  0.92818713  0.95559891  0.82554105  0.93365814  0.93124538  0.81381663  1.00623359  0.96889278  0.88385441  0.94265407  0.95642037  0.92713785  0.93170227  0.98022367  0.87100040  0.93505363  0.97295195  1.00081586  0.92774069  0.93572981  0.92682100  0.95642563  0.94546743  0.92522595  0.94358012  0.94547796
  1.67901230  0.97189392  0.95630032  0.93995653  0.84876286  0.97691360  0.95983644  0.92494722  0.92304139  0.80321372  0.93985370  0.95494726  0.92818717  0.95559894  0.82554113  0.93365802  0.93124544  0.81381664  1.00623361  0.96889288  0.88385454  0.94265421  0.95642050  0.92713781  0.93170227  0.98022362  0.87100030  0.93505374  0.97295217  1.00081588  0.92774073  0.93572969  0.92682102  0.95642583  0.94546743  0.92522600  0.94358013  0.94547785
  1.75925922  0.97189386  0.95630041  0.93995643  0.84876281  0.97691364  0.95983639  0.92494730  0.92304135  0.80321376  0.93985364  0.95494732  0.92818719  0.95559906  0.82554105  0.93365795  0.93124536  0.81381678  1.00623358  0.96889296  0.88385459  0.94265423  0.95642041  0.92713779  0.93170223  0.98022346  0.87100034  0.93505405  0.97295251  1.00081594  0.92774091  0.93572975  0.92682109  0.95642611  0.94546743  0.92522598  0.94358021  0.94547761
  1.83950615  0.97189417  0.95630091  0.93995671  0.84876286  0.97691369  0.95983598  0.92494739  0.92304160  0.80321366  0.93985385  0.95494735  0.92818709  0.95559865  0.82554083  0.93365790  0.93124540  0.81381677  1.00623372  0.96889272  0.88385465  0.94265384  0.95641993  0.92713730  0.93170136  0.98022344  0.87099993  0.93505423  0.97295289  1.00081634  0.92774083  0.93573017  0.92682140  0.95642638  0.94546762  0.92522606  0.94357995  0.94547761
  1.91975307  0.97189424  0.95630084  0.93995665  0.84876275  0.97691364  0.95983597  0.92494737  0.92304155  0.80321338  0.93985371  0.95494736  0.92818721  0.95559846  0.82554061  0.93365777  0.93124551  0.81381686  1.00623373  0.96889269  0.88385454  0.94265342  0.95641982  0.92713725  0.93170132  0.98022351  0.87100000  0.93505425  0.97295300  1.00081611  0.92774060  0.93573000  0.92682149  0.95642630  0.94546753  0.92522607  0.94358019  0.94547768
  2.00000000  0.97189454  0.95630075  0.93995681  0.84876264  0.97691356  0.95983580  0.92494739  0.92304160  0.80321327  0.93985371  0.95494723  0.92818719  0.95559829  0.82554058  0.93365790  0.93124566  0.81381692  1.00623379  0.96889256  0.88385448  0.94265306  0.95642022  0.92713735  0.93170132  0.98022350  0.87099996  0.93505432  0.97295317  1.00081628  0.92774036  0.93573024  0.92682177  0.95642628  0.94546738  0.92522629  0.94358009  0.94547757
