-0.4 4.3
-0.321694 4.44285
0.0980887 4.81956
1.0203 5.48827
2.07064 6.18891
3.07209 6.85448
4.07597 7.51914
5.06918 8.16107
6.09931 8.77492
6.80183 9.13934
7.1177 9.28771
8.05117 9.68289
9.08155 10.0717
9.55496 10.2409
