#Table Version   5
#[Z/Z_SOLAR]= 0.00 [A/Fe]= 0.0 GN93     | VALID RANGE:   50  50  50  50  51  54  59  66  77  82  82  82  82
#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  2.0000000E+03  5.1000000E+01  4.7008000E+01  1.4945000E+02  4.7349000E+02  1.2876000E+03  3.7864000E+03  1.0625000E+04  2.9393000E+04  8.4250000E+04  2.4807000E+05  7.5098000E+05  2.2692000E+06  6.7022000E+06
  2.2500000E+03  3.9875000E+01  3.2978906E+01  9.4549656E+01  2.9254240E+02  9.2677490E+02  2.2690000E+03  5.5808042E+03  1.5419375E+04  4.6028604E+04  1.3833846E+05  4.1880135E+05  1.3207533E+06  4.1949083E+06
  2.5000000E+03  7.5000000E+01  7.3340000E+01  1.2884000E+02  2.4894000E+02  6.8264000E+02  1.9258000E+03  4.4494000E+03  1.1491000E+04  3.1259000E+04  8.9297000E+04  2.6434000E+05  7.9919000E+05  2.7246000E+06
  2.7500000E+03  1.6225000E+02  1.7802615E+02  3.0658781E+02  5.3585458E+02  1.0371552E+03  2.6738708E+03  5.3000792E+03  1.1484969E+04  2.7430667E+04  7.1116750E+04  1.9431115E+05  5.3990438E+05  1.6250198E+06
  3.0000000E+03  1.7403000E+02  3.1136000E+02  5.6958000E+02  9.6924000E+02  1.7407000E+03  3.6110000E+03  7.9400000E+03  1.3864000E+04  2.8214000E+04  6.3950000E+04  1.6254000E+05  4.2176000E+05  1.1167000E+06
  3.2500000E+03  2.3547000E+02  5.0154740E+02  8.7943146E+02  1.5762265E+03  2.7945365E+03  5.3422500E+03  8.0861750E+03  1.7298000E+04  3.2322688E+04  6.3533344E+04  1.3946229E+05  3.3441490E+05  8.3132458E+05
  3.5000000E+03  2.6512000E+02  5.2611000E+02  1.0240000E+03  1.9833000E+03  3.7803000E+03  7.0253000E+03  1.2867000E+04  2.3925000E+04  4.3071000E+04  7.3323000E+04  1.4139000E+05  2.9681000E+05  6.7102000E+05
  3.7500000E+03  2.1995167E+02  4.4469677E+02  8.9663521E+02  1.8081438E+03  3.6095750E+03  7.1485094E+03  1.4045604E+04  2.6066417E+04  4.9303240E+04  8.7825375E+04  1.5646719E+05  2.9922979E+05  6.0922990E+05
  4.0000000E+03  1.9470434E+02  3.6445000E+02  7.3563000E+02  1.4923000E+03  3.0234000E+03  6.1198000E+03  1.2358000E+04  2.4028000E+04  4.8114000E+04  9.1848000E+04  1.6534000E+05  3.0354000E+05  5.8139000E+05
  4.2500000E+03  1.8626761E+02  3.2522094E+02  6.3121469E+02  1.2519042E+03  2.5133333E+03  5.0925344E+03  1.0322510E+04  2.0357240E+04  4.1520594E+04  8.3580531E+04  1.6295438E+05  2.9614740E+05  5.4975521E+05
  4.5000000E+03  1.9589656E+02  3.3111000E+02  6.1624000E+02  1.1696000E+03  2.2548000E+03  4.4271000E+03  8.7582000E+03  1.7154000E+04  3.4780000E+04  7.0162000E+04  1.4200000E+05  2.7909000E+05  5.1883000E+05
  4.7500000E+03  2.0240169E+02  3.4109240E+02  6.4174313E+02  1.1948698E+03  2.2376302E+03  4.2294187E+03  8.0398646E+03  1.5405552E+04  3.0356562E+04  6.0028750E+04  1.2012250E+05  2.4242865E+05  4.8038448E+05
  5.0000000E+03  1.9060106E+02  3.4076000E+02  6.4741000E+02  1.2226000E+03  2.2939000E+03  4.2628000E+03  7.9573000E+03  1.4942000E+04  2.8544000E+04  5.4798000E+04  1.0660000E+05  2.0938000E+05  4.1896000E+05
  5.2500000E+03  1.6419419E+02  2.9334120E+02  5.9016406E+02  1.1558458E+03  2.2222927E+03  4.2285490E+03  7.9781750E+03  1.5047135E+04  2.8278802E+04  5.2725844E+04  9.9959615E+04  1.9125812E+05  3.7229688E+05
  5.5000000E+03  1.3016471E+02  2.3663957E+02  5.0301000E+02  1.0111000E+03  2.0218000E+03  3.9704000E+03  7.6871000E+03  1.4790000E+04  2.7852000E+04  5.1729000E+04  9.6662000E+04  1.8293000E+05  3.4733000E+05
  5.7500000E+03  9.9586543E+01  1.8188022E+02  4.0308240E+02  8.3264740E+02  1.7148365E+03  3.4896240E+03  6.9786969E+03  1.3686875E+04  2.6329875E+04  4.9540854E+04  9.4119906E+04  1.7779260E+05  3.3233448E+05
  6.0000000E+03  7.7992119E+01  1.3577322E+02  3.0720000E+02  6.5154000E+02  1.3737000E+03  2.8658000E+03  5.9195000E+03  1.1912000E+04  2.3498000E+04  4.5666000E+04  8.9435000E+04  1.7042000E+05  3.1799000E+05
  6.2500000E+03  6.4621771E+01  1.0817788E+02  2.2446333E+02  4.7774158E+02  1.0399136E+03  2.2441095E+03  4.7539179E+03  9.8437208E+03  1.9944698E+04  4.0039969E+04  8.1042385E+04  1.5638448E+05  2.9861240E+05
  6.5000000E+03  5.6929591E+01  8.4506195E+01  1.5544756E+02  3.4264537E+02  7.6167939E+02  1.6952521E+03  3.6865704E+03  7.7850000E+03  1.6215000E+04  3.3632000E+04  7.0268000E+04  1.3846000E+05  2.7196000E+05
