#Table Version   5
#[Z/Z_SOLAR]=-2.50 [A/Fe]= 0.0 GN93     | VALID RANGE:   50  50  50  50  52  54  59  67  79  82  82  82  82
#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  2.0000000E+03  3.1336000E+03  8.2595000E+03  2.0374000E+04  4.9910000E+04  1.2007000E+05  2.7800000E+05  6.2916000E+05  1.3589000E+06  2.8472000E+06  5.8985000E+06  1.2064000E+07  2.4218000E+07  4.7951000E+07
  2.2500000E+03  2.3370104E+03  5.4376458E+03  1.3680344E+04  3.5585062E+04  8.9224583E+04  2.2039635E+05  5.1622448E+05  1.1630688E+06  2.5355875E+06  5.3311458E+06  1.1009362E+07  2.2543323E+07  4.5529385E+07
  2.5000000E+03  2.3169000E+03  4.6699000E+03  1.1251000E+04  2.8101000E+04  7.1188000E+04  1.7588000E+05  4.1611000E+05  9.6559000E+05  2.1384000E+06  4.6780000E+06  9.8248000E+06  2.0155000E+07  4.1257000E+07
  2.7500000E+03  2.5591875E+03  5.2602781E+03  1.1392094E+04  2.6137750E+04  6.1007750E+04  1.4645000E+05  3.4759333E+05  8.1004167E+05  1.8128594E+06  3.9709125E+06  8.5347510E+06  1.7722688E+07  3.6610479E+07
  3.0000000E+03  2.6675000E+03  6.4351000E+03  1.2394000E+04  2.6092000E+04  5.7128000E+04  1.2706000E+05  2.9066000E+05  6.6239000E+05  1.4928000E+06  3.2904000E+06  7.2811000E+06  1.5512000E+07  3.2045000E+07
  3.2500000E+03  2.6480625E+03  6.2146406E+03  1.2892562E+04  2.4514844E+04  5.0043188E+04  1.0947889E+05  2.4129167E+05  5.2902583E+05  1.1655062E+06  2.5386354E+06  5.6460490E+06  1.2922973E+07  2.7784198E+07
  3.5000000E+03  2.7713000E+03  5.8149000E+03  1.1733000E+04  2.3597000E+04  4.3396000E+04  8.4319000E+04  1.7708000E+05  3.8484000E+05  8.4933000E+05  1.9541000E+06  4.4078000E+06  9.9884000E+06  2.2594000E+07
  3.7500000E+03  2.4393521E+03  4.9812854E+03  1.0065809E+04  2.0201177E+04  3.9751031E+04  7.4164292E+04  1.4159719E+05  2.8737729E+05  6.2160385E+05  1.3929010E+06  3.2284802E+06  7.6127646E+06  1.7619583E+07
  4.0000000E+03  1.9186000E+03  4.0341000E+03  8.2954000E+03  1.6826000E+04  3.3120000E+04  6.4485000E+04  1.2231000E+05  2.3602000E+05  4.7401000E+05  1.0055000E+06  2.2349000E+06  5.1678000E+06  1.2258000E+07
  4.2500000E+03  1.3585756E+03  2.9711594E+03  6.3463250E+03  1.3138038E+04  2.6688469E+04  5.2751292E+04  1.0366058E+05  1.9765969E+05  3.8906740E+05  7.8688062E+05  1.6335771E+06  3.5592219E+06  8.1829812E+06
  4.5000000E+03  8.9116000E+02  1.9934000E+03  4.3941000E+03  9.4706000E+03  1.9708000E+04  4.0001000E+04  8.0774000E+04  1.5806000E+05  3.1158000E+05  6.2307000E+05  1.2633000E+06  2.6256000E+06  5.7462000E+06
  4.7500000E+03  5.8005531E+02  1.2908964E+03  2.8687635E+03  6.3173438E+03  1.3563000E+04  2.8593562E+04  5.8108990E+04  1.1767088E+05  2.3477062E+05  4.7037948E+05  9.5076490E+05  1.9381906E+06  4.1071708E+06
  5.0000000E+03  3.8255000E+02  8.4985000E+02  1.8796000E+03  4.1701000E+03  9.1164000E+03  1.9419000E+04  4.1171000E+04  8.3398000E+04  1.6847000E+05  3.4259000E+05  6.9035000E+05  1.4098000E+06  2.9105000E+06
  5.2500000E+03  2.5734461E+02  5.7382427E+02  1.2627664E+03  2.7886188E+03  6.1411500E+03  1.3319556E+04  2.8201781E+04  5.9187906E+04  1.2183646E+05  2.4558188E+05  4.9983042E+05  1.0157025E+06  2.0744938E+06
  5.5000000E+03  1.6981642E+02  3.9492000E+02  8.6757000E+02  1.9030000E+03  4.1822000E+03  9.1934000E+03  1.9966000E+04  4.2055000E+04  8.6816000E+04  1.8096000E+05  3.6251000E+05  7.4068000E+05  1.5143000E+06
  5.7500000E+03  1.1608533E+02  2.6382353E+02  6.0658177E+02  1.3309569E+03  2.9088802E+03  6.4016667E+03  1.3978469E+04  3.0149646E+04  6.4232104E+04  1.3143250E+05  2.6839458E+05  5.4792188E+05  1.1214364E+06
