#Table Version   5
#[Z/Z_SOLAR]=-1.50 [A/Fe]= 0.0 GN93     | VALID RANGE:   50  50  50  50  51  54  59  67  79  82  82  82  82
#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  2.0000000E+03  4.6732000E+02  1.2671000E+03  3.5274000E+03  9.8293000E+03  2.7102000E+04  7.3093000E+04  1.9485000E+05  4.9697000E+05  1.2381000E+06  2.9432000E+06  6.5343000E+06  1.3880000E+07  2.8954000E+07
  2.2500000E+03  3.2640854E+02  9.6115771E+02  2.4849198E+03  5.8936406E+03  1.6003562E+04  4.4655490E+04  1.2485481E+05  3.3580510E+05  8.8874625E+05  2.2492792E+06  5.4352573E+06  1.2205031E+07  2.5983698E+07
  2.5000000E+03  3.0240000E+02  7.6982000E+02  2.6862000E+03  4.9820000E+03  1.2278000E+04  3.1878000E+04  8.6360000E+04  2.3388000E+05  6.2081000E+05  1.6355000E+06  4.1115000E+06  9.8620000E+06  2.2133000E+07
  2.7500000E+03  6.2678625E+02  1.0455069E+03  2.8948083E+03  5.7425781E+03  1.2358938E+04  2.8524667E+04  6.9715781E+04  1.7797365E+05  4.5201802E+05  1.1645156E+06  2.9790760E+06  7.4662573E+06  1.7396365E+07
  3.0000000E+03  1.1816000E+03  2.0912000E+03  3.7449000E+03  7.5901000E+03  1.4262000E+04  2.9075000E+04  6.3995000E+04  1.4951000E+05  3.5945000E+05  8.6944000E+05  2.1308000E+06  5.2866000E+06  1.2892000E+07
  3.2500000E+03  1.3473812E+03  2.6358375E+03  5.0730948E+03  9.7108552E+03  1.6996052E+04  3.0423073E+04  6.1439490E+04  1.3236875E+05  2.9766000E+05  6.8067229E+05  1.5781104E+06  3.7135188E+06  8.9454208E+06
  3.5000000E+03  1.2401000E+03  2.5001000E+03  4.9402000E+03  9.7374000E+03  1.8868000E+04  3.3581000E+04  6.0570000E+04  1.1605000E+05  2.4583000E+05  5.3645000E+05  1.2077000E+06  2.7254000E+06  6.3944000E+06
  3.7500000E+03  1.0737064E+03  2.1148469E+03  4.1902490E+03  8.3523729E+03  1.6618333E+04  3.3075854E+04  6.0863250E+04  1.1043281E+05  2.1250656E+05  4.3507500E+05  9.3984625E+05  2.0888240E+06  4.7806052E+06
  4.0000000E+03  9.2984000E+02  1.8239000E+03  3.5718000E+03  7.0129000E+03  1.3789000E+04  2.7475000E+04  5.5072000E+04  1.0366000E+05  1.9052000E+05  3.6173000E+05  7.3216000E+05  1.5715000E+06  3.5038000E+06
  4.2500000E+03  8.4945667E+02  1.6651750E+03  3.2708625E+03  6.3683156E+03  1.2385406E+04  2.4031219E+04  4.6780792E+04  9.1364125E+04  1.7457510E+05  3.2393031E+05  6.1617240E+05  1.2273458E+06  2.6042938E+06
  4.5000000E+03  6.8940000E+02  1.4396000E+03  2.9102000E+03  5.7365000E+03  1.1284000E+04  2.1881000E+04  4.2114000E+04  8.0026000E+04  1.5535000E+05  2.9288000E+05  5.5159000E+05  1.0530000E+06  2.1062000E+06
