#Table Version   5
#[Z/Z_SOLAR]=-1.00 [A/Fe]= 0.0 GN93     | VALID RANGE:   50  50  50  50  51  54  59  67  78  82  82  82  82
#Teff(K)| Pgas@  log g =-0.50   log g = 0.00   log g = 0.50   log g = 1.00   log g = 1.50   log g = 2.00   log g = 2.50   log g = 3.00   log g = 3.50   log g = 4.00   log g = 4.50   log g = 5.00   log g = 5.50 
  2.0000000E+03  1.5394000E+02  4.4943000E+02  1.2593000E+03  3.4855000E+03  9.8835000E+03  2.8704000E+04  7.8347000E+04  2.1694000E+05  5.9645000E+05  1.6008000E+06  4.0178000E+06  9.4784000E+06  2.0974000E+07
  2.2500000E+03  1.0443719E+02  3.1259531E+02  9.4332427E+02  2.3284198E+03  5.7263344E+03  1.5717677E+04  4.5149177E+04  1.2953515E+05  3.7052208E+05  1.0505451E+06  2.8933156E+06  7.4752385E+06  1.7718198E+07
  2.5000000E+03  1.3804000E+02  2.7125000E+02  7.3557000E+02  2.6336000E+03  4.7818000E+03  1.1931000E+04  3.1684000E+04  8.8444000E+04  2.4677000E+05  6.9863000E+05  1.9545000E+06  5.3608000E+06  1.3906000E+07
  2.7500000E+03  3.6187865E+02  6.0904510E+02  1.0237921E+03  2.9578323E+03  5.5435510E+03  1.2065625E+04  2.7930969E+04  6.9956646E+04  1.8238177E+05  4.8611229E+05  1.3352479E+06  3.6816708E+06  9.8585635E+06
  3.0000000E+03  6.9685000E+02  1.2028000E+03  2.0218000E+03  3.7515000E+03  8.0254000E+03  1.4171000E+04  2.8989000E+04  6.3685000E+04  1.5080000E+05  3.7380000E+05  9.4505000E+05  2.4816000E+06  6.6402000E+06
  3.2500000E+03  8.4399990E+02  1.6203417E+03  3.0805750E+03  5.8235323E+03  1.0362287E+04  1.8506052E+04  3.1351198E+04  6.2417458E+04  1.3452885E+05  3.0773219E+05  7.3006719E+05  1.7661812E+06  4.4176396E+06
  3.5000000E+03  7.7550000E+02  1.5475000E+03  3.0502000E+03  6.0027000E+03  1.1583000E+04  2.2276000E+04  3.7929000E+04  6.7948000E+04  1.3118000E+05  2.7092000E+05  5.9525000E+05  1.3494000E+06  3.1435000E+06
  3.7500000E+03  6.5784844E+02  1.3047802E+03  2.5961854E+03  5.1821531E+03  1.0303697E+04  2.0379698E+04  3.9800000E+04  7.0894875E+04  1.3009146E+05  2.5043458E+05  5.1155479E+05  1.0881630E+06  2.4074573E+06
  4.0000000E+03  5.6862000E+02  1.1108000E+03  2.1693000E+03  4.2635000E+03  8.4616000E+03  1.6842000E+04  3.4063000E+04  6.8564000E+04  1.2465000E+05  2.2842000E+05  4.3705000E+05  8.8939000E+05  1.8913000E+06
  4.2500000E+03  5.3948677E+02  1.0397073E+03  1.9953177E+03  3.8437604E+03  7.4686625E+03  1.4565323E+04  2.8618167E+04  5.6293854E+04  1.1287372E+05  2.1505302E+05  3.9270188E+05  7.5117115E+05  1.5046312E+06
  4.5000000E+03  5.1107000E+02  1.0005000E+03  1.9350000E+03  3.7286000E+03  7.1215000E+03  1.3561000E+04  2.5801000E+04  4.9098000E+04  9.6437000E+04  1.8910000E+05  3.6181000E+05  6.7725000E+05  1.2901000E+06
  4.7500000E+03  4.3442746E+02  8.4850802E+02  1.7283177E+03  3.4078521E+03  6.6523479E+03  1.2723688E+04  2.4213260E+04  4.5974104E+04  8.8563208E+04  1.6812302E+05  3.2743833E+05  6.2036698E+05  1.1694156E+06
  5.0000000E+03  3.3466062E+02  6.5900000E+02  1.3827000E+03  2.8332000E+03  5.6899000E+03  1.1515000E+04  2.2491000E+04  4.3370000E+04  8.2172000E+04  1.5552000E+05  2.9891000E+05  5.6421000E+05  1.0699000E+06
  5.2500000E+03  2.3205916E+02  4.6949927E+02  1.0357251E+03  2.1918448E+03  4.5916729E+03  9.4153604E+03  1.9137948E+04  3.7729635E+04  7.3271115E+04  1.4076677E+05  2.6825698E+05  5.1027281E+05  9.8530927E+05
  5.5000000E+03  1.5475505E+02  3.2334260E+02  7.5831000E+02  1.6216000E+03  3.4637000E+03  7.3012000E+03  1.5345000E+04  3.1314000E+04  6.2064000E+04  1.2267000E+05  2.3402000E+05  4.5383000E+05  8.8314000E+05
  5.7500000E+03  1.0851823E+02  2.1949749E+02  5.4074969E+02  1.1734125E+03  2.5256719E+03  5.4514948E+03  1.1648962E+04  2.4522698E+04  4.9889052E+04  1.0141381E+05  1.9692688E+05  3.9059448E+05  7.4295156E+05
  6.0000000E+03  8.1804585E+01  1.5082809E+02  3.8361000E+02  8.4360000E+02  1.8035000E+03  3.9961000E+03  8.6490000E+03  1.7898000E+04  3.8900000E+04  8.0290000E+04  1.5952000E+05  3.2165000E+05  6.2348000E+05
  6.2500000E+03  6.6470614E+01  1.1368861E+02  2.6479350E+02  5.8456168E+02  1.2921056E+03  2.8631052E+03  6.2852338E+03  1.3858917E+04  2.9650677E+04  6.2479083E+04  1.2841396E+05  2.6028344E+05  5.2013104E+05
  6.5000000E+03  5.7885381E+01  8.7452220E+01  1.7926625E+02  4.0236092E+02  9.1108226E+02  2.0444007E+03  4.5465557E+03  1.0378000E+04  2.2457000E+04  4.8570000E+04  1.0201000E+05  2.0740000E+05  4.2824000E+05
  6.7500000E+03  5.3323719E+01  7.1516838E+01  1.1625105E+02  2.7360964E+02  6.3084653E+02  1.4376513E+03  3.2499822E+03  7.7784792E+03  1.7014146E+04  3.7297135E+04  7.9510656E+04  1.6640979E+05  3.4352969E+05
  7.0000000E+03  5.1139260E+01  6.2214379E+01  7.6614640E+01  1.8811389E+02  4.2413994E+02  9.8546655E+02  2.2744698E+03  5.8334000E+03  1.2885000E+04  2.8630000E+04  6.1908000E+04  1.3398000E+05  2.7567000E+05
  7.2500000E+03  5.0344131E+01  5.7061620E+01  5.9551784E+01  1.3809968E+02  3.0077269E+02  7.0427744E+02  1.6542039E+03  4.2559863E+03  9.7330036E+03  2.1890957E+04  4.8592281E+04  1.0571611E+05  2.2210000E+05
  7.5000000E+03  5.0347323E+01  5.4432450E+01  5.5471673E+01  1.0561777E+02  2.1475247E+02  4.9958631E+02  1.1942860E+03  3.1550344E+03  7.3121469E+03  1.6634635E+04  3.7141312E+04  8.3309833E+04  1.8325125E+05
  7.7500000E+03  5.0799777E+01  5.3307543E+01  6.1168825E+01  8.5382495E+01  1.5684688E+02  3.5316001E+02  8.5345733E+02  2.2887121E+03  5.3532535E+03  1.2713645E+04  2.8427898E+04  6.4709562E+04  1.4513451E+05
  8.0000000E+03  5.1492841E+01  5.3056530E+01  5.7972293E+01  7.3258003E+01  1.1946320E+02  2.5177483E+02  6.0490702E+02  1.6546000E+03  3.9157000E+03  9.5506000E+03  2.2038000E+04  5.0930000E+04  1.1644000E+05
  8.2500000E+03  5.2301832E+01  5.3298906E+01  5.6438460E+01  6.6240517E+01  9.6216498E+01  1.8433123E+02  4.2888113E+02  1.1943089E+03  2.9174367E+03  7.1064859E+03  1.6660191E+04  3.9416191E+04  9.1992812E+04
  8.5000000E+03  5.3150840E+01  5.3806379E+01  5.5872404E+01  6.2331911E+01  8.2175662E+01  1.4115088E+02  3.0884242E+02  8.6191198E+02  2.1369583E+03  5.2310615E+03  1.2448556E+04  3.0091990E+04  7.1576260E+04
  8.7500000E+03  5.3993858E+01  5.4442696E+01  5.5857116E+01  6.0282832E+01  7.3884319E+01  1.1434419E+02  2.3013473E+02  5.9671531E+02  1.5944188E+03  3.9102547E+03  9.6640258E+03  2.3014434E+04  5.5922504E+04
  9.0000000E+03  5.4802004E+01  5.5125193E+01  5.6143488E+01  5.9330729E+01  6.9115958E+01  9.8085767E+01  1.8028262E+02  4.2403000E+02  1.1618000E+03  3.0298000E+03  7.3426000E+03  1.7587000E+04  4.3386000E+04
  9.2500000E+03  5.5556465E+01  5.5803513E+01  5.6581890E+01  5.9016733E+01  6.6485856E+01  8.8453672E+01  1.4966066E+02  3.0809796E+02  8.3695549E+02  2.2741678E+03  5.7200549E+03  1.3703550E+04  3.3226423E+04
  9.5000000E+03  5.6244249E+01  5.6445912E+01  5.7081294E+01  5.9068351E+01  6.5156729E+01  8.2949831E+01  1.3148782E+02  2.3667177E+02  6.3030059E+02  1.6883157E+03  4.4907747E+03  1.1010619E+04  2.5582469E+04
  9.7500000E+03  5.6855736E+01  5.7031567E+01  5.7585553E+01  5.9317686E+01  6.4617605E+01  8.0025741E+01  1.2124332E+02  1.9683730E+02  4.9766119E+02  1.3025797E+03  3.4539411E+03  8.9510367E+03  1.9753129E+04
  1.0000000E+04  5.7383209E+01  5.7545965E+01  5.8058676E+01  5.9661402E+01  6.4560969E+01  7.8734123E+01  1.1603798E+02  1.7513462E+02  4.1683867E+02  1.0469798E+03  2.7219598E+03  7.1424934E+03  1.5212833E+04
  1.0250000E+04  5.7820093E+01  5.7978362E+01  5.8476938E+01  6.0034875E+01  6.4789308E+01  7.8489618E+01  1.1406872E+02  1.6662889E+02  3.7238928E+02  8.8545075E+02  2.2265067E+03  5.7761491E+03  1.2065278E+04
  1.0500000E+04  5.8160404E+01  5.8320150E+01  5.8823317E+01  6.0394993E+01  6.5184424E+01  7.8927739E+01  1.1422299E+02  1.6529439E+02  3.5123232E+02  7.8768904E+02  1.8884281E+03  4.7707575E+03  9.7729266E+03
  1.0750000E+04  5.8398300E+01  5.8563896E+01  5.9085465E+01  6.0713308E+01  6.5666053E+01  7.9816523E+01  1.1580880E+02  1.6841825E+02  3.4508978E+02  7.3485872E+02  1.6702552E+03  4.0583295E+03  8.1458334E+03
  1.1000000E+04  5.8528502E+01  5.8703241E+01  5.9253402E+01  6.0969829E+01  6.6182628E+01  8.1009693E+01  1.1839524E+02  1.7431366E+02  3.4850832E+02  7.1252788E+02  1.5395135E+03  3.5707424E+03  7.0289958E+03
  1.1250000E+04  5.8545513E+01  5.8732074E+01  5.9319329E+01  6.1150209E+01  6.6700267E+01  8.2414144E+01  1.2171457E+02  1.8213967E+02  3.5815360E+02  7.1092127E+02  1.4704409E+03  3.2517706E+03  6.2959807E+03
  1.1500000E+04  5.8443892E+01  5.8644569E+01  5.9276105E+01  6.1243589E+01  6.7195638E+01  8.3968424E+01  1.2559420E+02  1.9122647E+02  3.7225313E+02  7.2350986E+02  1.4457994E+03  3.0585706E+03  5.8465053E+03
