#Teff logg mdivh bb_U bb_B bb_V bb_R bb_I
26600.0 0.0 0.0 -1.04860506966 -2.17011995641 -2.3675005603 -2.44358346588 -2.56053699197
26700.0 0.0 0.0 -1.05698737299 -2.17927935541 -2.3773684627 -2.45384354894 -2.57122288488
26800.0 0.0 0.0 -1.06535516261 -2.18841768132 -2.38720940698 -2.46407342386 -2.58187511122
26900.0 0.0 0.0 -1.07370840545 -2.19753498159 -2.39702351215 -2.47427324928 -2.59249387114
27000.0 0.0 0.0 -1.08204707052 -2.20663130448 -2.40681089686 -2.4844431829 -2.60307936316
27100.0 0.0 0.0 -1.09037112883 -2.21570669899 -2.41657167941 -2.49458338142 -2.61363178419
27200.0 0.0 0.0 -1.09868055341 -2.22476121487 -2.42630597777 -2.5046940006 -2.62415132955
27300.0 0.0 0.0 -1.10697531917 -2.23379490259 -2.43601390953 -2.51477519522 -2.63463819297
27400.0 0.0 0.0 -1.11525540288 -2.24280781326 -2.4456955919 -2.52482711911 -2.64509256664
27500.0 0.0 0.0 -1.12352078316 -2.25179999868 -2.45535114173 -2.53484992515 -2.65551464115
27600.0 0.0 0.0 -1.13177144034 -2.26077151123 -2.46498067544 -2.54484376524 -2.6659046056
27700.0 0.0 0.0 -1.14000735649 -2.26972240391 -2.4745843091 -2.55480879034 -2.67626264755
27800.0 0.0 0.0 -1.14822851536 -2.27865273026 -2.48416215832 -2.56474515046 -2.68658895303
27900.0 0.0 0.0 -1.15643490227 -2.28756254438 -2.49371433834 -2.57465299467 -2.69688370661
28000.0 0.0 0.0 -1.16462650415 -2.29645190088 -2.50324096395 -2.5845324711 -2.70714709134
28100.0 0.0 0.0 -1.17280330946 -2.30532085484 -2.51274214953 -2.59438372691 -2.71737928883
28200.0 0.0 0.0 -1.18096530812 -2.31416946184 -2.52221800902 -2.60420690837 -2.72758047923
28300.0 0.0 0.0 -1.1891124915 -2.32299777788 -2.53166865592 -2.61400216077 -2.73775084122
28400.0 0.0 0.0 -1.1972448524 -2.33180585939 -2.54109420328 -2.62376962851 -2.7478905521
28500.0 0.0 0.0 -1.20536238496 -2.3405937632 -2.5504947637 -2.63350945504 -2.75799978772
28600.0 0.0 0.0 -1.21346508465 -2.34936154653 -2.55987044935 -2.64322178292 -2.76807872252
28700.0 0.0 0.0 -1.22155294823 -2.35810926696 -2.5692213719 -2.65290675375 -2.77812752958
28800.0 0.0 0.0 -1.2296259737 -2.36683698238 -2.57854764259 -2.66256450825 -2.78814638059
28900.0 0.0 0.0 -1.2376841603 -2.37554475105 -2.58784937217 -2.67219518623 -2.79813544587
29000.0 0.0 0.0 -1.24572750844 -2.38423263151 -2.59712667094 -2.68179892658 -2.80809489439
29100.0 0.0 0.0 -1.25375601968 -2.39290068259 -2.6063796487 -2.69137586731 -2.8180248938
29200.0 0.0 0.0 -1.26176969669 -2.40154896338 -2.6156084148 -2.70092614552 -2.82792561039
29300.0 0.0 0.0 -1.26976854322 -2.41017753325 -2.62481307808 -2.71044989743 -2.83779720917
29400.0 0.0 0.0 -1.27775256411 -2.41878645178 -2.63399374691 -2.71994725836 -2.84763985383
29500.0 0.0 0.0 -1.28572176516 -2.42737577879 -2.64315052918 -2.72941836278 -2.85745370677
29600.0 0.0 0.0 -1.29367615323 -2.4359455743 -2.65228353229 -2.73886334424 -2.86723892912
29700.0 0.0 0.0 -1.30161573609 -2.44449589852 -2.66139286313 -2.74828233547 -2.87699568075
29800.0 0.0 0.0 -1.30954052249 -2.45302681185 -2.67047862811 -2.75767546828 -2.88672412025
29900.0 0.0 0.0 -1.31745052206 -2.46153837484 -2.67954093316 -2.76704287367 -2.89642440499
30000.0 0.0 0.0 -1.32534574533 -2.47003064821 -2.68857988369 -2.77638468174 -2.90609669112
30100.0 0.0 0.0 -1.33322620368 -2.47850369279 -2.69759558462 -2.78570102177 -2.91574113354
30200.0 0.0 0.0 -1.34109190932 -2.48695756957 -2.70658814038 -2.79499202217 -2.92535788597
30300.0 0.0 0.0 -1.34894287529 -2.49539233963 -2.71555765488 -2.80425781052 -2.93494710091
30400.0 0.0 0.0 -1.35677911539 -2.50380806417 -2.72450423155 -2.81349851357 -2.94450892969
30500.0 0.0 0.0 -1.36460064419 -2.51220480446 -2.73342797331 -2.82271425724 -2.95404352247
30600.0 0.0 0.0 -1.37240747701 -2.52058262187 -2.74232898257 -2.83190516659 -2.96355102824
30700.0 0.0 0.0 -1.38019962986 -2.52894157783 -2.75120736124 -2.8410713659 -2.97303159484
30800.0 0.0 0.0 -1.38797711948 -2.53728173384 -2.76006321074 -2.85021297861 -2.98248536895
30900.0 0.0 0.0 -1.39573996326 -2.54560315143 -2.76889663196 -2.85933012736 -2.99191249616
31000.0 0.0 0.0 -1.40348817926 -2.5539058922 -2.77770772532 -2.86842293398 -3.00131312089
31100.0 0.0 0.0 -1.41122178615 -2.56219001774 -2.7864965907 -2.8774915195 -3.0106873865
31200.0 0.0 0.0 -1.41894080325 -2.57045558971 -2.7952633275 -2.88653600415 -3.02003543522
31300.0 0.0 0.0 -1.42664525046 -2.57870266974 -2.80400803461 -2.89555650737 -3.02935740818
31400.0 0.0 0.0 -1.43433514825 -2.58693131949 -2.81273081042 -2.90455314783 -3.03865344547
31500.0 0.0 0.0 -1.44201051766 -2.59514160061 -2.8214317528 -2.91352604339 -3.04792368609
31600.0 0.0 0.0 -1.44967138027 -2.60333357474 -2.83011095914 -2.92247531117 -3.05716826797
31700.0 0.0 0.0 -1.4573177582 -2.61150730349 -2.83876852631 -2.93140106749 -3.066387328
31800.0 0.0 0.0 -1.46494967406 -2.61966284846 -2.8474045507 -2.94030342792 -3.07558100204
31900.0 0.0 0.0 -1.47256715096 -2.62780027121 -2.85601912816 -2.94918250726 -3.08474942492
32000.0 0.0 0.0 -1.48017021249 -2.63591963326 -2.86461235409 -2.95803841958 -3.09389273043
32100.0 0.0 0.0 -1.48775888271 -2.64402099608 -2.87318432336 -2.96687127818 -3.10301105136
32200.0 0.0 0.0 -1.49533318611 -2.65210442109 -2.88173513034 -2.97568119561 -3.11210451952
32300.0 0.0 0.0 -1.50289314764 -2.66016996965 -2.89026486891 -2.98446828369 -3.12117326569
32400.0 0.0 0.0 -1.51043879264 -2.66821770304 -2.89877363246 -2.99323265351 -3.1302174197
32500.0 0.0 0.0 -1.51797014688 -2.67624768249 -2.90726151389 -3.00197441543 -3.13923711038
32600.0 0.0 0.0 -1.5254872365 -2.68425996915 -2.91572860558 -3.01069367909 -3.14823246563
32700.0 0.0 0.0 -1.53299008805 -2.69225462407 -2.92417499944 -3.01939055338 -3.15720361235
32800.0 0.0 0.0 -1.5404787284 -2.70023170823 -2.93260078689 -3.02806514653 -3.16615067653
32900.0 0.0 0.0 -1.54795318482 -2.70819128251 -2.94100605885 -3.03671756601 -3.1750737832
33000.0 0.0 0.0 -1.5554134849 -2.71613340769 -2.94939090575 -3.04534791861 -3.18397305648
33100.0 0.0 0.0 -1.56285965657 -2.72405814444 -2.95775541755 -3.05395631043 -3.19284861955
33200.0 0.0 0.0 -1.57029172805 -2.73196555335 -2.9660996837 -3.06254284686 -3.20170059469
33300.0 0.0 0.0 -1.57770972791 -2.73985569487 -2.9744237932 -3.0711076326 -3.21052910327
33400.0 0.0 0.0 -1.58511368499 -2.74772862934 -2.98272783454 -3.07965077167 -3.21933426577
33500.0 0.0 0.0 -1.59250362841 -2.755584417 -2.99101189574 -3.08817236742 -3.22811620177
33600.0 0.0 0.0 -1.59987958759 -2.76342311793 -2.99927606434 -3.09667252253 -3.23687502999
33700.0 0.0 0.0 -1.6072415922 -2.77124479212 -3.0075204274 -3.10515133897 -3.24561086826
33800.0 0.0 0.0 -1.61458967217 -2.7790494994 -3.01574507152 -3.1136089181 -3.25432383356
33900.0 0.0 0.0 -1.62192385766 -2.78683729949 -3.02395008281 -3.12204536059 -3.26301404201
34000.0 0.0 0.0 -1.6292441791 -2.79460825194 -3.03213554692 -3.13046076645 -3.27168160889
34100.0 0.0 0.0 -1.63655066711 -2.80236241619 -3.04030154903 -3.13885523505 -3.28032664862
34200.0 0.0 0.0 -1.64384335256 -2.81009985152 -3.04844817384 -3.14722886513 -3.2889492748
34300.0 0.0 0.0 -1.6511222665 -2.81782061706 -3.0565755056 -3.15558175475 -3.29754960022
34400.0 0.0 0.0 -1.65838744021 -2.82552477179 -3.0646836281 -3.16391400138 -3.30612773683
34500.0 0.0 0.0 -1.66563890515 -2.83321237455 -3.07277262464 -3.17222570183 -3.31468379579
34600.0 0.0 0.0 -1.67287669296 -2.84088348401 -3.08084257809 -3.18051695228 -3.32321788743
34700.0 0.0 0.0 -1.68010083547 -2.84853815868 -3.08889357086 -3.1887878483 -3.33173012132
34800.0 0.0 0.0 -1.68731136466 -2.85617645691 -3.09692568489 -3.19703848485 -3.34022060621
34900.0 0.0 0.0 -1.6945083127 -2.8637984369 -3.10493900168 -3.20526895626 -3.3486894501
35000.0 0.0 0.0 -1.7016917119 -2.87140415667 -3.11293360227 -3.21347935626 -3.35713676019
35100.0 0.0 0.0 -1.70886159471 -2.87899367408 -3.12090956725 -3.22166977797 -3.36556264293
35200.0 0.0 0.0 -1.71601799373 -2.88656704681 -3.12886697678 -3.22984031393 -3.373967204
35300.0 0.0 0.0 -1.7231609417 -2.89412433238 -3.13680591056 -3.23799105604 -3.38235054833
35400.0 0.0 0.0 -1.73029047148 -2.90166558812 -3.14472644785 -3.24612209567 -3.39071278012
35500.0 0.0 0.0 -1.73740661605 -2.9091908712 -3.15262866747 -3.25423352356 -3.3990540028
35600.0 0.0 0.0 -1.74450940851 -2.9167002386 -3.1605126478 -3.26232542988 -3.40737431909
35700.0 0.0 0.0 -1.75159888208 -2.92419374714 -3.1683784668 -3.27039790423 -3.41567383098
35800.0 0.0 0.0 -1.75867507005 -2.93167145343 -3.17622620197 -3.27845103563 -3.42395263973
35900.0 0.0 0.0 -1.76573800585 -2.93913341392 -3.1840559304 -3.28648491253 -3.4322108459
36000.0 0.0 0.0 -1.77278772298 -2.94657968488 -3.19186772874 -3.29449962281 -3.44044854934
36100.0 0.0 0.0 -1.77982425502 -2.95401032236 -3.19966167321 -3.30249525381 -3.44866584919
36200.0 0.0 0.0 -1.78684763564 -2.96142538227 -3.20743783962 -3.31047189229 -3.45686284391
36300.0 0.0 0.0 -1.79385789859 -2.9688249203 -3.21519630335 -3.31842962448 -3.46503963126
36400.0 0.0 0.0 -1.80085507769 -2.97620899197 -3.22293713935 -3.32636853604 -3.47319630833
36500.0 0.0 0.0 -1.80783920683 -2.98357765259 -3.23066042216 -3.33428871211 -3.48133297151
36600.0 0.0 0.0 -1.81481031994 -2.99093095729 -3.23836622592 -3.34219023726 -3.48944971656
36700.0 0.0 0.0 -1.82176845103 -2.99826896101 -3.24605462432 -3.35007319555 -3.49754663853
36800.0 0.0 0.0 -1.82871363416 -3.0055917185 -3.25372569067 -3.3579376705 -3.50562383184
36900.0 0.0 0.0 -1.83564590343 -3.0128992843 -3.26137949786 -3.36578374511 -3.51368139026
37000.0 0.0 0.0 -1.84256529298 -3.02019171278 -3.26901611838 -3.37361150184 -3.52171940689
37100.0 0.0 0.0 -1.84947183701 -3.02746905809 -3.27663562429 -3.38142102263 -3.52973797422
37200.0 0.0 0.0 -1.85636556972 -3.0347313742 -3.28423808729 -3.38921238893 -3.53773718407
37300.0 0.0 0.0 -1.86324652539 -3.04197871487 -3.29182357865 -3.39698568166 -3.54571712767
37400.0 0.0 0.0 -1.87011473828 -3.04921113368 -3.29939216924 -3.40474098122 -3.55367789558
37500.0 0.0 0.0 -1.87697024271 -3.056428684 -3.30694392955 -3.41247836752 -3.56161957779
37600.0 0.0 0.0 -1.88381307299 -3.063631419 -3.31447892968 -3.42019791998 -3.56954226363
37700.0 0.0 0.0 -1.89064326347 -3.07081939165 -3.32199723931 -3.42789971751 -3.57744604185
37800.0 0.0 0.0 -1.8974608485 -3.07799265474 -3.32949892777 -3.43558383851 -3.58533100059
37900.0 0.0 0.0 -1.90426586245 -3.08515126083 -3.33698406398 -3.44325036094 -3.59319722739
38000.0 0.0 0.0 -1.91105833968 -3.0922952623 -3.34445271647 -3.45089936221 -3.60104480921
38100.0 0.0 0.0 -1.91783831458 -3.09942471133 -3.35190495342 -3.45853091931 -3.6088738324
38200.0 0.0 0.0 -1.9246058215 -3.10653965989 -3.35934084258 -3.4661451087 -3.61668438275
38300.0 0.0 0.0 -1.93136089484 -3.11364015974 -3.36676045138 -3.4737420064 -3.62447654546
38400.0 0.0 0.0 -1.93810356894 -3.12072626247 -3.37416384682 -3.48132168795 -3.63225040516
38500.0 0.0 0.0 -1.94483387817 -3.12779801945 -3.38155109557 -3.48888422842 -3.64000604591
38600.0 0.0 0.0 -1.95155185688 -3.13485548183 -3.38892226391 -3.49642970241 -3.64774355121
38700.0 0.0 0.0 -1.95825753938 -3.14189870059 -3.39627741775 -3.50395818406 -3.65546300402
38800.0 0.0 0.0 -1.96495096 -3.14892772649 -3.40361662264 -3.51146974707 -3.6631644867
38900.0 0.0 0.0 -1.97163215303 -3.15594261009 -3.41093994376 -3.51896446466 -3.67084808112
39000.0 0.0 0.0 -1.97830115274 -3.16294340176 -3.41824744594 -3.52644240963 -3.67851386857
39100.0 0.0 0.0 -1.98495799338 -3.16993015166 -3.42553919362 -3.53390365431 -3.6861619298
39200.0 0.0 0.0 -1.99160270917 -3.17690290973 -3.43281525092 -3.54134827059 -3.69379234504
39300.0 0.0 0.0 -1.9982353343 -3.18386172575 -3.44007568158 -3.54877632992 -3.701405194
39400.0 0.0 0.0 -2.00485590293 -3.19080664925 -3.44732054901 -3.55618790333 -3.70900055583
39500.0 0.0 0.0 -2.01146444919 -3.1977377296 -3.45454991623 -3.56358306138 -3.71657850919
39600.0 0.0 0.0 -2.01806100716 -3.20465501594 -3.46176384595 -3.57096187425 -3.72413913221
39700.0 0.0 0.0 -2.02464561091 -3.21155855723 -3.46896240051 -3.57832441164 -3.73168250251
39800.0 0.0 0.0 -2.03121829445 -3.21844840222 -3.47614564191 -3.58567074286 -3.73920869721
39900.0 0.0 0.0 -2.03777909174 -3.22532459944 -3.48331363182 -3.5930009368 -3.74671779291
40000.0 0.0 0.0 -2.04432803672 -3.23218719726 -3.49046643154 -3.6003150619 -3.75420986573
40100.0 0.0 0.0 -2.05086516327 -3.23903624381 -3.49760410208 -3.60761318623 -3.76168499128
40200.0 0.0 0.0 -2.05739050523 -3.24587178704 -3.50472670405 -3.61489537741 -3.76914324468
40300.0 0.0 0.0 -2.06390409638 -3.25269387471 -3.51183429779 -3.62216170267 -3.77658470058
40400.0 0.0 0.0 -2.07040597045 -3.25950255435 -3.51892694326 -3.62941222884 -3.78400943313
40500.0 0.0 0.0 -2.07689616114 -3.26629787333 -3.52600470011 -3.63664702234 -3.791417516
40600.0 0.0 0.0 -2.08337470208 -3.27307987878 -3.53306762765 -3.64386614918 -3.7988090224
40700.0 0.0 0.0 -2.08984162683 -3.27984861766 -3.5401157849 -3.65106967499 -3.80618402506
40800.0 0.0 0.0 -2.09629696892 -3.28660413673 -3.5471492305 -3.658257665 -3.81354259623
40900.0 0.0 0.0 -2.1027407618 -3.29334648253 -3.55416802281 -3.66543018405 -3.82088480774
41000.0 0.0 0.0 -2.10917303888 -3.30007570144 -3.56117221986 -3.6725872966 -3.8282107309
41100.0 0.0 0.0 -2.1155938335 -3.3067918396 -3.56816187936 -3.67972906671 -3.83552043662
41200.0 0.0 0.0 -2.12200317893 -3.31349494299 -3.57513705869 -3.68685555806 -3.84281399532
41300.0 0.0 0.0 -2.1284011084 -3.32018505737 -3.58209781494 -3.69396683397 -3.85009147699
41400.0 0.0 0.0 -2.13478765503 -3.32686222832 -3.58904420487 -3.70106295737 -3.85735295118
41500.0 0.0 0.0 -2.14116285193 -3.33352650123 -3.59597628494 -3.7081439908 -3.86459848698
41600.0 0.0 0.0 -2.1475267321 -3.34017792126 -3.6028941113 -3.71520999647 -3.87182815307
41700.0 0.0 0.0 -2.15387932849 -3.34681653342 -3.6097977398 -3.72226103618 -3.87904201767
41800.0 0.0 0.0 -2.16022067398 -3.3534423825 -3.61668722596 -3.72929717139 -3.88624014858
41900.0 0.0 0.0 -2.16655080138 -3.36005551311 -3.62356262502 -3.7363184632 -3.89342261319
42000.0 0.0 0.0 -2.17286974341 -3.36665596965 -3.63042399193 -3.74332497233 -3.90058947843
42100.0 0.0 0.0 -2.17917753276 -3.37324379635 -3.63727138131 -3.75031675915 -3.90774081086
42200.0 0.0 0.0 -2.185474202 -3.37981903724 -3.64410484751 -3.75729388369 -3.91487667657
42300.0 0.0 0.0 -2.19175978365 -3.38638173615 -3.65092444458 -3.76425640561 -3.92199714128
42400.0 0.0 0.0 -2.19803431015 -3.39293193673 -3.65773022625 -3.77120438423 -3.92910227028
42500.0 0.0 0.0 -2.20429781387 -3.39946968245 -3.66452224601 -3.77813787853 -3.93619212847
42600.0 0.0 0.0 -2.21055032709 -3.40599501656 -3.67130055701 -3.78505694712 -3.94326678031
42700.0 0.0 0.0 -2.21679188202 -3.41250798215 -3.67806521215 -3.79196164829 -3.95032628991
42800.0 0.0 0.0 -2.2230225108 -3.41900862212 -3.68481626403 -3.79885203999 -3.95737072095
42900.0 0.0 0.0 -2.22924224547 -3.42549697916 -3.69155376495 -3.80572817983 -3.96440013673
43000.0 0.0 0.0 -2.23545111801 -3.4319730958 -3.69827776695 -3.81259012508 -3.97141460016
43100.0 0.0 0.0 -2.24164916031 -3.43843701437 -3.7049883218 -3.81943793268 -3.97841417375
43200.0 0.0 0.0 -2.24783640417 -3.44488877702 -3.71168548095 -3.82627165924 -3.98539891964
43300.0 0.0 0.0 -2.25401288133 -3.45132842572 -3.71836929562 -3.83309136106 -3.99236889959
43400.0 0.0 0.0 -2.26017862344 -3.45775600223 -3.72503981672 -3.8398970941 -3.99932417497
43500.0 0.0 0.0 -2.26633366205 -3.46417154816 -3.73169709491 -3.84668891398 -4.00626480678
43600.0 0.0 0.0 -2.27247802864 -3.47057510492 -3.73834118057 -3.85346687604 -4.01319085567
43700.0 0.0 0.0 -2.27861175461 -3.47696671374 -3.7449721238 -3.86023103527 -4.02010238188
43800.0 0.0 0.0 -2.28473487127 -3.48334641567 -3.75158997445 -3.86698144636 -4.02699944532
43900.0 0.0 0.0 -2.29084740983 -3.48971425158 -3.7581947821 -3.87371816368 -4.03388210551
44000.0 0.0 0.0 -2.29694940145 -3.49607026216 -3.76478659606 -3.88044124129 -4.04075042164
44100.0 0.0 0.0 -2.30304087716 -3.50241448792 -3.77136546537 -3.88715073295 -4.04760445252
44200.0 0.0 0.0 -2.30912186795 -3.50874696918 -3.77793143883 -3.8938466921 -4.0544442566
44300.0 0.0 0.0 -2.31519240468 -3.5150677461 -3.78448456496 -3.90052917188 -4.061269892
44400.0 0.0 0.0 -2.32125251814 -3.52137685865 -3.79102489204 -3.90719822514 -4.06808141648
44500.0 0.0 0.0 -2.32730223904 -3.52767434664 -3.79755246807 -3.91385390443 -4.07487888745
44600.0 0.0 0.0 -2.333341598 -3.53396024969 -3.80406734083 -3.92049626197 -4.08166236198
44700.0 0.0 0.0 -2.33937062553 -3.54023460724 -3.81056955781 -3.92712534972 -4.08843189681
44800.0 0.0 0.0 -2.34538935208 -3.54649745856 -3.81705916628 -3.93374121933 -4.09518754832
44900.0 0.0 0.0 -2.351397808 -3.55274884276 -3.82353621324 -3.94034392217 -4.10192937256
45000.0 0.0 0.0 -2.35739602354 -3.55898879876 -3.83000074545 -3.94693350931 -4.10865742527
45100.0 0.0 0.0 -2.36338402887 -3.56521736532 -3.83645280942 -3.95351003154 -4.11537176183
45200.0 0.0 0.0 -2.36936185406 -3.57143458101 -3.84289245142 -3.96007353935 -4.1220724373
45300.0 0.0 0.0 -2.37532952912 -3.57764048424 -3.84931971747 -3.96662408298 -4.12875950644
45400.0 0.0 0.0 -2.38128708392 -3.58383511326 -3.85573465336 -3.97316171234 -4.13543302364
45500.0 0.0 0.0 -2.38723454829 -3.59001850614 -3.86213730463 -3.97968647712 -4.14209304301
45600.0 0.0 0.0 -2.39317195194 -3.59619070077 -3.86852771657 -3.98619842668 -4.14873961833
45700.0 0.0 0.0 -2.39909932449 -3.6023517349 -3.87490593427 -3.99269761013 -4.15537280305
45800.0 0.0 0.0 -2.40501669547 -3.60850164608 -3.88127200254 -3.9991840763 -4.16199265033
45900.0 0.0 0.0 -2.41092409432 -3.61464047172 -3.88762596599 -4.00565787377 -4.168599213
46000.0 0.0 0.0 -2.4168215504 -3.62076824904 -3.89396786898 -4.01211905081 -4.1751925436
46100.0 0.0 0.0 -2.42270909297 -3.62688501513 -3.90029775564 -4.01856765546 -4.18177269434
46200.0 0.0 0.0 -2.42858675118 -3.63299080688 -3.90661566988 -4.02500373548 -4.18833971716
46300.0 0.0 0.0 -2.43445455411 -3.63908566102 -3.91292165536 -4.03142733836 -4.19489366365
46400.0 0.0 0.0 -2.44031253075 -3.64516961414 -3.91921575554 -4.03783851133 -4.20143458516
46500.0 0.0 0.0 -2.44616070998 -3.65124270265 -3.92549801365 -4.04423730138 -4.20796253269
46600.0 0.0 0.0 -2.45199912061 -3.65730496281 -3.93176847267 -4.05062375521 -4.21447755698
46700.0 0.0 0.0 -2.45782779132 -3.66335643069 -3.93802717539 -4.05699791929 -4.22097970846
46800.0 0.0 0.0 -2.46364675075 -3.66939714224 -3.94427416435 -4.06335983983 -4.22746903729
46900.0 0.0 0.0 -2.4694560274 -3.67542713322 -3.95050948191 -4.06970956277 -4.2339455933
47000.0 0.0 0.0 -2.47525564971 -3.68144643925 -3.95673317017 -4.07604713383 -4.24040942609
47100.0 0.0 0.0 -2.48104564601 -3.68745509579 -3.96294527103 -4.08237259844 -4.24686058493
47200.0 0.0 0.0 -2.48682604453 -3.69345313812 -3.96914582618 -4.08868600182 -4.25329911884
47300.0 0.0 0.0 -2.49259687344 -3.69944060138 -3.97533487709 -4.09498738893 -4.25972507654
47400.0 0.0 0.0 -2.49835816078 -3.70541752057 -3.98151246502 -4.10127680448 -4.26613850647
47500.0 0.0 0.0 -2.50410993452 -3.71138393052 -3.98767863102 -4.10755429294 -4.27253945682
47600.0 0.0 0.0 -2.50985222253 -3.71733986588 -3.99383341591 -4.11381989855 -4.27892797549
47700.0 0.0 0.0 -2.51558505259 -3.7232853612 -3.99997686034 -4.12007366531 -4.2853041101
47800.0 0.0 0.0 -2.52130845239 -3.72922045082 -4.00610900471 -4.12631563696 -4.29166790801
47900.0 0.0 0.0 -2.52702244951 -3.73514516898 -4.01222988925 -4.13254585703 -4.29801941633
48000.0 0.0 0.0 -2.53272707147 -3.74105954973 -4.01833955395 -4.13876436881 -4.30435868187
48100.0 0.0 0.0 -2.53842234566 -3.74696362698 -4.02443803864 -4.14497121534 -4.3106857512
48200.0 0.0 0.0 -2.54410829941 -3.7528574345 -4.03052538291 -4.15116643946 -4.31700067062
48300.0 0.0 0.0 -2.54978495994 -3.7587410059 -4.03660162616 -4.15735008375 -4.32330348619
48400.0 0.0 0.0 -2.55545235438 -3.76461437464 -4.0426668076 -4.16352219059 -4.32959424368
48500.0 0.0 0.0 -2.56111050977 -3.77047757404 -4.04872096623 -4.16968280211 -4.33587298862
48600.0 0.0 0.0 -2.56675945306 -3.77633063726 -4.05476414086 -4.17583196022 -4.34213976629
48700.0 0.0 0.0 -2.57239921111 -3.78217359733 -4.0607963701 -4.18196970663 -4.34839462172
48800.0 0.0 0.0 -2.57802981067 -3.78800648713 -4.06681769236 -4.1880960828 -4.35463759968
48900.0 0.0 0.0 -2.58365127842 -3.79382933938 -4.07282814588 -4.19421112998 -4.3608687447
49000.0 0.0 0.0 -2.58926364094 -3.79964218666 -4.07882776867 -4.2003148892 -4.36708810105
49100.0 0.0 0.0 -2.59486692473 -3.80544506143 -4.08481659858 -4.20640740129 -4.37329571277
49200.0 0.0 0.0 -2.60046115617 -3.81123799597 -4.09079467326 -4.21248870683 -4.37949162365
49300.0 0.0 0.0 -2.60604636157 -3.81702102245 -4.09676203017 -4.21855884622 -4.38567587725
49400.0 0.0 0.0 -2.61162256715 -3.82279417287 -4.10271870658 -4.22461785963 -4.39184851687
49500.0 0.0 0.0 -2.61718979903 -3.82855747911 -4.10866473958 -4.23066578702 -4.39800958559
49600.0 0.0 0.0 -2.62274808326 -3.8343109729 -4.11460016607 -4.23670266814 -4.40415912624
49700.0 0.0 0.0 -2.62829744576 -3.84005468583 -4.12052502277 -4.24272854254 -4.41029718142
49800.0 0.0 0.0 -2.63383791239 -3.84578864935 -4.12643934621 -4.24874344955 -4.41642379352
49900.0 0.0 0.0 -2.63936950891 -3.85151289479 -4.13234317276 -4.25474742831 -4.42253900466
50000.0 0.0 0.0 -2.644892261 -3.85722745331 -4.13823653857 -4.26074051774 -4.42864285675
