Wavelength,Transmission
171410.0,0.0001
171470.0,0.0001
171530.0,0.0001
171590.0,0.0001
171650.0,0.0001
171700.0,0.0001
171760.0,0.0001
171820.0,0.0001
171880.0,0.0001
171940.0,0.0002
171990.0,0.0002
172050.0,0.0002
172110.0,0.0002
172170.0,0.0002
172230.0,0.0002
172280.0,0.0002
172340.0,0.0003
172400.0,0.0003
172460.0,0.0003
172520.0,0.0003
172570.0,0.0003
172630.0,0.0003
172690.0,0.0003
172750.0,0.0003
172810.0,0.0004
172860.0,0.0004
172920.0,0.0004
172980.0,0.0004
173040.0,0.0004
173100.0,0.0003
173150.0,0.0003
173210.0,0.0003
173270.0,0.0003
173330.0,0.0003
173390.0,0.0003
173440.0,0.0003
173500.0,0.0003
173560.0,0.0003
173620.0,0.0003
173680.0,0.0003
173730.0,0.0003
173790.0,0.0003
173850.0,0.0003
173910.0,0.0003
173970.0,0.0002
174020.0,0.0002
174080.0,0.0002
174140.0,0.0002
174200.0,0.0002
174260.0,0.0002
174310.0,0.0002
174370.0,0.0002
174430.0,0.0002
174490.0,0.0002
174550.0,0.0002
174600.0,0.0002
174660.0,0.0003
174720.0,0.0003
174780.0,0.0003
174840.0,0.0003
174890.0,0.0003
174950.0,0.0003
175010.0,0.0003
175070.0,0.0003
175130.0,0.0003
175180.0,0.0004
175240.0,0.0004
175300.0,0.0004
175360.0,0.0004
175420.0,0.0005
175470.0,0.0005
175530.0,0.0005
175590.0,0.0006
175650.0,0.0006
175710.0,0.0007
175760.0,0.0007
175820.0,0.0008
175880.0,0.0008
175940.0,0.0008
176000.0,0.0009
176050.0,0.0009
176110.0,0.001
176170.0,0.001
176230.0,0.0011
176290.0,0.0011
176340.0,0.0012
176400.0,0.0012
176460.0,0.0012
176520.0,0.0013
176580.0,0.0013
176630.0,0.0013
176690.0,0.0014
176750.0,0.0014
176810.0,0.0014
176870.0,0.0014
176920.0,0.0014
176980.0,0.0015
177040.0,0.0015
177100.0,0.0015
177160.0,0.0015
177210.0,0.0015
177270.0,0.0016
177330.0,0.0016
177390.0,0.0016
177450.0,0.0016
177500.0,0.0017
177560.0,0.0017
177620.0,0.0017
177680.0,0.0017
177740.0,0.0018
177790.0,0.0018
177850.0,0.0019
177910.0,0.0019
177970.0,0.002
178030.0,0.002
178080.0,0.0021
178140.0,0.0022
178200.0,0.0022
178260.0,0.0023
178320.0,0.0024
178370.0,0.0025
178430.0,0.0025
178490.0,0.0026
178550.0,0.0027
178610.0,0.0028
178660.0,0.003
178720.0,0.0031
178780.0,0.0032
178840.0,0.0033
178900.0,0.0034
178950.0,0.0036
179010.0,0.0037
179070.0,0.0038
179130.0,0.004
179190.0,0.0041
179240.0,0.0043
179300.0,0.0044
179360.0,0.0046
179420.0,0.0047
179480.0,0.0049
179530.0,0.0051
179590.0,0.0052
179650.0,0.0054
179710.0,0.0056
179770.0,0.0058
179820.0,0.006
179880.0,0.0062
179940.0,0.0064
180000.0,0.0067
180060.0,0.0069
180110.0,0.0072
180170.0,0.0074
180230.0,0.0077
180290.0,0.008
180350.0,0.0083
180400.0,0.0086
180460.0,0.0089
180520.0,0.0092
180580.0,0.0096
180640.0,0.0099
180690.0,0.0103
180750.0,0.0107
180810.0,0.0111
180870.0,0.0116
180930.0,0.0121
180980.0,0.0126
181040.0,0.0131
181100.0,0.0136
181160.0,0.0142
181220.0,0.0148
181270.0,0.0154
181330.0,0.0161
181390.0,0.0167
181450.0,0.0175
181510.0,0.0182
181560.0,0.019
181620.0,0.0198
181680.0,0.0207
181740.0,0.0216
181800.0,0.0224
181850.0,0.0235
181910.0,0.0245
181970.0,0.0255
182030.0,0.0266
182090.0,0.0278
182140.0,0.029
182200.0,0.0302
182260.0,0.0316
182320.0,0.0329
182380.0,0.0343
182430.0,0.0358
182490.0,0.0373
182550.0,0.0389
182610.0,0.0405
182670.0,0.0423
182720.0,0.044
182780.0,0.0458
182840.0,0.0478
182900.0,0.0498
182960.0,0.0518
183010.0,0.0539
183070.0,0.0561
183130.0,0.0584
183190.0,0.0607
183250.0,0.0632
183300.0,0.0658
183360.0,0.0684
183420.0,0.071
183480.0,0.0739
183540.0,0.0768
183590.0,0.0797
183650.0,0.0828
183710.0,0.086
183770.0,0.0893
183830.0,0.0926
183880.0,0.0961
183940.0,0.0996
184000.0,0.1031
184060.0,0.107
184120.0,0.1108
184170.0,0.1146
184230.0,0.1186
184290.0,0.1226
184350.0,0.1267
184410.0,0.1308
184460.0,0.1351
184520.0,0.1394
184580.0,0.1437
184640.0,0.1481
184700.0,0.1525
184750.0,0.157
184810.0,0.1614
184870.0,0.166
184930.0,0.1705
184990.0,0.175
185040.0,0.1795
185100.0,0.184
185160.0,0.1884
185220.0,0.1928
185280.0,0.1972
185330.0,0.2015
185390.0,0.2058
185450.0,0.2101
185510.0,0.2143
185570.0,0.2185
185620.0,0.2227
185680.0,0.2267
185740.0,0.2306
185800.0,0.2346
185860.0,0.2383
185910.0,0.242
185970.0,0.2458
186030.0,0.2493
186090.0,0.2526
