Wavelength,Transmission
62080.0,0.0001
62140.0,0.0001
62200.0,0.0001
62260.0,0.0001
62320.0,0.0002
62370.0,0.0002
62430.0,0.0003
62490.0,0.0005
62550.0,0.0007
62610.0,0.0009
62660.0,0.0008
62720.0,0.0007
62780.0,0.0007
62840.0,0.0006
62900.0,0.0005
62950.0,0.0004
63010.0,0.0003
63070.0,0.0002
63130.0,0.0002
63190.0,0.0001
63240.0,0.0001
63300.0,0.0001
63360.0,0.0001
63420.0,0.0001
63480.0,0.0001
63530.0,0.0001
63590.0,0.0002
63650.0,0.0002
63710.0,0.0002
63770.0,0.0002
63820.0,0.0002
63880.0,0.0002
63940.0,0.0003
64000.0,0.0003
64060.0,0.0004
64110.0,0.0004
64170.0,0.0005
64230.0,0.0005
64290.0,0.0007
64350.0,0.0008
64400.0,0.001
64460.0,0.0013
64520.0,0.0015
64580.0,0.0018
64640.0,0.0025
64690.0,0.0033
64750.0,0.0041
64810.0,0.0052
64870.0,0.0079
64930.0,0.0105
64980.0,0.0131
65040.0,0.0194
65100.0,0.0272
65160.0,0.0349
65220.0,0.0455
65270.0,0.0637
65330.0,0.0818
65390.0,0.0999
65450.0,0.1192
65510.0,0.1388
65560.0,0.1584
65620.0,0.1734
65680.0,0.1812
65740.0,0.1889
65800.0,0.1966
65850.0,0.2024
65910.0,0.2081
65970.0,0.2137
66030.0,0.2222
66090.0,0.2337
66140.0,0.2452
66200.0,0.2568
66260.0,0.2707
66320.0,0.2847
66380.0,0.2986
66430.0,0.3053
66490.0,0.3069
66550.0,0.3085
66610.0,0.3095
66670.0,0.3073
66720.0,0.305
66780.0,0.3027
66840.0,0.2983
66900.0,0.293
66960.0,0.2876
67010.0,0.2832
67070.0,0.2817
67130.0,0.2802
67190.0,0.2787
67250.0,0.2792
67300.0,0.2802
67360.0,0.2813
67420.0,0.284
67480.0,0.2899
67540.0,0.2958
67590.0,0.3017
67650.0,0.3102
67710.0,0.319
67770.0,0.3277
67830.0,0.3349
67880.0,0.3403
67940.0,0.3457
68000.0,0.351
68060.0,0.3536
68120.0,0.3562
68170.0,0.3588
68230.0,0.3594
68290.0,0.3584
68350.0,0.3574
68410.0,0.3565
68460.0,0.3569
68520.0,0.3573
68580.0,0.3576
68640.0,0.3543
68700.0,0.3491
68750.0,0.3439
68810.0,0.3394
68870.0,0.3377
68930.0,0.3359
68990.0,0.3342
69040.0,0.3331
69100.0,0.3322
69160.0,0.3314
69220.0,0.3309
69280.0,0.3314
69330.0,0.3319
69390.0,0.3324
69450.0,0.3345
69510.0,0.3368
69570.0,0.3391
69620.0,0.3406
69680.0,0.3406
69740.0,0.3407
69800.0,0.3408
69860.0,0.3419
69910.0,0.343
69970.0,0.3441
70030.0,0.3455
70090.0,0.3473
70150.0,0.3491
70200.0,0.3509
70260.0,0.3538
70320.0,0.3566
70380.0,0.3594
70440.0,0.3612
70490.0,0.3623
70550.0,0.3635
70610.0,0.3645
70670.0,0.3654
70730.0,0.3663
70780.0,0.3671
70840.0,0.3681
70900.0,0.3691
70960.0,0.37
71020.0,0.3709
71070.0,0.3713
71130.0,0.3718
71190.0,0.3723
71250.0,0.372
71310.0,0.3716
71360.0,0.3712
71420.0,0.3708
71480.0,0.3704
71540.0,0.37
71600.0,0.3696
71650.0,0.3683
71710.0,0.367
71770.0,0.3656
71830.0,0.3649
71890.0,0.365
71940.0,0.3651
72000.0,0.3652
72060.0,0.3658
72120.0,0.3664
72180.0,0.3671
72230.0,0.368
72290.0,0.3691
72350.0,0.3702
72410.0,0.3713
72470.0,0.373
72520.0,0.3747
72580.0,0.3764
72640.0,0.3776
72700.0,0.3787
72760.0,0.3798
72810.0,0.3804
72870.0,0.3796
72930.0,0.3787
72990.0,0.3779
73050.0,0.3768
73100.0,0.3756
73160.0,0.3744
73220.0,0.3733
73280.0,0.3724
73340.0,0.3714
73390.0,0.3705
73450.0,0.3686
73510.0,0.3665
73570.0,0.3645
73630.0,0.3632
73680.0,0.3627
73740.0,0.3622
73800.0,0.3617
73860.0,0.3623
73920.0,0.3629
73970.0,0.3635
74030.0,0.3647
74090.0,0.3662
74150.0,0.3678
74210.0,0.3695
74260.0,0.3716
74320.0,0.3738
74380.0,0.3759
74440.0,0.3783
74500.0,0.3809
74550.0,0.3834
74610.0,0.3855
74670.0,0.3862
74730.0,0.3869
74790.0,0.3876
74840.0,0.3872
74900.0,0.3864
74960.0,0.3857
75020.0,0.3847
75080.0,0.3833
75130.0,0.3819
75190.0,0.3805
75250.0,0.3786
75310.0,0.3766
75370.0,0.3746
75420.0,0.3727
75480.0,0.371
75540.0,0.3693
75600.0,0.3676
75660.0,0.3666
75710.0,0.3656
75770.0,0.3646
75830.0,0.364
75890.0,0.3637
75950.0,0.3634
76000.0,0.3632
76060.0,0.364
76120.0,0.3647
76180.0,0.3654
76240.0,0.3665
76290.0,0.3679
76350.0,0.3692
76410.0,0.3706
76470.0,0.3723
76530.0,0.3739
76580.0,0.3756
76640.0,0.3772
76700.0,0.3787
76760.0,0.3802
76820.0,0.3816
76870.0,0.3827
76930.0,0.3839
76990.0,0.385
77050.0,0.3856
77110.0,0.3861
77160.0,0.3865
77220.0,0.3869
77280.0,0.387
77340.0,0.3871
77400.0,0.3872
77450.0,0.3873
77510.0,0.3874
77570.0,0.3874
77630.0,0.3874
77690.0,0.3874
77740.0,0.3874
77800.0,0.3874
77860.0,0.3875
77920.0,0.3876
77980.0,0.3878
78030.0,0.388
78090.0,0.3883
78150.0,0.3887
78210.0,0.389
78270.0,0.3893
78320.0,0.3896
78380.0,0.3899
78440.0,0.3901
78500.0,0.3903
78560.0,0.3905
78610.0,0.3905
78670.0,0.3902
78730.0,0.3899
78790.0,0.3897
78850.0,0.3891
78900.0,0.3885
