1e-16	2000	7.94858e-10
1e-16	2040	1.70534e-09
1e-16	2080.8	3.55936e-09
1e-16	2122.42	7.18468e-09
1e-16	2164.86	1.39072e-08
1e-16	2208.16	2.55286e-08
1e-16	2252.32	4.38962e-08
1e-16	2297.37	7.00986e-08
1e-16	2343.32	1.04182e-07
1e-16	2390.19	1.46198e-07
1e-16	2437.99	1.97426e-07
1e-16	2486.75	2.60469e-07
1e-16	2536.48	3.38814e-07
1e-16	2587.21	4.36606e-07
1e-16	2638.96	5.58679e-07
1e-16	2691.74	7.10693e-07
1e-16	2745.57	8.99297e-07
1e-16	2800.48	1.13232e-06
1e-16	2856.49	1.41894e-06
1e-16	2913.62	1.76992e-06
1e-16	2971.89	2.1978e-06
1e-16	3031.33	2.71711e-06
1e-16	3091.96	3.34468e-06
1e-16	3153.8	4.09983e-06
1e-16	3216.87	5.00468e-06
1e-16	3281.21	6.08447e-06
1e-16	3346.84	7.3678e-06
1e-16	3413.77	8.88701e-06
1e-16	3482.05	1.06784e-05
1e-16	3551.69	1.27828e-05
1e-16	3622.72	1.52455e-05
1e-16	3695.18	1.81169e-05
1e-16	3769.08	2.14528e-05
1e-16	3844.46	2.53145e-05
1e-16	3921.35	2.97692e-05
1e-16	3999.78	3.48904e-05
1e-16	4079.77	4.07579e-05
1e-16	4161.37	4.7458e-05
1e-16	4244.6	5.50838e-05
1e-16	4329.49	6.37351e-05
1e-16	4416.08	7.35183e-05
1e-16	4504.4	8.45459e-05
1e-16	4594.49	9.69365e-05
1e-16	4686.38	0.000110813
1e-16	4780.11	0.0001263
1e-16	4875.71	0.00014352
1e-16	4973.22	0.000162584
1e-16	5072.69	0.000183568
1e-16	5174.14	0.00020647
1e-16	5277.62	0.00023111
1e-16	5383.18	0.000256923
1e-16	5490.84	0.000282562
1e-16	5600.66	0.000305246
1e-16	5712.67	0.000319996
1e-16	5826.92	0.000319633
1e-16	5943.46	0.000297407
1e-16	6062.33	0.000252828
1e-16	6183.58	0.000195285
1e-16	6307.25	0.000138758
1e-16	6433.39	9.28257e-05
1e-16	6562.06	5.98498e-05
1e-16	6693.3	3.78595e-05
1e-16	6827.17	2.37698e-05
1e-16	6963.71	1.49142e-05
1e-16	7102.99	9.3881e-06
1e-16	7245.05	5.94132e-06
1e-16	7389.95	3.78452e-06
1e-16	7537.75	2.42793e-06
1e-16	7688.5	1.56942e-06
1e-16	7842.27	1.0226e-06
1e-16	7999.12	6.72049e-07
1e-16	8159.1	4.45901e-07
1e-16	8322.28	2.99024e-07
1e-16	8488.73	2.02781e-07
1e-16	8658.5	1.38881e-07
1e-16	8831.67	9.57619e-08
1e-16	9008.3	6.62679e-08
1e-16	9188.47	4.59591e-08
1e-16	9372.24	3.19523e-08
1e-16	9559.68	2.22844e-08
1e-16	9750.88	1.55962e-08
1e-16	9945.9	1.09485e-08
1e-16	10144.8	7.69625e-09
1e-16	10347.7	5.39803e-09
1e-16	10554.7	3.75206e-09
1e-16	10765.8	2.55427e-09
1e-16	10981.1	1.67227e-09
1e-16	11200.7	1.02855e-09
1e-16	11424.7	5.81753e-10
1e-16	11653.2	3.00174e-10
1e-16	11886.3	1.42861e-10
1e-16	12124	6.4199e-11
1e-16	12366.5	2.79136e-11
1e-16	12613.8	1.19648e-11
1e-16	12866.1	5.11756e-12
1e-16	13123.4	2.19981e-12
1e-16	13385.9	9.5409e-13
1e-16	13653.6	4.18389e-13
