#T8    	adopted	
60
   0.01000    2.230000e-29
   0.02000    5.380000e-22
   0.03000    1.910000e-18
   0.04000    3.280000e-16
   0.05000    1.260000e-14
   0.06000    2.040000e-13
   0.07000    1.870000e-12
   0.08000    1.160000e-11
   0.09000    5.440000e-11
   0.10000    2.050000e-10
   0.11000    6.520000e-10
   0.12000    1.820000e-09
   0.13000    4.530000e-09
   0.14000    1.030000e-08
   0.15000    2.180000e-08
   0.16000    4.320000e-08
   0.18000    1.450000e-07
   0.20000    4.090000e-07
   0.25000    3.250000e-06
   0.30000    1.570000e-05
   0.40000    1.550000e-04
   0.50000    7.800000e-04
   0.60000    2.660000e-03
   0.70000    7.060000e-03
   0.80000    1.580000e-02
   0.90000    3.100000e-02
   1.00000    5.530000e-02
   1.10000    9.180000e-02
   1.20000    1.440000e-01
   1.30000    2.140000e-01
   1.40000    3.070000e-01
   1.50000    4.250000e-01
   1.60000    5.740000e-01
   1.80000    9.740000e-01
   2.00000    1.540000e+00
   2.50000    3.850000e+00
   3.00000    7.730000e+00
   3.50000    1.340000e+01
   4.00000    2.110000e+01
   4.50000    3.070000e+01
   5.00000    4.210000e+01
   6.00000    7.000000e+01
   7.00000    1.030000e+02
   8.00000    1.410000e+02
   9.00000    1.830000e+02
  10.00000    2.260000e+02
  12.50000    3.430000e+02
  15.00000    4.640000e+02
  17.50000    5.850000e+02
  20.00000    7.040000e+02
  25.00000    9.320000e+02
  30.00000    1.140000e+03
  35.00000    1.340000e+03
  40.00000    1.520000e+03
  50.00000    1.840000e+03
  60.00000    2.110000e+03
  70.00000    2.340000e+03
  80.00000    2.540000e+03
  90.00000    2.710000e+03
 100.00000    2.860000e+03
