#T8    	adopted	
57
   0.04000    1.710000e-22
   0.05000    3.290000e-20
   0.06000    1.720000e-18
   0.07000    3.870000e-17
   0.08000    4.890000e-16
   0.09000    4.070000e-15
   0.10000    2.480000e-14
   0.11000    1.190000e-13
   0.12000    4.690000e-13
   0.13000    1.590000e-12
   0.14000    4.740000e-12
   0.15000    1.270000e-11
   0.16000    3.130000e-11
   0.18000    1.520000e-10
   0.20000    5.860000e-10
   0.25000    8.500000e-09
   0.30000    6.370000e-08
   0.40000    1.150000e-06
   0.50000    8.720000e-06
   0.60000    4.000000e-05
   0.70000    1.330000e-04
   0.80000    3.550000e-04
   0.90000    8.070000e-04
   1.00000    1.630000e-03
   1.10000    3.000000e-03
   1.20000    5.110000e-03
   1.30000    8.210000e-03
   1.40000    1.250000e-02
   1.50000    1.840000e-02
   1.60000    2.600000e-02
   1.80000    4.770000e-02
   2.00000    8.030000e-02
   2.50000    2.270000e-01
   3.00000    4.990000e-01
   3.50000    9.290000e-01
   4.00000    1.540000e+00
   4.50000    2.350000e+00
   5.00000    3.380000e+00
   6.00000    6.180000e+00
   7.00000    1.010000e+01
   8.00000    1.550000e+01
   9.00000    2.250000e+01
  10.00000    3.150000e+01
  12.50000    6.410000e+01
  15.00000    1.130000e+02
  17.50000    1.780000e+02
  20.00000    2.580000e+02
  25.00000    4.520000e+02
  30.00000    6.700000e+02
  35.00000    8.940000e+02
  40.00000    1.120000e+03
  50.00000    1.550000e+03
  60.00000    1.960000e+03
  70.00000    2.370000e+03
  80.00000    2.780000e+03
  90.00000    3.180000e+03
 100.00000    3.590000e+03
