#T8    	adopted	
55
   0.06000    1.210000e-24
   0.07000    4.750000e-23
   0.08000    9.850000e-22
   0.09000    1.280000e-20
   0.10000    1.160000e-19
   0.11000    7.990000e-19
   0.12000    4.400000e-18
   0.13000    2.020000e-17
   0.14000    8.010000e-17
   0.15000    2.790000e-16
   0.16000    8.750000e-16
   0.18000    6.600000e-15
   0.20000    3.760000e-14
   0.25000    1.230000e-12
   0.30000    1.740000e-11
   0.40000    8.350000e-10
   0.50000    1.310000e-08
   0.60000    1.070000e-07
   0.70000    5.700000e-07
   0.80000    2.280000e-06
   0.90000    7.360000e-06
   1.00000    2.030000e-05
   1.10000    4.920000e-05
   1.20000    1.080000e-04
   1.30000    2.190000e-04
   1.40000    4.160000e-04
   1.50000    7.460000e-04
   1.60000    1.280000e-03
   1.80000    3.350000e-03
   2.00000    7.810000e-03
   2.50000    4.780000e-02
   3.00000    2.330000e-01
   3.50000    9.550000e-01
   4.00000    3.180000e+00
   4.50000    8.620000e+00
   5.00000    1.960000e+01
   6.00000    6.790000e+01
   7.00000    1.640000e+02
   8.00000    3.130000e+02
   9.00000    5.100000e+02
  10.00000    7.430000e+02
  12.50000    1.410000e+03
  15.00000    2.060000e+03
  17.50000    2.620000e+03
  20.00000    3.060000e+03
  25.00000    3.640000e+03
  30.00000    3.940000e+03
  35.00000    4.080000e+03
  40.00000    4.130000e+03
  50.00000    4.120000e+03
  60.00000    4.060000e+03
  70.00000    3.970000e+03
  80.00000    3.880000e+03
  90.00000    3.780000e+03
 100.00000    3.680000e+03
