#T8    	adopted	
53
   0.08000    5.840000e-25
   0.09000    1.010000e-23
   0.10000    1.180000e-22
   0.11000    1.010000e-21
   0.12000    6.740000e-21
   0.13000    3.680000e-20
   0.14000    1.700000e-19
   0.15000    6.820000e-19
   0.16000    2.430000e-18
   0.18000    2.300000e-17
   0.20000    1.590000e-16
   0.25000    7.630000e-15
   0.30000    1.450000e-13
   0.40000    1.060000e-11
   0.50000    2.210000e-10
   0.60000    2.240000e-09
   0.70000    1.420000e-08
   0.80000    6.500000e-08
   0.90000    2.360000e-07
   1.00000    7.200000e-07
   1.10000    1.970000e-06
   1.20000    5.210000e-06
   1.30000    1.410000e-05
   1.40000    4.020000e-05
   1.50000    1.140000e-04
   1.60000    3.110000e-04
   1.80000    1.830000e-03
   2.00000    7.850000e-03
   2.50000    1.090000e-01
   3.00000    6.050000e-01
   3.50000    2.000000e+00
   4.00000    4.770000e+00
   4.50000    9.200000e+00
   5.00000    1.530000e+01
   6.00000    3.180000e+01
   7.00000    5.180000e+01
   8.00000    7.310000e+01
   9.00000    9.390000e+01
  10.00000    1.140000e+02
  12.50000    1.580000e+02
  15.00000    2.000000e+02
  17.50000    2.500000e+02
  20.00000    3.110000e+02
  25.00000    4.810000e+02
  30.00000    7.210000e+02
  35.00000    1.030000e+03
  40.00000    1.400000e+03
  50.00000    2.310000e+03
  60.00000    3.370000e+03
  70.00000    4.520000e+03
  80.00000    5.690000e+03
  90.00000    6.840000e+03
 100.00000    7.930000e+03
