#T8    	adopted	
54
   0.07000    4.540000e-25
   0.08000    1.340000e-23
   0.09000    2.340000e-22
   0.10000    2.750000e-21
   0.11000    2.360000e-20
   0.12000    1.590000e-19
   0.13000    8.730000e-19
   0.14000    4.050000e-18
   0.15000    1.640000e-17
   0.16000    5.860000e-17
   0.18000    5.600000e-16
   0.20000    3.900000e-15
   0.25000    1.910000e-13
   0.30000    3.700000e-12
   0.40000    2.780000e-10
   0.50000    5.970000e-09
   0.60000    6.210000e-08
   0.70000    4.030000e-07
   0.80000    1.890000e-06
   0.90000    6.980000e-06
   1.00000    2.160000e-05
   1.10000    5.820000e-05
   1.20000    1.400000e-04
   1.30000    3.110000e-04
   1.40000    6.410000e-04
   1.50000    1.240000e-03
   1.60000    2.300000e-03
   1.80000    7.000000e-03
   2.00000    1.880000e-02
   2.50000    1.480000e-01
   3.00000    7.720000e-01
   3.50000    2.950000e+00
   4.00000    8.850000e+00
   4.50000    2.170000e+01
   5.00000    4.550000e+01
   6.00000    1.410000e+02
   7.00000    3.160000e+02
   8.00000    5.790000e+02
   9.00000    9.300000e+02
  10.00000    1.370000e+03
  12.50000    2.910000e+03
  15.00000    5.200000e+03
  17.50000    8.350000e+03
  20.00000    1.230000e+04
  25.00000    2.180000e+04
  30.00000    3.210000e+04
  35.00000    4.160000e+04
  40.00000    5.000000e+04
  50.00000    6.220000e+04
  60.00000    6.900000e+04
  70.00000    7.220000e+04
  80.00000    7.290000e+04
  90.00000    7.210000e+04
 100.00000    7.030000e+04
