#T8    	adopted	
58
   0.03000    1.000000e-21
   0.04000    1.780000e-18
   0.05000    3.430000e-16
   0.06000    1.800000e-14
   0.07000    4.110000e-13
   0.08000    5.260000e-12
   0.09000    4.430000e-11
   0.10000    2.720000e-10
   0.11000    1.310000e-09
   0.12000    5.220000e-09
   0.13000    1.780000e-08
   0.14000    5.320000e-08
   0.15000    1.440000e-07
   0.16000    3.540000e-07
   0.18000    1.740000e-06
   0.20000    6.790000e-06
   0.25000    1.020000e-04
   0.30000    7.900000e-04
   0.40000    1.490000e-02
   0.50000    1.180000e-01
   0.60000    5.660000e-01
   0.70000    1.960000e+00
   0.80000    5.410000e+00
   0.90000    1.270000e+01
   1.00000    2.620000e+01
   1.10000    4.900000e+01
   1.20000    8.500000e+01
   1.30000    1.380000e+02
   1.40000    2.140000e+02
   1.50000    3.170000e+02
   1.60000    4.520000e+02
   1.80000    8.430000e+02
   2.00000    1.430000e+03
   2.50000    4.040000e+03
   3.00000    8.790000e+03
   3.50000    1.620000e+04
   4.00000    2.690000e+04
   4.50000    4.130000e+04
   5.00000    5.990000e+04
   6.00000    1.130000e+05
   7.00000    1.920000e+05
   8.00000    3.090000e+05
   9.00000    4.730000e+05
  10.00000    6.980000e+05
  12.50000    1.600000e+06
  15.00000    3.120000e+06
  17.50000    5.320000e+06
  20.00000    8.190000e+06
  25.00000    1.570000e+07
  30.00000    2.500000e+07
  35.00000    3.530000e+07
  40.00000    4.590000e+07
  50.00000    6.680000e+07
  60.00000    8.550000e+07
  70.00000    1.010000e+08
  80.00000    1.150000e+08
  90.00000    1.250000e+08
 100.00000    1.340000e+08
